trade_num,asset,direction,ob_zone,decision_time_ist,entry_time_ist,exit_time_ist,entry_price,sl_price,tp_price,sl_dist_pct,leverage,actual_sl_risk_pct,tp_ret_pct,outcome,realized_r,loss_mechanism,starting_capital_gross,gross_pnl_usd,ending_capital_gross,starting_capital_net,fees_usd,net_pnl_usd,ending_capital_net
1433,XRPUSD,SHORT,"[1.38, 1.39]",2026-05-21 08:30 IST,2026-05-21 08:30 IST,2026-05-21 10:30 IST,1.385,1.3898,1.3767,0.3466,100.0,34.66,60.0,FILLED_TP,1.7313,N/A,1.3419778039839685e+51,8.051866823903811e+50,2.1471644863743498e+51,7.767473445315224e+24,6.213978756252181e+23,4.0390861915639164e+24,1.180655963687914e+25
1434,BTCUSD,LONG,"[76975.00, 77530.50]",2026-05-21 15:30 IST,2026-05-21 15:30 IST,2026-05-21 18:30 IST,77391.625,76975.0,77855.9747,0.5383,65.02,35.0,39.01,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,2.1471644863743498e+51,-7.515075702310225e+50,1.3956569161433273e+51,1.180655963687914e+25,6.140871864820792e+23,-4.7463830593897783e+24,7.060176577489362e+24
1435,XRPUSD,LONG,"[1.36, 1.37]",2026-05-21 15:30 IST,2026-05-21 15:30 IST,2026-05-21 15:30 IST,1.3663,1.3602,1.3745,0.4446,78.72,35.0,47.23,FILLED_TP,1.3494,N/A,1.3956569161433273e+51,6.591584232951089e+50,2.0548153394384362e+51,7.060176577489362e+24,4.445958799925226e+23,2.8898732199513964e+24,9.950049797440759e+24
1436,ETHUSD,LONG,"[2101.35, 2115.55]",2026-05-21 16:30 IST,2026-05-21 16:30 IST,2026-05-21 19:30 IST,2112.0,2101.35,2124.672,0.5043,69.41,35.0,41.65,FILLED_TP,1.1899,N/A,2.0548153394384362e+51,8.557292951621853e+50,2.9105446346006215e+51,9.950049797440759e+24,5.5249403269619875e+23,3.5912112125252916e+24,1.354126100996605e+25
1437,ETHUSD,SHORT,"[2138.10, 2156.65]",2026-05-21 22:30 IST,2026-05-21 22:30 IST,2026-05-21 22:30 IST,2142.7375,2156.65,2129.8811,0.6493,53.91,35.0,32.34,FILLED_TP,0.9241,N/A,2.9105446346006215e+51,9.413634919219003e+50,3.851908126522522e+51,1.354126100996605e+25,5.839570870609775e+23,3.7957210658963537e+24,1.7336982075862403e+25
1438,SOLUSD,SHORT,"[87.50, 87.94]",2026-05-22 17:30 IST,2026-05-22 17:30 IST,2026-05-22 19:30 IST,87.6118,87.944,87.0861,0.3792,92.29,35.0,55.38,FILLED_TP,1.5822,N/A,3.851908126522522e+51,2.1330084718979713e+51,5.9849165984204936e+51,1.7336982075862403e+25,1.280055786389105e+24,8.320362611529182e+24,2.5657344687391584e+25
1439,SOLUSD,LONG,"[83.84, 84.51]",2026-05-23 09:30 IST,2026-05-23 09:30 IST,2026-05-23 12:30 IST,84.345,83.841,84.8511,0.5975,58.57,35.0,35.14,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,5.9849165984204936e+51,-2.0947208094471725e+51,3.890195788973321e+51,2.5657344687391584e+25,1.2022604098100126e+24,-1.0182331050397067e+25,1.5475013636994517e+25
1440,XRPUSD,SHORT,"[1.34, 1.34]",2026-05-23 19:30 IST,2026-05-23 19:30 IST,2026-05-23 19:30 IST,1.3403,1.3423,1.3323,0.1455,100.0,14.55,60.0,FILLED_TP,4.1242,N/A,3.890195788973321e+51,2.3341174733839925e+51,6.224313262357314e+51,1.5475013636994517e+25,1.2380010909595615e+24,8.047007091237149e+24,2.3522020728231666e+25
1441,ETHUSD,SHORT,"[2124.80, 2152.85]",2026-05-24 11:30 IST,2026-05-25 20:30 IST,2026-05-26 00:30 IST,2131.8125,2152.85,2119.0216,0.9868,35.47,35.0,21.28,FILLED_TP,0.608,N/A,6.224313262357314e+51,1.3245416287524293e+51,7.548854891109744e+51,2.3522020728231666e+25,6.674020481443614e+23,4.338113312938349e+24,2.7860134041170013e+25
1442,BTCUSD,SHORT,"[76888.50, 77522.50]",2026-05-25 04:30 IST,2026-05-25 04:30 IST,2026-05-25 11:30 IST,77047.0,77522.5,76584.718,0.6172,56.71,35.0,34.03,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,7.548854891109744e+51,-2.64209921188841e+51,4.906755679221334e+51,2.7860134041170013e+25,1.2639981688572181e+24,-1.101504508326672e+25,1.6845088957903292e+25
1443,ETHUSD,LONG,"[2090.45, 2106.00]",2026-05-26 03:30 IST,2026-05-26 03:30 IST,2026-05-26 05:30 IST,2102.1125,2090.45,2114.7252,0.5548,63.09,35.0,37.85,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,4.906755679221334e+51,-1.7173644877274667e+51,3.189391191493868e+51,1.6845088957903292e+25,8.501501545436593e+23,-6.745931289809811e+24,1.009915766809348e+25
1444,BTCUSD,LONG,"[76060.00, 76721.00]",2026-05-26 06:30 IST,2026-05-26 06:30 IST,2026-05-26 11:30 IST,76555.75,76060.0,77015.0845,0.6476,54.05,35.0,32.43,FILLED_TP,0.9265,N/A,3.189391191493868e+51,1.0342896477806031e+51,4.223680839274471e+51,1.009915766809348e+25,4.3667494725519165e+23,2.838387157158746e+24,1.2937544825252226e+25
1445,XRPUSD,LONG,"[1.32, 1.33]",2026-05-27 14:30 IST,2026-05-27 14:30 IST,2026-05-27 14:30 IST,1.3294,1.3217,1.3373,0.5755,60.82,35.0,36.49,FILLED_TP,1.0426,N/A,4.223680839274471e+51,1.541303955522626e+51,5.764984794797097e+51,1.2937544825252226e+25,6.294885045445457e+23,4.091675279539546e+24,1.7029220104791772e+25
1446,SOLUSD,LONG,"[82.82, 83.67]",2026-05-27 18:30 IST,2026-05-27 18:30 IST,2026-05-27 18:30 IST,83.4587,82.819,83.9595,0.7665,45.66,35.0,27.4,FILLED_TP,0.7827,N/A,5.764984794797097e+51,1.5793523907148634e+51,7.344337185511961e+51,1.7029220104791772e+25,6.220343549164926e+23,4.0432233069572014e+24,2.1072443411748973e+25
1447,XRPUSD,SHORT,"[1.33, 1.34]",2026-05-28 00:30 IST,2026-05-28 00:30 IST,2026-05-28 02:30 IST,1.3337,1.3438,1.3257,0.7535,46.45,35.0,27.87,FILLED_TP,0.7963,N/A,7.344337185511961e+51,2.0468229268129933e+51,9.391160112324954e+51,2.1072443411748973e+25,7.830352230962752e+23,5.089728950125789e+24,2.6162172361874764e+25
1448,SOLUSD,SHORT,"[82.23, 82.68]",2026-05-29 11:30 IST,2026-05-29 11:30 IST,2026-05-29 16:30 IST,82.344,82.683,81.8499,0.4117,85.02,35.0,51.01,FILLED_TP,1.4574,N/A,9.391160112324954e+51,4.790389219490971e+51,1.4181549331815925e+52,2.6162172361874764e+25,1.7793611146622936e+24,1.156584724530491e+25,3.7728019607179674e+25
1449,BTCUSD,LONG,"[73758.00, 73979.00]",2026-05-31 12:30 IST,2026-05-31 12:30 IST,2026-05-31 15:30 IST,73923.75,73758.0,74367.2925,0.2242,100.0,22.42,60.0,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,1.4181549331815925e+52,-3.1797518412533045e+51,1.1001797490562621e+52,3.7728019607179674e+25,3.018241568574374e+24,-1.147752461345512e+25,2.6250494993724553e+25
1450,ETHUSD,LONG,"[2018.20, 2028.50]",2026-05-31 12:30 IST,2026-05-31 12:30 IST,2026-05-31 14:30 IST,2025.925,2018.2,2038.0805,0.3813,91.79,35.0,55.07,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,1.1001797490562621e+52,-3.850629121696917e+51,7.151168368865704e+51,2.6250494993724553e+25,1.9276154743877507e+24,-1.1115288722191343e+25,1.513520627153321e+25
1451,SOLUSD,LONG,"[81.84, 82.81]",2026-05-31 12:30 IST,2026-05-31 12:30 IST,2026-05-31 18:30 IST,82.5668,81.8448,83.0622,0.8745,40.02,35.0,24.01,FILLED_TP,0.6861,N/A,7.151168368865704e+51,1.7173137512428286e+51,8.868482120108533e+51,1.513520627153321e+25,4.846182053487937e+23,3.150018334767159e+24,1.828522460630037e+25
1452,ETHUSD,LONG,"[2000.95, 2017.60]",2026-05-31 19:30 IST,2026-05-31 19:30 IST,2026-05-31 21:30 IST,2013.4375,2000.95,2025.5181,0.6202,56.43,35.0,33.86,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,8.868482120108533e+51,-3.103968742037986e+51,5.764513378070547e+51,1.828522460630037e+25,8.255074223911473e+23,-7.225336034596277e+24,1.1059888571704094e+25
1453,ETHUSD,LONG,"[1975.45, 2003.60]",2026-05-31 21:30 IST,2026-05-31 22:30 IST,2026-06-01 02:30 IST,1996.5625,1975.45,2008.5419,1.0574,33.1,35.0,19.86,FILLED_TP,0.5674,N/A,5.764513378070547e+51,1.1447883295179822e+51,6.909301707588529e+51,1.1059888571704094e+25,2.9285458649634296e+23,1.903554812226229e+24,1.2963443383930323e+25
1454,SOLUSD,LONG,"[80.35, 81.59]",2026-05-31 21:30 IST,2026-06-01 11:30 IST,2026-06-01 11:30 IST,81.2815,80.35,81.7692,1.146,30.54,35.0,18.32,FILLED_TP,0.5236,N/A,6.909301707588529e+51,1.266083364643317e+51,8.175385072231846e+51,1.2963443383930323e+25,3.167285824530984e+23,2.0587357859451395e+24,1.5022179169875463e+25
1455,BTCUSD,SHORT,"[73627.00, 74078.00]",2026-06-01 07:30 IST,2026-06-01 07:30 IST,2026-06-01 07:30 IST,73739.75,74078.0,73297.3115,0.4587,76.3,35.0,45.78,FILLED_TP,1.308,N/A,8.175385072231846e+51,3.742754731406436e+51,1.1918139803638282e+52,1.5022179169875463e+25,9.169693605431212e+23,5.960300843530287e+24,2.098248001340575e+25
1456,ETHUSD,SHORT,"[1999.05, 2022.45]",2026-06-02 00:30 IST,2026-06-02 00:30 IST,2026-06-02 00:30 IST,2004.9,2022.45,1992.8706,0.8754,39.98,35.0,23.99,FILLED_TP,0.6854,N/A,1.1918139803638282e+52,2.8591922982256608e+51,1.4777332101863941e+52,2.098248001340575e+25,6.711667675262475e+23,4.362583988920609e+24,2.5345064002326362e+25
1457,BTCUSD,SHORT,"[63514.50, 64154.00]",2026-06-05 09:30 IST,2026-06-08 03:30 IST,2026-06-08 03:30 IST,63674.375,64154.0,63292.3288,0.7532,46.47,35.0,27.88,FILLED_SL,-1.0,DUAL_TOUCH_AMBIGUITY,1.4777332101863941e+52,-5.172066235652379e+51,9.605265866211562e+51,2.5345064002326362e+25,9.421375255903598e+23,-9.812909926404587e+24,1.5532154075921775e+25
1458,ETHUSD,SHORT,"[1601.70, 1618.70]",2026-06-07 10:30 IST,2026-06-07 10:30 IST,2026-06-07 10:30 IST,1605.95,1618.7,1596.3143,0.7939,44.08,35.0,26.45,FILLED_TP,0.7557,N/A,9.605265866211562e+51,2.5406832241152286e+51,1.214594909032679e+52,1.5532154075921775e+25,5.477867917414464e+23,3.560614146319401e+24,1.9092768222241175e+25
1459,SOLUSD,SHORT,"[64.53, 65.40]",2026-06-07 11:30 IST,2026-06-07 11:30 IST,2026-06-07 11:30 IST,64.7495,65.402,64.361,1.0077,34.73,35.0,20.84,FILLED_TP,0.5954,N/A,1.214594909032679e+52,2.5310845583304697e+51,1.467703364865726e+52,1.9092768222241175e+25,5.304968810447196e+23,3.448229726790677e+24,2.254099794903185e+25
1460,ETHUSD,SHORT,"[1685.95, 1714.00]",2026-06-09 10:30 IST,2026-06-09 10:30 IST,2026-06-09 10:30 IST,1692.9625,1714.0,1682.8047,1.2426,28.17,35.0,16.9,FILLED_TP,0.4828,N/A,1.467703364865726e+52,2.4803375835851002e+51,1.7157371232242358e+52,2.254099794903185e+25,5.079072127049622e+23,3.301396882582253e+24,2.5842394831614105e+25
1461,SOLUSD,LONG,"[63.61, 64.95]",2026-06-09 20:30 IST,2026-06-09 20:30 IST,2026-06-09 20:30 IST,64.6172,63.61,65.005,1.5588,22.45,35.0,13.47,FILLED_TP,0.3849,N/A,1.7157371232242358e+52,2.3114326206392535e+51,1.946880385288161e+52,2.5842394831614105e+25,4.641966309071959e+23,3.0172781008967733e+24,2.885967293251088e+25
1462,ETHUSD,LONG,"[1602.25, 1629.55]",2026-06-10 15:30 IST,2026-06-10 15:30 IST,2026-06-10 17:30 IST,1622.725,1602.25,1632.4613,1.2618,27.74,35.0,16.64,FILLED_TP,0.4755,N/A,1.946880385288161e+52,3.240257921247943e+51,2.2709061774129553e+52,2.885967293251088e+25,6.404282086756775e+23,4.1627833563919033e+24,3.3022456288902783e+25
1463,XRPUSD,SHORT,"[1.13, 1.15]",2026-06-10 18:30 IST,2026-06-10 18:30 IST,2026-06-10 18:30 IST,1.1331,1.1472,1.1263,1.2444,28.13,35.0,16.88,FILLED_TP,0.4822,N/A,2.2709061774129553e+52,3.832371601571561e+51,2.6541433375701113e+52,3.3022456288902783e+25,7.4304742282749e+23,4.8298082483786845e+24,3.785226453728147e+25
1464,BTCUSD,LONG,"[60706.00, 61403.00]",2026-06-11 02:30 IST,2026-06-11 02:30 IST,2026-06-11 02:30 IST,61228.75,60706.0,61596.1225,0.8538,40.99,35.0,24.6,FILLED_TP,0.7028,N/A,2.6541433375701113e+52,6.528373900497686e+51,3.30698072761988e+52,3.785226453728147e+25,1.2413985955817896e+24,8.06909087128163e+24,4.59213554085631e+25
1465,SOLUSD,SHORT,"[64.54, 65.77]",2026-06-11 06:30 IST,2026-06-11 06:30 IST,2026-06-11 06:30 IST,64.85,65.774,64.4609,1.4248,24.56,35.0,14.74,FILLED_TP,0.4211,N/A,3.30698072761988e+52,4.874038640594264e+51,3.7943845916793065e+52,4.59213554085631e+25,9.024242115894835e+23,5.865757375331641e+24,5.178711278389474e+25
1466,XRPUSD,SHORT,"[1.12, 1.14]",2026-06-11 06:30 IST,2026-06-11 08:30 IST,2026-06-11 08:30 IST,1.1212,1.1375,1.1145,1.4515,24.11,35.0,14.47,FILLED_TP,0.4134,N/A,3.7943845916793065e+52,5.489495308136284e+51,4.343334122492935e+52,5.178711278389474e+25,9.98967837094576e+23,6.493290941114743e+24,5.828040372500948e+25
1467,ETHUSD,SHORT,"[1663.35, 1696.00]",2026-06-11 16:30 IST,2026-06-11 16:30 IST,2026-06-11 16:30 IST,1671.5125,1696.0,1661.4834,1.465,23.89,35.0,14.33,FILLED_TP,0.4096,N/A,4.343334122492935e+52,6.225979901006299e+51,4.965932112593565e+52,5.828040372500948e+25,1.1138988681078824e+24,7.240342642701234e+24,6.552074636771071e+25
1468,BTCUSD,LONG,"[62495.00, 63180.50]",2026-06-12 11:30 IST,2026-06-12 11:30 IST,2026-06-12 11:30 IST,63009.125,62495.0,63387.1798,0.816,42.89,35.0,25.74,FILLED_TP,0.7353,N/A,4.965932112593565e+52,1.2780704656848746e+52,6.24400257827844e+52,6.552074636771071e+25,2.2483897329120084e+24,1.4614533263928052e+25,8.013527963163877e+25
1469,BTCUSD,SHORT,"[63399.00, 63850.00]",2026-06-12 13:30 IST,2026-06-12 13:30 IST,2026-06-12 13:30 IST,63511.75,63850.0,63130.6795,0.5326,65.72,35.0,39.43,FILLED_TP,1.1266,N/A,6.24400257827844e+52,2.4620600578774544e+52,8.706062636155893e+52,8.013527963163877e+25,4.2130640559365133e+24,2.738491636358733e+25,1.075201959952261e+26
1470,SOLUSD,SHORT,"[66.67, 67.29]",2026-06-12 13:30 IST,2026-06-12 13:30 IST,2026-06-12 13:30 IST,66.8269,67.2886,66.4259,0.6909,50.66,35.0,30.4,FILLED_TP,0.8684,N/A,8.706062636155893e+52,2.64626006514673e+52,1.1352322701302624e+53,1.075201959952261e+26,4.357521308232428e+24,2.8323888503510784e+25,1.3584408449873687e+26
1471,XRPUSD,SHORT,"[1.14, 1.15]",2026-06-12 13:30 IST,2026-06-12 13:30 IST,2026-06-12 13:30 IST,1.1444,1.1509,1.1376,0.5636,62.1,35.0,37.26,FILLED_TP,1.0646,N/A,1.1352322701302624e+53,4.230007442257654e+52,1.5582330143560277e+53,1.3584408449873687e+26,6.748944728880897e+24,4.386814073772582e+25,1.797122252364627e+26
1472,SOLUSD,LONG,"[65.93, 66.81]",2026-06-13 00:30 IST,2026-06-13 01:30 IST,2026-06-13 05:30 IST,66.5935,65.932,66.9931,0.9933,35.23,35.0,21.14,FILLED_TP,0.604,N/A,1.5582330143560277e+53,3.294228261635548e+52,1.8876558405195824e+53,1.797122252364627e+26,5.065678760332092e+24,3.2926911942158594e+25,2.1263913717862128e+26
1473,SOLUSD,LONG,"[67.80, 68.63]",2026-06-14 09:30 IST,2026-06-14 09:30 IST,2026-06-14 09:30 IST,68.4203,67.803,68.8308,0.9021,38.8,35.0,23.28,FILLED_TP,0.6651,N/A,1.8876558405195824e+53,4.394056824574246e+52,2.327061522977007e+53,2.1263913717862128e+26,6.599709063025798e+24,4.289810890966768e+25,2.5553724608828897e+26
1474,BTCUSD,LONG,"[63883.50, 64283.00]",2026-06-14 11:30 IST,2026-06-14 19:30 IST,2026-06-14 19:30 IST,64183.125,63883.5,64568.2237,0.4668,74.97,35.0,44.98,FILLED_SL,-1.0,INSTANT_BLOWTHROUGH,2.327061522977007e+53,-8.144715330419524e+52,1.5125899899350547e+53,2.5553724608828897e+26,1.5326925731148321e+25,-1.0476496186204946e+26,1.5077228422623951e+26
1475,SOLUSD,SHORT,"[69.56, 70.64]",2026-06-15 02:30 IST,2026-06-15 02:30 IST,2026-06-15 02:30 IST,69.8298,70.636,69.4108,1.1546,30.31,35.0,18.19,FILLED_TP,0.5197,N/A,1.5125899899350547e+53,2.7511310360843886e+52,1.7877030935434935e+53,1.5077228422623951e+26,3.6563714183507115e+24,2.3766414219279623e+25,1.7453869844551912e+26
1476,BTCUSD,LONG,"[65400.00, 65995.00]",2026-06-16 07:30 IST,2026-06-16 07:30 IST,2026-06-16 07:30 IST,65846.25,65400.0,66241.3275,0.6777,51.64,35.0,30.99,FILLED_TP,0.8853,N/A,1.7877030935434935e+53,5.539460932858271e+52,2.3416491868293205e+53,1.7453869844551912e+26,7.211117661187931e+24,4.687226479772155e+25,2.2141096324324066e+26
1477,SOLUSD,SHORT,"[73.68, 74.47]",2026-06-17 20:30 IST,2026-06-17 21:30 IST,2026-06-17 21:30 IST,73.874,74.468,73.4308,0.8041,43.53,35.0,26.12,FILLED_SL,-1.0,INSTANT_BLOWTHROUGH,2.3416491868293205e+53,-8.195772153902621e+52,1.5220719714390584e+53,2.2141096324324066e+26,7.710141043125691e+24,-8.520397817825992e+25,1.3620698506498073e+26
1478,ETHUSD,SHORT,"[1787.70, 1809.75]",2026-06-17 22:30 IST,2026-06-17 22:30 IST,2026-06-17 22:30 IST,1793.2125,1809.75,1782.4532,0.9222,37.95,35.0,22.77,FILLED_TP,0.6506,N/A,1.5220719714390584e+53,3.46590283820213e+52,1.8686622552592714e+53,1.3620698506498073e+26,4.135417027823715e+24,2.688021068085414e+25,1.6308719574583486e+26
1479,XRPUSD,SHORT,"[1.22, 1.23]",2026-06-17 22:30 IST,2026-06-17 22:30 IST,2026-06-17 22:30 IST,1.219,1.2282,1.2117,0.7506,46.63,35.0,27.98,FILLED_TP,0.7994,N/A,1.8686622552592714e+53,5.22818001833335e+52,2.3914802570926063e+53,1.6308719574583486e+26,6.083847527072005e+24,3.954500892596803e+25,2.0263220467180288e+26
1480,BTCUSD,SHORT,"[64435.00, 64786.50]",2026-06-18 12:30 IST,2026-06-18 13:30 IST,2026-06-18 15:30 IST,64522.875,64786.5,64135.7378,0.4086,85.66,35.0,51.4,FILLED_TP,1.4685,N/A,2.3914802570926063e+53,1.229173566831839e+53,3.6206538239244456e+53,2.0263220467180288e+26,1.3886526223399461e+25,9.026242045209649e+25,2.9289462512389937e+26
1481,SOLUSD,SHORT,"[69.41, 70.10]",2026-06-20 04:30 IST,2026-06-20 04:30 IST,2026-06-20 05:30 IST,69.5845,70.096,69.167,0.7351,47.61,35.0,28.57,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,3.6206538239244456e+53,-1.2672288383735558e+53,2.3534249855508897e+53,2.9289462512389937e+26,1.1156714157852465e+25,-1.1366983295121724e+26,1.792247921726821e+26
1482,BTCUSD,LONG,"[62636.00, 63401.00]",2026-06-20 07:30 IST,2026-06-20 19:30 IST,2026-06-20 19:30 IST,63209.75,62636.0,63589.0085,0.9077,38.56,35.0,23.14,FILLED_TP,0.661,N/A,2.3534249855508897e+53,5.444788679022104e+52,2.8979038534531003e+53,1.792247921726821e+26,5.528629552889611e+24,3.593609209378247e+25,2.151608842664646e+26
1483,XRPUSD,SHORT,"[1.14, 1.16]",2026-06-20 10:30 IST,2026-06-20 10:30 IST,2026-06-20 18:30 IST,1.1469,1.155,1.14,0.7063,49.56,35.0,29.73,FILLED_TP,0.8496,N/A,2.8979038534531003e+53,8.616756113584271e+52,3.7595794648115274e+53,2.151608842664646e+26,8.530252479784979e+24,5.544664111860236e+25,2.7060752538506697e+26
1484,ETHUSD,SHORT,"[1731.85, 1752.75]",2026-06-20 19:30 IST,2026-06-20 19:30 IST,2026-06-20 19:30 IST,1737.075,1752.75,1726.6525,0.9024,38.79,35.0,23.27,FILLED_TP,0.6649,N/A,3.7595794648115274e+53,8.749224974519015e+52,4.634501962263429e+53,2.7060752538506697e+26,8.396705505857271e+24,5.457858578807226e+25,3.2518611117313924e+26
1485,ETHUSD,LONG,"[1711.50, 1732.80]",2026-06-20 22:30 IST,2026-06-20 22:30 IST,2026-06-21 03:30 IST,1727.475,1711.5,1737.8398,0.9248,37.85,35.0,22.71,FILLED_TP,0.6488,N/A,4.634501962263429e+53,1.0524301209545057e+53,5.6869320832179345e+53,3.2518611117313924e+26,9.846024768179663e+24,6.39991609931678e+25,3.89185272166307e+26
1486,BTCUSD,LONG,"[63694.00, 64021.00]",2026-06-21 13:30 IST,2026-06-21 13:30 IST,2026-06-21 15:30 IST,63939.25,63694.0,64322.8855,0.3836,91.25,35.0,54.75,FILLED_TP,1.5643,N/A,5.6869320832179345e+53,3.113550098364827e+53,8.800482181582761e+53,3.89185272166307e+26,2.8410112276210694e+25,1.846657297953695e+26,5.738510019616765e+26
1487,SOLUSD,LONG,"[72.75, 73.27]",2026-06-21 16:30 IST,2026-06-21 16:30 IST,2026-06-21 16:30 IST,73.1365,72.745,73.5753,0.5353,65.38,35.0,39.23,FILLED_TP,1.1209,N/A,8.800482181582761e+53,3.452456134493001e+53,1.2252938316075762e+54,5.738510019616765e+26,3.001646759997915e+25,1.951070393998644e+26,7.689580413615409e+26
1488,SOLUSD,LONG,"[72.90, 73.69]",2026-06-22 01:30 IST,2026-06-22 01:30 IST,2026-06-22 01:30 IST,73.4903,72.9,73.9312,0.8032,43.58,35.0,26.15,FILLED_TP,0.747,N/A,1.2252938316075762e+54,3.203710546673918e+53,1.545664886274968e+54,7.689580413615409e+26,2.6807382017395443e+25,1.742479831130704e+26,9.432060244746112e+26
1489,ETHUSD,LONG,"[1725.50, 1740.75]",2026-06-22 21:30 IST,2026-06-22 21:30 IST,2026-06-23 03:30 IST,1736.9375,1725.5,1747.3591,0.6585,53.15,35.0,31.89,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,1.545664886274968e+54,-5.409827101962388e+53,1.0046821760787293e+54,9.432060244746112e+26,4.010676948267049e+25,-3.702288780487844e+26,5.729771464258268e+26
1490,XRPUSD,LONG,"[1.13, 1.14]",2026-06-22 21:30 IST,2026-06-22 21:30 IST,2026-06-22 21:30 IST,1.1362,1.1283,1.143,0.6931,50.5,35.0,30.3,FILLED_TP,0.8657,N/A,1.0046821760787293e+54,3.043986057083305e+53,1.3090807817870597e+54,5.729771464258268e+26,2.3146748776546045e+25,1.5045386704754926e+26,7.23431013473376e+26
1491,BTCUSD,LONG,"[62081.00, 62427.50]",2026-06-24 15:30 IST,2026-06-24 16:30 IST,2026-06-24 16:30 IST,62340.875,62081.0,62714.9203,0.4169,83.96,35.0,50.38,FILLED_TP,1.4393,N/A,1.3090807817870597e+54,6.5946861723062105e+53,1.9685493990176807e+54,7.23431013473376e+26,4.859186249919683e+25,3.1584710624477924e+26,1.0392781197181553e+27
1492,BTCUSD,LONG,"[57611.50, 58343.50]",2026-06-25 18:30 IST,2026-06-25 18:30 IST,2026-06-25 18:30 IST,58160.5,57611.5,58509.463,0.9439,37.08,35.0,22.25,FILLED_TP,0.6356,N/A,1.9685493990176807e+54,4.379468422136474e+53,2.4064962412313283e+54,1.0392781197181553e+27,3.082801789239158e+25,2.003821163005452e+26,1.2396602360187004e+27
1493,SOLUSD,LONG,"[65.68, 66.22]",2026-06-26 07:30 IST,2026-06-26 07:30 IST,2026-06-26 07:30 IST,66.0888,65.683,66.4853,0.6139,57.01,35.0,34.2,FILLED_TP,0.9773,N/A,2.4064962412313283e+54,8.231395927828061e+53,3.229635834014134e+54,1.2396602360187004e+27,5.65366031262866e+25,3.674879203208628e+26,1.6071481563395632e+27
1494,BTCUSD,SHORT,"[59434.00, 60234.00]",2026-06-26 08:30 IST,2026-06-26 08:30 IST,2026-06-26 08:30 IST,59634.0,60234.0,59276.196,1.0061,34.79,35.0,20.87,FILLED_TP,0.5963,N/A,3.229635834014134e+54,6.74086361639596e+53,3.90372219565373e+54,1.6071481563395632e+27,4.4725647472404985e+25,2.9071670857063232e+26,1.8978648649101955e+27
1495,ETHUSD,SHORT,"[1565.60, 1583.00]",2026-06-26 11:30 IST,2026-06-26 11:30 IST,2026-06-26 11:30 IST,1569.95,1583.0,1560.5303,0.8312,42.11,35.0,25.26,FILLED_TP,0.7218,N/A,3.90372219565373e+54,9.862193247693197e+53,4.88994152042305e+54,1.8978648649101955e+27,6.392910532616103e+25,4.1553918462004675e+26,2.3134040495302423e+27
1496,XRPUSD,SHORT,"[1.04, 1.05]",2026-06-26 11:30 IST,2026-06-26 11:30 IST,2026-06-26 11:30 IST,1.0403,1.0489,1.034,0.8291,42.21,35.0,25.33,FILLED_TP,0.7237,N/A,4.88994152042305e+54,1.238545648908073e+54,6.1284871693311227e+54,2.3134040495302423e+27,7.812653812580054e+25,5.0782249781770344e+26,2.821226547347946e+27
1497,BTCUSD,LONG,"[59206.50, 59767.50]",2026-06-26 14:30 IST,2026-06-26 14:30 IST,2026-06-26 14:30 IST,59627.25,59206.5,59985.0135,0.7056,49.6,35.0,29.76,FILLED_TP,0.8503,N/A,6.1284871693311227e+54,1.8238672769857355e+54,7.952354446316858e+54,2.821226547347946e+27,1.1194807981152415e+26,7.276625187749069e+26,3.548889066122853e+27
1498,XRPUSD,LONG,"[1.01, 1.03]",2026-06-26 14:30 IST,2026-06-26 15:30 IST,2026-06-26 15:30 IST,1.0269,1.0114,1.0331,1.5118,23.15,35.0,13.89,FILLED_TP,0.3969,N/A,7.952354446316858e+54,1.1046435000673921e+54,9.05699794638425e+54,3.548889066122853e+27,6.572908297480827e+25,4.272390393362537e+26,3.976128105459107e+27
1499,SOLUSD,LONG,"[71.53, 72.09]",2026-06-27 22:30 IST,2026-06-27 22:30 IST,2026-06-27 22:30 IST,71.9465,71.525,72.3782,0.5859,59.74,35.0,35.85,FILLED_TP,1.0241,N/A,9.05699794638425e+54,3.246501864232597e+54,1.2303499810616846e+55,3.976128105459107e+27,1.9003364224682524e+26,1.2352186746043639e+27,5.211346780063471e+27
1500,XRPUSD,LONG,"[1.04, 1.05]",2026-06-28 04:30 IST,2026-06-28 07:30 IST,2026-06-28 07:30 IST,1.0458,1.0382,1.052,0.7243,48.32,35.0,28.99,FILLED_TP,0.8283,N/A,1.2303499810616846e+55,3.567003865391531e+54,1.5870503676008377e+55,5.211346780063471e+27,2.0144830760367894e+26,1.309413999423913e+27,6.520760779487384e+27
