trade_num,asset,direction,ob_zone,decision_time_ist,entry_time_ist,exit_time_ist,entry_price,sl_price,tp_price,sl_dist_pct,leverage,actual_sl_risk_pct,tp_ret_pct,outcome,realized_r,loss_mechanism,starting_capital_gross,gross_pnl_usd,ending_capital_gross,starting_capital_net,fees_usd,net_pnl_usd,ending_capital_net
516,ETHUSD,SHORT,"[2473.10, 2523.45]",2025-02-26 01:30 IST,2025-02-26 01:30 IST,2025-02-26 01:30 IST,2485.6875,2523.45,2470.7734,1.5192,23.04,35.0,13.82,FILLED_TP,0.3949,N/A,19429589649032.824,2685769349315.699,22115358998348.523,7648.1409,140.9612,916.248,8564.389
517,ETHUSD,SHORT,"[2487.00, 2506.45]",2025-02-26 14:30 IST,2025-02-26 14:30 IST,2025-02-26 14:30 IST,2491.8625,2506.45,2476.9113,0.5854,59.79,35.0,35.87,FILLED_TP,1.0249,N/A,22115358998348.523,7933347790933.992,30048706789282.516,8564.389,409.6355,2662.631,11227.0199
518,XRPUSD,LONG,"[2.16, 2.22]",2025-02-27 19:30 IST,2025-02-27 19:30 IST,2025-02-27 19:30 IST,2.201,2.1586,2.2142,1.9253,18.18,35.0,10.91,FILLED_TP,0.3116,N/A,30048706789282.516,3277558704274.5815,33326265493557.098,11227.0199,163.2781,1061.3076,12288.3275
519,SOLUSD,LONG,"[143.65, 147.79]",2025-03-01 05:30 IST,2025-03-01 05:30 IST,2025-03-01 05:30 IST,146.7548,143.649,147.6353,2.1163,16.54,35.0,9.92,FILLED_TP,0.2835,N/A,33326265493557.098,3306980374458.7476,36633245868015.84,12288.3275,162.5835,1056.7928,13345.1203
520,ETHUSD,LONG,"[2192.45, 2254.30]",2025-03-01 11:30 IST,2025-03-01 11:30 IST,2025-03-01 11:30 IST,2238.8375,2192.45,2252.2705,2.0719,16.89,35.0,10.14,FILLED_TP,0.2896,N/A,36633245868015.84,3712926060936.0327,40346171928951.875,13345.1203,180.3442,1172.2372,14517.3575
521,BTCUSD,LONG,"[83555.00, 84744.00]",2025-03-01 12:30 IST,2025-03-01 16:30 IST,2025-03-01 21:30 IST,84446.75,83555.0,84953.4305,1.056,33.14,35.0,19.89,FILLED_TP,0.5682,N/A,40346171928951.875,8023455562788.399,48369627491740.27,14517.3575,384.9332,2502.0661,17019.4236
522,XRPUSD,LONG,"[2.11, 2.16]",2025-03-01 15:30 IST,2025-03-01 16:30 IST,2025-03-01 16:30 IST,2.15,2.1144,2.1628,1.6535,21.17,35.0,12.7,FILLED_TP,0.3629,N/A,48369627491740.27,6143003918827.553,54512631410567.83,17019.4236,288.1984,1873.2899,18892.7135
523,BTCUSD,SHORT,"[86007.00, 87061.00]",2025-03-02 11:30 IST,2025-03-02 11:30 IST,2025-03-02 13:30 IST,86270.5,87061.0,85752.877,0.9163,38.2,35.0,22.92,FILLED_TP,0.6548,N/A,54512631410567.83,12493291755877.701,67005923166445.53,18892.7135,577.315,3752.5472,22645.2608
524,ETHUSD,LONG,"[2190.05, 2218.65]",2025-03-02 18:30 IST,2025-03-02 18:30 IST,2025-03-02 18:30 IST,2211.5,2190.05,2224.769,0.9699,36.09,35.0,21.65,FILLED_TP,0.6186,N/A,67005923166445.53,14507485224869.492,81513408391315.03,22645.2608,653.7249,4249.2116,26894.4724
525,BTCUSD,LONG,"[85013.50, 85871.50]",2025-03-04 00:30 IST,2025-03-04 00:30 IST,2025-03-04 00:30 IST,85657.0,85013.5,86170.942,0.7513,46.59,35.0,27.95,FILLED_TP,0.7987,N/A,81513408391315.03,22785714758985.598,104299123150300.62,26894.4724,1002.3869,6515.5146,33409.987
526,ETHUSD,LONG,"[2154.20, 2192.00]",2025-03-05 19:30 IST,2025-03-05 19:30 IST,2025-03-05 19:30 IST,2182.55,2154.2,2195.6453,1.2989,26.95,35.0,16.17,FILLED_TP,0.4619,N/A,104299123150300.62,16862077869013.756,121161201019314.38,33409.987,720.1873,4681.2176,38091.2047
527,SOLUSD,LONG,"[140.76, 142.48]",2025-03-05 19:30 IST,2025-03-05 19:30 IST,2025-03-05 19:30 IST,142.0505,140.762,142.9028,0.9071,38.59,35.0,23.15,FILLED_TP,0.6615,N/A,121161201019314.38,28050538835333.85,149211739854648.22,38091.2047,1175.8206,7642.8342,45734.0389
528,XRPUSD,LONG,"[2.47, 2.51]",2025-03-06 11:30 IST,2025-03-07 05:30 IST,2025-03-07 05:30 IST,2.4986,2.4687,2.5135,1.1947,29.3,35.0,17.58,FILLED_SL,-1.0,DUAL_TOUCH_AMBIGUITY,149211739854648.22,-52224108949126.875,96987630905521.34,45734.0389,1071.868,-17078.7816,28655.2573
529,BTCUSD,LONG,"[87558.00, 89228.50]",2025-03-06 22:30 IST,2025-03-06 22:30 IST,2025-03-07 00:30 IST,88810.875,87558.0,89343.7403,1.4107,24.81,35.0,14.89,FILLED_TP,0.4253,N/A,96987630905521.34,14437568285968.21,111425199191489.56,28655.2573,568.7491,3696.8694,32352.1267
530,ETHUSD,LONG,"[2160.45, 2197.50]",2025-03-06 22:30 IST,2025-03-06 22:30 IST,2025-03-06 22:30 IST,2188.2375,2160.45,2201.3669,1.2699,27.56,35.0,16.54,FILLED_TP,0.4725,N/A,111425199191489.56,18426705481354.797,129851904672844.36,32352.1267,713.3552,4636.809,36988.9356
531,ETHUSD,SHORT,"[2194.05, 2228.50]",2025-03-07 15:30 IST,2025-03-07 16:30 IST,2025-03-07 16:30 IST,2202.6625,2228.5,2189.4465,1.173,29.84,35.0,17.9,FILLED_TP,0.5115,N/A,129851904672844.36,23246902140321.3,153098806813165.66,36988.9356,882.9322,5739.059,42727.9947
532,XRPUSD,LONG,"[2.46, 2.52]",2025-03-07 17:30 IST,2025-03-07 17:30 IST,2025-03-07 17:30 IST,2.506,2.4559,2.521,1.9992,17.51,35.0,10.5,FILLED_TP,0.3001,N/A,153098806813165.66,16081792030638.025,169180598843803.7,42727.9947,598.4307,3889.7997,46617.7944
533,XRPUSD,SHORT,"[2.33, 2.37]",2025-03-08 17:30 IST,2025-03-08 17:30 IST,2025-03-08 17:30 IST,2.3414,2.3742,2.3273,1.403,24.95,35.0,14.97,FILLED_TP,0.4276,N/A,169180598843803.7,25322164070507.7,194502762914311.38,46617.7944,930.3379,6047.1964,52664.9908
534,ETHUSD,SHORT,"[2179.75, 2238.65]",2025-03-08 18:30 IST,2025-03-08 18:30 IST,2025-03-08 18:30 IST,2194.475,2238.65,2181.3081,2.013,17.39,35.0,10.43,FILLED_TP,0.2981,N/A,194502762914311.38,20290799012052.098,214793561926363.47,52664.9908,732.5447,4761.5405,57426.5313
535,SOLUSD,LONG,"[132.59, 136.29]",2025-03-09 15:30 IST,2025-03-09 17:30 IST,2025-03-09 17:30 IST,135.3642,132.587,136.1764,2.0517,17.06,35.0,10.24,FILLED_TP,0.2924,N/A,214793561926363.47,21985156457459.844,236778718383823.3,57426.5313,783.7176,5094.1647,62520.6959
536,SOLUSD,LONG,"[125.53, 129.12]",2025-03-09 21:30 IST,2025-03-09 21:30 IST,2025-03-09 21:30 IST,128.223,125.529,128.9923,2.101,16.66,35.0,10.0,FILLED_TP,0.2856,N/A,236778718383823.3,23666296575868.766,260445014959692.06,62520.6959,833.2018,5415.8114,67936.5073
537,XRPUSD,LONG,"[2.09, 2.17]",2025-03-10 18:30 IST,2025-03-10 18:30 IST,2025-03-10 18:30 IST,2.1519,2.0859,2.1648,3.0671,11.41,35.0,6.85,FILLED_TP,0.1956,N/A,260445014959692.06,17832551790192.33,278277566749884.38,67936.5073,620.2109,4031.3709,71967.8782
538,XRPUSD,LONG,"[1.95, 2.02]",2025-03-10 23:30 IST,2025-03-10 23:30 IST,2025-03-10 23:30 IST,2.0033,1.9505,2.0153,2.6357,13.28,35.0,7.97,FILLED_TP,0.2276,N/A,278277566749884.38,22172239467558.375,300449806217442.75,71967.8782,764.5551,4969.6083,76937.4865
539,SOLUSD,SHORT,"[126.11, 131.48]",2025-03-11 23:30 IST,2025-03-11 23:30 IST,2025-03-11 23:30 IST,127.4527,131.481,126.688,3.1606,11.07,35.0,6.64,FILLED_TP,0.1898,N/A,300449806217442.75,19962917763966.58,320412723981409.3,76937.4865,681.5988,4430.3922,81367.8787
540,BTCUSD,SHORT,"[82021.50, 83753.00]",2025-03-12 04:30 IST,2025-03-12 04:30 IST,2025-03-12 09:30 IST,82454.375,83753.0,81959.6487,1.575,22.22,35.0,13.33,FILLED_TP,0.381,N/A,320412723981409.3,42722729722331.46,363135453703740.75,81367.8787,1446.575,9402.7378,90770.6165
541,XRPUSD,LONG,"[2.16, 2.20]",2025-03-12 07:30 IST,2025-03-12 08:30 IST,2025-03-12 08:30 IST,2.1871,2.159,2.2002,1.2859,27.22,35.0,16.33,FILLED_TP,0.4666,N/A,363135453703740.75,59301956312240.25,422437410015981.0,90770.6165,1976.4434,12846.8823,103617.4989
542,BTCUSD,LONG,"[81250.00, 81950.50]",2025-03-12 19:30 IST,2025-03-12 19:30 IST,2025-03-12 19:30 IST,81775.375,81250.0,82266.0272,0.6425,54.48,35.0,32.69,FILLED_TP,0.9339,N/A,422437410015981.0,138081280985923.88,560518691001904.9,103617.4989,4515.8996,29353.3474,132970.8462
543,SOLUSD,LONG,"[122.96, 124.46]",2025-03-13 18:30 IST,2025-03-13 18:30 IST,2025-03-13 18:30 IST,124.0855,122.962,124.83,0.9054,38.66,35.0,23.19,FILLED_TP,0.6627,N/A,560518691001904.9,130004190714611.78,690522881716516.6,132970.8462,4112.0882,26728.5734,159699.4196
544,XRPUSD,LONG,"[2.21, 2.24]",2025-03-13 22:30 IST,2025-03-13 22:30 IST,2025-03-13 22:30 IST,2.2354,2.2121,2.2488,1.0434,33.54,35.0,20.13,FILLED_TP,0.575,N/A,690522881716516.6,138974723987499.56,829497605704016.2,159699.4196,4285.4834,27855.6423,187555.0619
545,ETHUSD,SHORT,"[1888.75, 1921.00]",2025-03-14 07:30 IST,2025-03-14 10:30 IST,2025-03-14 19:30 IST,1896.8125,1921.0,1885.4316,1.2752,27.45,35.0,16.47,FILLED_SL,-1.0,DUAL_TOUCH_AMBIGUITY,829497605704016.2,-290324161996405.7,539173443707610.56,187555.0619,4118.3214,-69762.5931,117792.4688
546,ETHUSD,LONG,"[1911.50, 1921.45]",2025-03-16 07:30 IST,2025-03-16 07:30 IST,2025-03-16 10:30 IST,1918.9625,1911.5,1930.4763,0.3889,90.0,35.0,54.0,FILLED_TP,1.5429,N/A,539173443707610.56,291158807489257.1,830332251196867.8,117792.4688,8481.2077,55127.8501,172920.3189
547,BTCUSD,SHORT,"[84196.00, 84430.50]",2025-03-16 10:30 IST,2025-03-16 10:30 IST,2025-03-16 14:30 IST,84254.625,84430.5,83749.0973,0.2087,100.0,20.87,60.0,FILLED_TP,2.8744,N/A,830332251196867.8,498199350718120.6,1328531601914988.5,172920.3189,13833.6255,89918.5658,262838.8847
548,XRPUSD,LONG,"[2.33, 2.35]",2025-03-16 14:30 IST,2025-03-16 14:30 IST,2025-03-16 14:30 IST,2.3475,2.3309,2.3616,0.7061,49.57,35.0,29.74,FILLED_TP,0.8498,N/A,1328531601914988.5,395128743084845.3,1723660344999833.8,262838.8847,10423.0564,67749.8663,330588.751
549,BTCUSD,SHORT,"[83435.00, 84082.00]",2025-03-17 08:30 IST,2025-03-17 08:30 IST,2025-03-17 10:30 IST,83596.75,84082.0,83095.1695,0.5805,60.3,35.0,36.18,FILLED_TP,1.0337,N/A,1723660344999833.8,623583814912552.8,2347244159912386.5,330588.751,15946.668,103653.342,434242.093
550,SOLUSD,SHORT,"[128.47, 131.15]",2025-03-17 08:30 IST,2025-03-17 08:30 IST,2025-03-17 08:30 IST,129.14,131.15,128.3652,1.5565,22.49,35.0,13.49,FILLED_TP,0.3855,N/A,2347244159912386.5,316695787414563.94,2663939947326950.5,434242.093,7811.864,50777.1162,485019.2091
551,XRPUSD,LONG,"[2.31, 2.33]",2025-03-18 05:30 IST,2025-03-18 05:30 IST,2025-03-18 06:30 IST,2.3267,2.3052,2.3407,0.9251,37.83,35.0,22.7,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,2663939947326950.5,-932378981564432.6,1731560965762518.0,485019.2091,14679.757,-184436.4802,300582.7289
552,BTCUSD,LONG,"[82384.00, 83328.00]",2025-03-18 06:30 IST,2025-03-18 06:30 IST,2025-03-18 06:30 IST,83092.0,82384.0,83590.552,0.8521,41.08,35.0,24.65,FILLED_TP,0.7042,N/A,1731560965762518.0,426759341682192.4,2158320307444710.5,300582.7289,9877.5221,64203.8935,364786.6225
553,ETHUSD,LONG,"[1886.40, 1911.50]",2025-03-18 06:30 IST,2025-03-18 06:30 IST,2025-03-18 06:30 IST,1905.225,1886.4,1916.6563,0.9881,35.42,35.0,21.25,FILLED_TP,0.6072,N/A,2158320307444710.5,458718735526051.3,2617039042970762.0,364786.6225,10337.3262,67192.6204,431979.2428
554,XRPUSD,LONG,"[2.21, 2.27]",2025-03-18 16:30 IST,2025-03-18 17:30 IST,2025-03-19 03:30 IST,2.258,2.2143,2.2715,1.9332,18.1,35.0,10.86,FILLED_TP,0.3104,N/A,2617039042970762.0,284288681440074.56,2901327724410836.5,431979.2428,6256.7814,40669.0792,472648.322
555,XRPUSD,SHORT,"[2.28, 2.30]",2025-03-19 04:30 IST,2025-03-19 04:30 IST,2025-03-19 05:30 IST,2.2881,2.3036,2.2744,0.6752,51.84,35.0,31.1,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,2901327724410836.5,-1015464703543792.8,1885863020867043.8,472648.322,19599.8234,-185026.7362,287621.5859
556,BTCUSD,SHORT,"[82999.50, 83420.50]",2025-03-19 08:30 IST,2025-03-19 10:30 IST,2025-03-19 13:30 IST,83104.75,83420.5,82606.1215,0.3799,92.12,35.0,55.27,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,1885863020867043.8,-660052057303465.2,1225810963563578.5,287621.5859,21196.3946,-121863.9497,165757.6362
557,ETHUSD,SHORT,"[1983.55, 1995.80]",2025-03-22 08:30 IST,2025-03-22 09:30 IST,2025-03-22 14:30 IST,1986.6125,1995.8,1974.6928,0.4625,75.68,35.0,45.41,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,1225810963563578.5,-429033837247252.44,796777126316326.0,165757.6362,10035.6935,-68050.8661,97706.7701
558,SOLUSD,LONG,"[127.47, 129.23]",2025-03-22 19:30 IST,2025-03-22 19:30 IST,2025-03-22 19:30 IST,128.79,127.47,129.5627,1.0249,34.15,35.0,20.49,FILLED_TP,0.5854,N/A,796777126316326.0,163254200610900.25,960031326927226.2,97706.7701,2669.2601,17350.1909,115056.9609
559,ETHUSD,SHORT,"[1991.95, 2003.40]",2025-03-23 06:30 IST,2025-03-23 06:30 IST,2025-03-23 08:30 IST,1994.8125,2003.4,1982.8436,0.4305,81.3,35.0,48.78,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,960031326927226.2,-336010964424529.2,624020362502697.0,115056.9609,7483.5258,-47753.4621,67303.4988
560,BTCUSD,SHORT,"[84175.00, 84510.00]",2025-03-23 07:30 IST,2025-03-23 12:30 IST,2025-03-23 16:30 IST,84258.75,84510.0,83753.1975,0.2982,100.0,29.82,60.0,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,624020362502697.0,-186075767892121.16,437944594610575.9,67303.4988,5384.2799,-25453.417,41850.0818
561,SOLUSD,SHORT,"[129.55, 130.20]",2025-03-23 07:30 IST,2025-03-23 07:30 IST,2025-03-23 07:30 IST,129.7125,130.2,128.9342,0.3758,93.13,35.0,55.88,FILLED_TP,1.5965,N/A,437944594610575.9,244706595445528.7,682651190056104.5,41850.0818,3117.8955,20266.3206,62116.4024
562,XRPUSD,SHORT,"[2.38, 2.39]",2025-03-23 07:30 IST,2025-03-23 07:30 IST,2025-03-23 11:30 IST,2.3851,2.3914,2.3708,0.2641,100.0,26.41,60.0,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,682651190056104.5,-180315395469935.8,502335794586168.7,62116.4024,4969.3122,-21376.7305,40739.6718
563,ETHUSD,LONG,"[1973.85, 1984.65]",2025-03-24 06:30 IST,2025-03-24 06:30 IST,2025-03-24 06:30 IST,1981.95,1973.85,1993.8417,0.4087,85.64,35.0,51.38,FILLED_TP,1.4681,N/A,502335794586168.7,258119666539269.7,760455461125438.4,40739.6718,2791.1504,18142.4774,58882.1492
564,ETHUSD,LONG,"[1858.40, 1895.70]",2025-03-28 22:30 IST,2025-03-28 22:30 IST,2025-03-29 03:30 IST,1886.375,1858.4,1897.6933,1.483,23.6,35.0,14.16,FILLED_TP,0.4046,N/A,760455461125438.4,107683959178161.12,868139420303599.5,58882.1492,1111.7308,7226.2499,66108.3991
565,BTCUSD,LONG,"[83122.00, 84058.00]",2025-03-29 02:30 IST,2025-03-29 02:30 IST,2025-03-29 03:30 IST,83824.0,83122.0,84326.944,0.8375,41.79,35.0,25.08,FILLED_TP,0.7164,N/A,868139420303599.5,217690782637907.0,1085830202941506.5,66108.3991,2210.2731,14366.7752,80475.1744
566,XRPUSD,LONG,"[2.06, 2.13]",2025-03-29 19:30 IST,2025-03-29 19:30 IST,2025-03-29 19:30 IST,2.1105,2.0554,2.1232,2.6119,13.4,35.0,8.04,FILLED_TP,0.2297,N/A,1085830202941506.5,87301782440500.12,1173131985382006.5,80475.1744,862.7041,5607.5766,86082.7509
567,SOLUSD,SHORT,"[125.65, 126.76]",2025-03-30 07:30 IST,2025-03-30 07:30 IST,2025-03-30 07:30 IST,125.9278,126.761,125.1722,0.6617,52.89,35.0,31.74,FILLED_TP,0.9068,N/A,1173131985382006.5,372316507508670.44,1545448492890677.0,86082.7509,3642.6739,23677.3801,109760.1311
568,BTCUSD,LONG,"[81113.00, 81935.50]",2025-03-31 12:30 IST,2025-03-31 12:30 IST,2025-03-31 12:30 IST,81729.875,81113.0,82220.2542,0.7548,46.37,35.0,27.82,FILLED_TP,0.7949,N/A,1545448492890677.0,429989147720488.2,1975437640611165.2,109760.1311,4071.7988,26466.6924,136226.8234
569,ETHUSD,SHORT,"[1836.85, 1848.40]",2025-03-31 19:30 IST,2025-03-31 19:30 IST,2025-03-31 19:30 IST,1839.7375,1848.4,1828.6991,0.4709,74.33,35.0,44.6,FILLED_TP,1.2743,N/A,1975437640611165.2,881039201537897.2,2856476842149062.5,136226.8234,8100.9001,52655.8504,188882.6738
570,ETHUSD,LONG,"[1853.70, 1891.65]",2025-04-02 05:30 IST,2025-04-02 07:30 IST,2025-04-02 11:30 IST,1882.1625,1853.7,1893.4555,1.5122,23.14,35.0,13.89,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,2856476842149062.5,-999766894752171.8,1856709947396890.8,188882.6738,3497.3108,-69606.2466,119276.4272
571,BTCUSD,SHORT,"[84927.00, 85510.00]",2025-04-02 14:30 IST,2025-04-02 14:30 IST,2025-04-02 16:30 IST,85072.75,85510.0,84562.3135,0.514,68.1,35.0,40.86,FILLED_TP,1.1674,N/A,1856709947396890.8,758619518519287.8,2615329465916178.5,119276.4272,6497.9042,42236.3776,161512.8048
572,SOLUSD,SHORT,"[126.16, 127.48]",2025-04-02 17:30 IST,2025-04-02 17:30 IST,2025-04-02 17:30 IST,126.4883,127.476,125.7293,0.7809,44.82,35.0,26.89,FILLED_TP,0.7683,N/A,2615329465916178.5,703313327629529.1,3318642793545707.5,161512.8048,5791.1943,37642.7629,199155.5677
573,XRPUSD,LONG,"[2.07, 2.11]",2025-04-03 02:30 IST,2025-04-03 02:30 IST,2025-04-03 02:30 IST,2.1,2.0659,2.1126,1.625,21.54,35.0,12.92,FILLED_TP,0.3692,N/A,3318642793545707.5,428875866616358.94,3747518660162066.5,199155.5677,3431.6445,22305.6891,221461.2568
574,SOLUSD,LONG,"[113.86, 119.18]",2025-04-03 03:30 IST,2025-04-03 04:30 IST,2025-04-03 04:30 IST,117.8515,113.86,118.5586,3.3869,10.33,35.0,6.2,FILLED_TP,0.1772,N/A,3747518660162066.5,232360380882873.12,3979879041044939.5,221461.2568,1830.8585,11900.58,233361.8368
575,BTCUSD,LONG,"[82221.00, 82538.50]",2025-04-03 04:30 IST,2025-04-03 04:30 IST,2025-04-03 05:30 IST,82459.125,82221.0,82953.8798,0.2888,100.0,28.88,60.0,FILLED_SL,-1.0,DUAL_TOUCH_AMBIGUITY,3979879041044939.5,-1149307243617763.8,2830571797427176.0,233361.8368,18668.9469,-86059.0477,147302.7892
576,SOLUSD,LONG,"[110.57, 116.58]",2025-04-03 22:30 IST,2025-04-03 22:30 IST,2025-04-03 23:30 IST,115.075,110.569,115.7655,3.9157,8.94,35.0,5.36,FILLED_TP,0.1532,N/A,2830571797427176.0,151804017784455.75,2982375815211632.0,147302.7892,1053.3163,6846.5558,154149.345
577,XRPUSD,SHORT,"[2.06, 2.08]",2025-04-04 02:30 IST,2025-04-04 02:30 IST,2025-04-04 02:30 IST,2.0619,2.0807,2.0496,0.9093,38.49,35.0,23.09,FILLED_TP,0.6598,N/A,2982375815211632.0,688745098963660.1,3671120914175292.0,154149.345,4746.5337,30852.4693,185001.8144
578,XRPUSD,LONG,"[2.03, 2.06]",2025-04-04 11:30 IST,2025-04-04 11:30 IST,2025-04-04 11:30 IST,2.0547,2.0341,2.0671,1.0038,34.87,35.0,20.92,FILLED_TP,0.5977,N/A,3671120914175292.0,768029199165848.1,4439150113341140.0,185001.8144,5160.5236,33543.4033,218545.2176
579,ETHUSD,SHORT,"[1822.25, 1845.15]",2025-04-04 13:30 IST,2025-04-04 13:30 IST,2025-04-04 13:30 IST,1827.975,1845.15,1817.0071,0.9396,37.25,35.0,22.35,FILLED_TP,0.6386,N/A,4439150113341140.0,992184943214721.2,5431335056555861.0,218545.2176,6512.8765,42333.6974,260878.9151
580,SOLUSD,LONG,"[114.62, 116.30]",2025-04-04 15:30 IST,2025-04-04 15:30 IST,2025-04-04 15:30 IST,115.8838,114.623,116.5791,1.0879,32.17,35.0,19.3,FILLED_TP,0.5515,N/A,5431335056555861.0,1048381753009180.5,6479716809565042.0,260878.9151,6714.1428,43641.9283,304520.8433
581,BTCUSD,SHORT,"[84091.00, 84680.00]",2025-04-04 22:30 IST,2025-04-04 22:30 IST,2025-04-04 22:30 IST,84238.25,84680.0,83732.8205,0.5244,66.74,35.0,40.05,FILLED_TP,1.1442,N/A,6479716809565042.0,2594825148885158.5,9074541958450200.0,304520.8433,16259.5242,105686.9074,410207.7507
582,XRPUSD,LONG,"[2.11, 2.12]",2025-04-05 20:30 IST,2025-04-05 20:30 IST,2025-04-05 20:30 IST,2.1202,2.113,2.1329,0.3396,100.0,33.96,60.0,FILLED_TP,1.7668,N/A,9074541958450200.0,5444725175070120.0,1.451926713352032e+16,410207.7507,32816.6201,213308.0304,623515.7811
583,SOLUSD,LONG,"[113.25, 115.45]",2025-04-06 18:30 IST,2025-04-06 18:30 IST,2025-04-06 18:30 IST,114.9024,113.2477,115.5918,1.4401,24.3,35.0,14.58,FILLED_TP,0.4166,N/A,1.451926713352032e+16,2117226672719030.2,1.663649380623935e+16,623515.7811,12122.9649,78799.2718,702315.0529
584,XRPUSD,LONG,"[1.85, 1.87]",2025-04-08 21:30 IST,2025-04-08 21:30 IST,2025-04-08 21:30 IST,1.8635,1.8468,1.8747,0.8975,39.0,35.0,23.4,FILLED_TP,0.6685,N/A,1.663649380623935e+16,3892693360392896.5,2.052918716663225e+16,702315.0529,21910.8439,142420.4855,844735.5383
585,SOLUSD,SHORT,"[104.17, 106.52]",2025-04-09 09:30 IST,2025-04-09 09:30 IST,2025-04-09 09:30 IST,104.7618,106.522,104.1332,1.6802,20.83,35.0,12.5,FILLED_TP,0.3571,N/A,2.052918716663225e+16,2565780147520674.5,2.3094967314152924e+16,844735.5383,14076.9053,91499.8843,936235.4227
586,SOLUSD,LONG,"[101.26, 105.00]",2025-04-09 16:30 IST,2025-04-09 16:30 IST,2025-04-09 16:30 IST,104.0648,101.259,104.6891,2.6962,12.98,35.0,7.79,FILLED_TP,0.2225,N/A,2.3094967314152924e+16,1798834963767810.8,2.4893802277920736e+16,936235.4227,9722.9438,63199.1344,999434.5571
587,XRPUSD,SHORT,"[1.99, 2.05]",2025-04-11 06:30 IST,2025-04-11 07:30 IST,2025-04-11 07:30 IST,2.0016,2.0451,1.9896,2.1733,16.1,35.0,9.66,FILLED_TP,0.2761,N/A,2.4893802277920736e+16,2405462361906235.0,2.7299264639826972e+16,999434.5571,12876.577,83697.7504,1083132.3075
588,XRPUSD,LONG,"[1.98, 2.01]",2025-04-12 07:30 IST,2025-04-12 07:30 IST,2025-04-12 07:30 IST,2.0051,1.9834,2.0172,1.0847,32.27,35.0,19.36,FILLED_TP,0.5531,N/A,2.7299264639826972e+16,5285156461349579.0,3.258442110117655e+16,1083132.3075,27959.3549,181735.8068,1264868.1143
589,XRPUSD,LONG,"[2.13, 2.14]",2025-04-13 18:30 IST,2025-04-13 18:30 IST,2025-04-13 18:30 IST,2.1399,2.1261,2.1527,0.6449,54.27,35.0,32.56,FILLED_TP,0.9304,N/A,3.258442110117655e+16,1.061069171741001e+16,4.319511281858656e+16,1264868.1143,54918.3738,356969.4294,1621837.5437
590,SOLUSD,SHORT,"[129.44, 131.55]",2025-04-13 21:30 IST,2025-04-13 21:30 IST,2025-04-13 21:30 IST,129.9638,131.547,129.184,1.2182,28.73,35.0,17.24,FILLED_TP,0.4925,N/A,4.319511281858656e+16,7446061943161771.0,5.064117476174833e+16,1621837.5437,37276.7566,242298.9181,1864136.4618
591,SOLUSD,LONG,"[126.80, 130.12]",2025-04-14 00:30 IST,2025-04-14 00:30 IST,2025-04-14 00:30 IST,129.2877,126.8,130.0635,1.9242,18.19,35.0,10.91,FILLED_TP,0.3118,N/A,5.064117476174833e+16,5526799493050678.0,5.616797425479901e+16,1864136.4618,27126.0386,176319.2508,2040455.7126
592,SOLUSD,SHORT,"[129.44, 132.55]",2025-04-14 05:30 IST,2025-04-14 05:30 IST,2025-04-14 05:30 IST,130.2197,132.547,129.4384,1.7872,19.58,35.0,11.75,FILLED_TP,0.3357,N/A,5.616797425479901e+16,6599752179443525.0,6.2767726434242536e+16,2040455.7126,31967.2131,207786.8854,2248242.598
593,ETHUSD,LONG,"[1611.90, 1636.05]",2025-04-14 20:30 IST,2025-04-14 20:30 IST,2025-04-14 20:30 IST,1630.0125,1611.9,1639.7926,1.1112,31.5,35.0,18.9,FILLED_TP,0.54,N/A,6.2767726434242536e+16,1.1862281586596638e+16,7.463000802083917e+16,2248242.598,56651.8035,368236.7226,2616479.3206
594,BTCUSD,SHORT,"[84023.00, 85243.50]",2025-04-14 21:30 IST,2025-04-14 21:30 IST,2025-04-14 21:30 IST,84328.125,85243.5,83822.1562,1.0855,32.24,35.0,19.35,FILLED_TP,0.5527,N/A,7.463000802083917e+16,1.4437971492315052e+16,8.906797951315422e+16,2616479.3206,67491.4463,438694.401,3055173.7216
595,SOLUSD,SHORT,"[131.08, 134.75]",2025-04-15 10:30 IST,2025-04-15 10:30 IST,2025-04-15 10:30 IST,131.9965,134.746,131.2045,2.083,16.8,35.0,10.08,FILLED_TP,0.288,N/A,8.906797951315422e+16,8979446907218434.0,9.804742642037266e+16,3055173.7216,41067.913,266941.4342,3322115.1558
596,BTCUSD,LONG,"[84304.00, 84915.00]",2025-04-15 20:30 IST,2025-04-15 20:30 IST,2025-04-15 20:30 IST,84762.25,84304.0,85270.8235,0.5406,64.74,35.0,38.84,FILLED_TP,1.1098,N/A,9.804742642037266e+16,3.808513472386358e+16,1.3613256114423624e+17,3322115.1558,172057.1468,1118371.4539,4440486.6098
