label,month,trades,wins,losses,wr_pct,total_strategy_R,total_net_R,end_capital
10pct_75xcap,2025-02,16,11,5,68.75,5.882,4.097,7.126038
10pct_75xcap,2025-03,13,10,3,76.92,5.8362,4.4321,10.416325
10pct_75xcap,2025-04,14,12,2,85.71,6.7985,5.4364,17.171317
10pct_75xcap,2025-05,24,19,5,79.17,10.2847,7.5684,33.54386
10pct_75xcap,2025-06,20,11,9,55.0,2.4729,-0.5561,28.214832
10pct_75xcap,2025-07,17,9,8,52.94,4.1582,0.9674,22.494502
10pct_75xcap,2025-08,12,8,4,66.67,3.2947,1.8163,25.522083
10pct_75xcap,2025-09,21,14,7,66.67,7.8526,4.1804,36.264868
10pct_75xcap,2025-10,24,19,5,79.17,11.4105,8.5313,77.265288
10pct_75xcap,2025-11,13,9,4,69.23,1.9557,0.7012,79.099008
10pct_75xcap,2025-12,18,12,6,66.67,3.6142,1.8348,88.587293
10pct_75xcap,2026-01,16,12,4,75.0,8.5782,6.0021,147.92878
10pct_75xcap,2026-02,13,12,1,92.31,8.2098,6.8975,283.576972
10pct_75xcap,2026-03,18,15,3,83.33,8.7614,6.7919,525.826103
10pct_75xcap,2026-04,16,7,9,43.75,-1.4266,-3.7656,327.011301
10pct_75xcap,2026-05,14,10,4,71.43,6.2253,3.9875,452.697561
10pct_75xcap,2026-06,10,8,2,80.0,5.2111,4.0861,654.535991
10pct_75xcap,2026-07,25,17,8,68.0,6.9015,3.7384,854.531042
10pct_75xcap,2026-08,14,7,7,50.0,4.1161,1.7273,821.134167
10pct_100xcap,2024-06,6,3,3,50.0,-0.9041,-1.9843,7.937387
10pct_100xcap,2024-07,15,9,6,60.0,1.6728,-0.0584,7.393195
10pct_100xcap,2024-08,16,12,4,75.0,3.3984,1.9458,8.570097
10pct_100xcap,2024-09,21,14,7,66.67,1.6623,-0.2524,7.810746
10pct_100xcap,2024-10,18,8,10,44.44,-2.1409,-4.8948,4.289485
10pct_100xcap,2024-11,17,13,4,76.47,3.3541,1.9537,4.991239
10pct_100xcap,2024-12,13,9,4,69.23,2.6629,1.4207,5.455105
10pct_100xcap,2025-01,21,14,7,66.67,2.2161,0.2852,5.226864
10pct_100xcap,2025-02,16,11,5,68.75,5.882,4.097,7.126038
10pct_100xcap,2025-03,13,10,3,76.92,5.8362,4.4321,10.416325
10pct_100xcap,2025-04,14,12,2,85.71,6.7985,5.4364,17.171317
10pct_100xcap,2025-05,24,19,5,79.17,10.2847,7.5684,33.54386
10pct_100xcap,2025-06,20,11,9,55.0,2.4729,-0.5561,28.214832
10pct_100xcap,2025-07,17,9,8,52.94,4.1582,0.9674,24.598304
10pct_100xcap,2025-08,12,8,4,66.67,3.2947,1.8163,27.909041
10pct_100xcap,2025-09,21,14,7,66.67,7.8526,4.1804,37.719641
10pct_100xcap,2025-10,24,19,5,79.17,11.4105,8.5313,80.364802
10pct_100xcap,2025-11,13,9,4,69.23,1.9557,0.7012,82.272082
10pct_100xcap,2025-12,18,12,6,66.67,3.6142,1.8348,92.140991
10pct_100xcap,2026-01,16,12,4,75.0,8.5782,6.0021,153.862974
10pct_100xcap,2026-02,13,12,1,92.31,8.2098,6.8975,294.952723
10pct_100xcap,2026-03,18,15,3,83.33,8.7614,6.7919,546.91973
10pct_100xcap,2026-04,16,7,9,43.75,-1.4266,-3.7656,340.129429
10pct_100xcap,2026-05,14,10,4,71.43,6.2253,3.9875,470.85762
10pct_100xcap,2026-06,10,8,2,80.0,5.2111,4.0861,680.792842
10pct_100xcap,2026-07,25,17,8,68.0,6.9015,3.7384,888.810737
10pct_100xcap,2026-08,14,7,7,50.0,4.1161,1.7273,905.434313
