ob_id,asset,timeframe,direction,formation_bar_index,formation_timestamp,break_bar_index,break_type,structure_type,qe_top_price,qe_bottom_price,qe_width,qe_width_pct,qe_extreme_candle_idx,lux_top_price,lux_bottom_price,lux_width,lux_width_pct,lux_extreme_candle_idx,extreme_candle_matched,top_price_matched,bottom_price_matched,width_matched,mismatch_category
BTCUSD_4261_BULLISH_4249_4257,BTCUSD,1h,LONG,4249,2024-11-25T01:00:00+00:00,4257,CHOCH,internal,97871.0,96930.0,941.0,0.9708,4249,97871.0,96930.0,941.0,0.9708,4249,True,True,True,True,NO_MISMATCH
XRPUSD_4262_BULLISH_4249_4253,XRPUSD,1h,LONG,4249,2024-11-25T01:00:00+00:00,4253,CHOCH,internal,1.4022,1.3567,0.0455,3.3537,4249,1.4022,1.3567,0.0455,3.3537,4249,True,True,True,True,NO_MISMATCH
SOLUSD_4300_BULLISH_4290_4298,SOLUSD,1h,LONG,4290,2024-11-26T18:00:00+00:00,4298,CHOCH,internal,230.35,223.5,6.85,3.0649,4290,230.35,223.5,6.85,3.0649,4290,True,True,True,True,NO_MISMATCH
BTCUSD_4303_BEARISH_4289_4292,BTCUSD,1h,SHORT,4289,2024-11-26T17:00:00+00:00,4292,BOS,internal,94120.0,93496.0,624.0,0.6674,4289,94120.0,93496.0,624.0,0.6674,4289,True,True,True,True,NO_MISMATCH
SOLUSD_4309_BEARISH_4278_4282,SOLUSD,1h,SHORT,4278,2024-11-26T06:00:00+00:00,4282,BOS,internal,239.72,237.79,1.93,0.8116,4278,239.72,237.79,1.93,0.8116,4278,True,True,True,True,NO_MISMATCH
BTCUSD_4310_BEARISH_4278_4282,BTCUSD,1h,SHORT,4278,2024-11-26T06:00:00+00:00,4282,BOS,internal,95061.5,94495.5,566.0,0.599,4278,95061.5,94495.5,566.0,0.599,4278,True,True,True,True,NO_MISMATCH
XRPUSD_4338_BEARISH_4326_4335,XRPUSD,1h,SHORT,4326,2024-11-28T06:00:00+00:00,4335,CHOCH,internal,1.4937,1.4706,0.0231,1.5708,4326,1.4937,1.4706,0.0231,1.5708,4326,True,True,True,True,NO_MISMATCH
XRPUSD_4345_BEARISH_4215_4216,XRPUSD,1h,SHORT,4215,2024-11-23T15:00:00+00:00,4216,CHOCH,internal,1.5951,1.5496,0.0455,2.9362,4215,1.5951,1.5496,0.0455,2.9362,4215,True,True,True,True,NO_MISMATCH
SOLUSD_4361_BULLISH_4351_4355,SOLUSD,1h,LONG,4351,2024-11-29T07:00:00+00:00,4355,BOS,internal,241.63,237.6255,4.0045,1.6852,4351,241.63,237.6255,4.0045,1.6852,4351,True,True,True,True,NO_MISMATCH
BTCUSD_4378_BULLISH_4351_4355,BTCUSD,1h,LONG,4351,2024-11-29T07:00:00+00:00,4355,BOS,internal,96479.0,95667.5,811.5,0.8483,4351,96479.0,95667.5,811.5,0.8483,4351,True,True,True,True,NO_MISMATCH
BTCUSD_4383_BEARISH_4374_4378,BTCUSD,1h,SHORT,4374,2024-11-30T06:00:00+00:00,4378,BOS,internal,97300.0,96654.5,645.5,0.6678,4374,97300.0,96654.5,645.5,0.6678,4374,True,True,True,True,NO_MISMATCH
BTCUSD_4408_BEARISH_4364_4369,BTCUSD,1h,SHORT,4364,2024-11-29T20:00:00+00:00,4369,CHOCH,internal,97666.5,97240.0,426.5,0.4386,4364,97666.5,97240.0,426.5,0.4386,4364,True,True,True,True,NO_MISMATCH
ETHUSD_4412_BULLISH_4402_4407,ETHUSD,1h,LONG,4402,2024-12-01T10:00:00+00:00,4407,BOS,internal,3703.7,3677.5,26.2,0.7124,4402,3703.7,3677.5,26.2,0.7124,4402,True,True,True,True,NO_MISMATCH
XRPUSD_4429_BEARISH_4421_4424,XRPUSD,1h,SHORT,4421,2024-12-02T05:00:00+00:00,4424,CHOCH,internal,2.4875,2.4238,0.0637,2.6281,4421,2.4875,2.4238,0.0637,2.6281,4421,True,True,True,True,NO_MISMATCH
ETHUSD_4434_BEARISH_4432_4433,ETHUSD,1h,SHORT,4432,2024-12-02T16:00:00+00:00,4433,BOS,internal,3684.65,3620.4,64.25,1.7747,4432,3684.65,3620.4,64.25,1.7747,4432,True,True,True,True,NO_MISMATCH
BTCUSD_4455_BEARISH_4442_4450,BTCUSD,1h,SHORT,4442,2024-12-03T02:00:00+00:00,4450,BOS,internal,96375.0,95463.5,911.5,0.9548,4442,96375.0,95463.5,911.5,0.9548,4442,True,True,True,True,NO_MISMATCH
SOLUSD_4458_BEARISH_4446_4453,SOLUSD,1h,SHORT,4446,2024-12-03T06:00:00+00:00,4453,BOS,internal,231.1,226.569,4.531,1.9998,4446,231.1,226.569,4.531,1.9998,4446,True,True,True,True,NO_MISMATCH
XRPUSD_4461_BEARISH_4449_4453,XRPUSD,1h,SHORT,4449,2024-12-03T09:00:00+00:00,4453,CHOCH,internal,2.6896,2.6044,0.0852,3.2714,4449,2.6896,2.6044,0.0852,3.2714,4449,True,True,True,True,NO_MISMATCH
ETHUSD_4462_BEARISH_4446_4453,ETHUSD,1h,SHORT,4446,2024-12-03T06:00:00+00:00,4453,BOS,internal,3673.85,3629.2,44.65,1.2303,4446,3673.85,3629.2,44.65,1.2303,4446,True,True,True,True,NO_MISMATCH
BTCUSD_4476_BULLISH_4456_4469,BTCUSD,1h,LONG,4456,2024-12-03T16:00:00+00:00,4469,CHOCH,internal,96236.0,94927.0,1309.0,1.379,4456,96236.0,94927.0,1309.0,1.379,4456,True,True,True,True,NO_MISMATCH
SOLUSD_4507_BULLISH_4494_4499,SOLUSD,1h,LONG,4494,2024-12-05T06:00:00+00:00,4499,BOS,internal,235.74,231.67,4.07,1.7568,4494,235.74,231.67,4.07,1.7568,4494,True,True,True,True,NO_MISMATCH
ETHUSD_4508_BULLISH_4489_4496,ETHUSD,1h,LONG,4489,2024-12-05T01:00:00+00:00,4496,BOS,internal,3830.0,3769.75,60.25,1.5982,4489,3830.0,3769.75,60.25,1.5982,4489,True,True,True,True,NO_MISMATCH
XRPUSD_4543_BULLISH_4528_4534,XRPUSD,1h,LONG,4528,2024-12-06T16:00:00+00:00,4534,BOS,internal,2.417,2.3315,0.0855,3.6672,4528,2.417,2.3315,0.0855,3.6672,4528,True,True,True,True,NO_MISMATCH
ETHUSD_4557_BULLISH_4550_4554,ETHUSD,1h,LONG,4550,2024-12-07T14:00:00+00:00,4554,BOS,internal,4011.4,3979.05,32.35,0.813,4550,4011.4,3979.05,32.35,0.813,4550,True,True,True,True,NO_MISMATCH
BTCUSD_4558_BULLISH_4550_4554,BTCUSD,1h,LONG,4550,2024-12-07T14:00:00+00:00,4554,BOS,internal,99862.5,99101.5,761.0,0.7679,4550,99862.5,99101.5,761.0,0.7679,4550,True,True,True,True,NO_MISMATCH
SOLUSD_4562_BEARISH_4556_4558,SOLUSD,1h,SHORT,4556,2024-12-07T20:00:00+00:00,4558,CHOCH,internal,243.321,240.8,2.521,1.0469,4556,243.321,240.8,2.521,1.0469,4556,True,True,True,True,NO_MISMATCH
BTCUSD_4572_BEARISH_4562_4565,BTCUSD,1h,SHORT,4562,2024-12-08T02:00:00+00:00,4565,CHOCH,internal,100415.5,99810.5,605.0,0.6061,4562,100415.5,99810.5,605.0,0.6061,4562,True,True,True,True,NO_MISMATCH
ETHUSD_4582_BEARISH_4556_4565,ETHUSD,1h,SHORT,4556,2024-12-07T20:00:00+00:00,4565,CHOCH,internal,4027.25,4012.0,15.25,0.3801,4556,4027.25,4012.0,15.25,0.3801,4556,True,True,True,True,NO_MISMATCH
BTCUSD_4584_BULLISH_4575_4583,BTCUSD,1h,LONG,4575,2024-12-08T15:00:00+00:00,4583,BOS,internal,100036.0,99411.5,624.5,0.6282,4575,100036.0,99411.5,624.5,0.6282,4575,True,True,True,True,NO_MISMATCH
BTCUSD_4586_BULLISH_4569_4573,BTCUSD,1h,LONG,4569,2024-12-08T09:00:00+00:00,4573,CHOCH,internal,99362.5,98711.5,651.0,0.6595,4569,99362.5,98711.5,651.0,0.6595,4569,True,True,True,True,NO_MISMATCH
ETHUSD_4592_BULLISH_4524_4526,ETHUSD,1h,LONG,4524,2024-12-06T12:00:00+00:00,4526,BOS,internal,3886.0,3835.35,50.65,1.3206,4524,3886.0,3835.35,50.65,1.3206,4524,True,True,True,True,NO_MISMATCH
BTCUSD_4634_BEARISH_4622_4625,BTCUSD,1h,SHORT,4622,2024-12-10T14:00:00+00:00,4625,BOS,internal,98312.5,97155.0,1157.5,1.1914,4622,98312.5,97155.0,1157.5,1.1914,4622,True,True,True,True,NO_MISMATCH
SOLUSD_4634_BEARISH_4614_4623,SOLUSD,1h,SHORT,4614,2024-12-10T06:00:00+00:00,4623,BOS,internal,218.69,215.58,3.11,1.4426,4614,218.69,215.58,3.11,1.4426,4614,True,True,True,True,NO_MISMATCH
XRPUSD_4658_BEARISH_4655_4656,XRPUSD,1h,SHORT,4655,2024-12-11T23:00:00+00:00,4656,CHOCH,internal,2.4445,2.3915,0.053,2.2162,4655,2.4445,2.3915,0.053,2.2162,4655,True,True,True,True,NO_MISMATCH
ETHUSD_4674_BULLISH_4666_4668,ETHUSD,1h,LONG,4666,2024-12-12T10:00:00+00:00,4668,BOS,internal,3924.95,3890.4,34.55,0.8881,4666,3924.95,3890.4,34.55,0.8881,4666,True,True,True,True,NO_MISMATCH
SOLUSD_4675_BULLISH_4657_4661,SOLUSD,1h,LONG,4657,2024-12-12T01:00:00+00:00,4661,BOS,internal,227.82,225.689,2.131,0.9442,4657,227.82,225.689,2.131,0.9442,4657,True,True,True,True,NO_MISMATCH
ETHUSD_4695_BULLISH_4687_4694,ETHUSD,1h,LONG,4687,2024-12-13T07:00:00+00:00,4694,CHOCH,internal,3903.0,3870.0,33.0,0.8527,4687,3903.0,3870.0,33.0,0.8527,4687,True,True,True,True,NO_MISMATCH
SOLUSD_4705_BEARISH_4691_4695,SOLUSD,1h,SHORT,4691,2024-12-13T11:00:00+00:00,4695,BOS,internal,227.1729,225.52,1.6529,0.7329,4691,227.1729,225.52,1.6529,0.7329,4691,True,True,True,True,NO_MISMATCH
BTCUSD_4716_BULLISH_4702_4705,BTCUSD,1h,LONG,4702,2024-12-13T22:00:00+00:00,4705,CHOCH,internal,101362.5,101028.5,334.0,0.3306,4702,101362.5,101028.5,334.0,0.3306,4702,True,True,True,True,NO_MISMATCH
XRPUSD_4716_BULLISH_4704_4707,XRPUSD,1h,LONG,4704,2024-12-14T00:00:00+00:00,4707,CHOCH,internal,2.425,2.3993,0.0257,1.0711,4704,2.425,2.3993,0.0257,1.0711,4704,True,True,True,True,NO_MISMATCH
BTCUSD_4723_BEARISH_4705_4721,BTCUSD,1h,SHORT,4705,2024-12-14T01:00:00+00:00,4721,CHOCH,internal,102638.0,101261.0,1377.0,1.3599,4705,102638.0,101261.0,1377.0,1.3599,4705,True,True,True,True,NO_MISMATCH
XRPUSD_4726_BEARISH_4718_4724,XRPUSD,1h,SHORT,4718,2024-12-14T14:00:00+00:00,4724,BOS,internal,2.4178,2.3827,0.0351,1.4731,4718,2.4178,2.3827,0.0351,1.4731,4718,True,True,True,True,NO_MISMATCH
BTCUSD_4727_BEARISH_4719_4724,BTCUSD,1h,SHORT,4719,2024-12-14T15:00:00+00:00,4724,BOS,internal,101730.0,101317.0,413.0,0.4076,4719,101730.0,101317.0,413.0,0.4076,4719,True,True,True,True,NO_MISMATCH
BTCUSD_4749_BEARISH_4502_4503,BTCUSD,1h,SHORT,4502,2024-12-05T14:00:00+00:00,4503,CHOCH,internal,103652.0,102386.0,1266.0,1.2365,4502,103652.0,102386.0,1266.0,1.2365,4502,True,True,True,True,NO_MISMATCH
SOLUSD_4749_BULLISH_4735_4744,SOLUSD,1h,LONG,4735,2024-12-15T07:00:00+00:00,4744,CHOCH,internal,218.6878,215.5873,3.1005,1.4382,4735,218.6878,215.5873,3.1005,1.4382,4735,True,True,True,True,NO_MISMATCH
XRPUSD_4756_BULLISH_4750_4751,XRPUSD,1h,LONG,4750,2024-12-15T22:00:00+00:00,4751,CHOCH,internal,2.4017,2.3652,0.0365,1.5432,4750,2.4017,2.3652,0.0365,1.5432,4750,True,True,True,True,NO_MISMATCH
ETHUSD_4768_BEARISH_4759_4763,ETHUSD,1h,SHORT,4759,2024-12-16T07:00:00+00:00,4763,CHOCH,internal,3982.8,3951.5,31.3,0.7921,4759,3982.8,3951.5,31.3,0.7921,4759,True,True,True,True,NO_MISMATCH
ETHUSD_4799_BULLISH_4749_4751,ETHUSD,1h,LONG,4749,2024-12-15T21:00:00+00:00,4751,CHOCH,internal,3891.0,3842.75,48.25,1.2556,4749,3891.0,3842.75,48.25,1.2556,4749,True,True,True,True,NO_MISMATCH
XRPUSD_4814_BULLISH_4776_4783,XRPUSD,1h,LONG,4776,2024-12-17T00:00:00+00:00,4783,BOS,internal,2.49,2.44,0.05,2.0492,4776,2.49,2.44,0.05,2.0492,4776,True,True,True,True,NO_MISMATCH
ETHUSD_4865_BEARISH_4846_4856,ETHUSD,1h,SHORT,4846,2024-12-19T22:00:00+00:00,4856,BOS,internal,3464.1,3403.7,60.4,1.7745,4846,3464.1,3403.7,60.4,1.7745,4846,True,True,True,True,NO_MISMATCH
XRPUSD_4867_BEARISH_4850_4857,XRPUSD,1h,SHORT,4850,2024-12-20T02:00:00+00:00,4857,BOS,internal,2.3551,2.2728,0.0823,3.6211,4850,2.3551,2.2728,0.0823,3.6211,4850,True,True,True,True,NO_MISMATCH
BTCUSD_4870_BEARISH_4855_4856,BTCUSD,1h,SHORT,4855,2024-12-20T07:00:00+00:00,4856,BOS,internal,98240.0,97260.5,979.5,1.0071,4855,98240.0,97260.5,979.5,1.0071,4855,True,True,True,True,NO_MISMATCH
SOLUSD_4871_BEARISH_4850_4856,SOLUSD,1h,SHORT,4850,2024-12-20T02:00:00+00:00,4856,BOS,internal,199.55,193.869,5.681,2.9303,4850,199.55,193.869,5.681,2.9303,4850,True,True,True,True,NO_MISMATCH
ETHUSD_4883_BULLISH_4869_4878,ETHUSD,1h,LONG,4869,2024-12-20T21:00:00+00:00,4878,BOS,internal,3448.5,3392.2,56.3,1.6597,4869,3448.5,3392.2,56.3,1.6597,4869,True,True,True,True,NO_MISMATCH
XRPUSD_4884_BULLISH_4869_4877,XRPUSD,1h,LONG,4869,2024-12-20T21:00:00+00:00,4877,CHOCH,internal,2.2595,2.2071,0.0524,2.3742,4869,2.2595,2.2071,0.0524,2.3742,4869,True,True,True,True,NO_MISMATCH
SOLUSD_4910_BULLISH_4901_4903,SOLUSD,1h,LONG,4901,2024-12-22T05:00:00+00:00,4903,CHOCH,internal,180.74,177.8,2.94,1.6535,4901,180.74,177.8,2.94,1.6535,4901,True,True,True,True,NO_MISMATCH
XRPUSD_4910_BULLISH_4901_4905,XRPUSD,1h,LONG,4901,2024-12-22T05:00:00+00:00,4905,BOS,internal,2.2164,2.1761,0.0403,1.8519,4901,2.2164,2.1761,0.0403,1.8519,4901,True,True,True,True,NO_MISMATCH
XRPUSD_4936_BEARISH_4929_4935,XRPUSD,1h,SHORT,4929,2024-12-23T09:00:00+00:00,4935,BOS,internal,2.224,2.1954,0.0286,1.3027,4929,2.224,2.1954,0.0286,1.3027,4929,True,True,True,True,NO_MISMATCH
ETHUSD_4938_BULLISH_4926_4936,ETHUSD,1h,LONG,4926,2024-12-23T06:00:00+00:00,4936,CHOCH,internal,3320.35,3258.5,61.85,1.8981,4926,3320.35,3258.5,61.85,1.8981,4926,True,True,True,True,NO_MISMATCH
XRPUSD_4940_BEARISH_4905_4921,XRPUSD,1h,SHORT,4905,2024-12-22T09:00:00+00:00,4921,CHOCH,internal,2.2928,2.2374,0.0554,2.4761,4905,2.2928,2.2374,0.0554,2.4761,4905,True,True,True,True,NO_MISMATCH
BTCUSD_4957_BEARISH_4931_4934,BTCUSD,1h,SHORT,4931,2024-12-23T11:00:00+00:00,4934,BOS,internal,96500.0,95775.0,725.0,0.757,4931,96500.0,95775.0,725.0,0.757,4931,True,True,True,True,NO_MISMATCH
BTCUSD_4966_BEARISH_4879_4884,BTCUSD,1h,SHORT,4879,2024-12-21T07:00:00+00:00,4884,CHOCH,internal,99485.0,98446.0,1039.0,1.0554,4879,99485.0,98446.0,1039.0,1.0554,4879,True,True,True,True,NO_MISMATCH
ETHUSD_4979_BULLISH_4970_4978,ETHUSD,1h,LONG,4970,2024-12-25T02:00:00+00:00,4978,BOS,internal,3490.65,3456.25,34.4,0.9953,4970,3490.65,3456.25,34.4,0.9953,4970,True,True,True,True,NO_MISMATCH
ETHUSD_4991_BEARISH_4978_4984,ETHUSD,1h,SHORT,4978,2024-12-25T10:00:00+00:00,4984,CHOCH,internal,3546.6,3490.3,56.3,1.613,4978,3546.6,3490.3,56.3,1.613,4978,True,True,True,True,NO_MISMATCH
BTCUSD_4996_BULLISH_4980_4991,BTCUSD,1h,LONG,4980,2024-12-25T12:00:00+00:00,4991,BOS,internal,98624.5,97589.0,1035.5,1.0611,4980,98624.5,97589.0,1035.5,1.0611,4980,True,True,True,True,NO_MISMATCH
SOLUSD_4996_BULLISH_4964_4969,SOLUSD,1h,LONG,4964,2024-12-24T20:00:00+00:00,4969,BOS,internal,195.411,193.25,2.161,1.1182,4964,195.411,193.25,2.161,1.1182,4964,True,True,True,True,NO_MISMATCH
XRPUSD_5029_BULLISH_5023_5025,XRPUSD,1h,LONG,5023,2024-12-27T07:00:00+00:00,5025,CHOCH,internal,2.1862,2.1268,0.0594,2.7929,5023,2.1862,2.1268,0.0594,2.7929,5023,True,True,True,True,NO_MISMATCH
BTCUSD_5030_BULLISH_5024_5025,BTCUSD,1h,LONG,5024,2024-12-27T08:00:00+00:00,5025,CHOCH,internal,96378.5,95076.0,1302.5,1.37,5024,96378.5,95076.0,1302.5,1.37,5024,True,True,True,True,NO_MISMATCH
BTCUSD_5032_BULLISH_4951_4957,BTCUSD,1h,LONG,4951,2024-12-24T07:00:00+00:00,4957,CHOCH,internal,94280.5,93777.0,503.5,0.5369,4951,94280.5,93777.0,503.5,0.5369,4951,True,True,True,True,NO_MISMATCH
SOLUSD_5037_BULLISH_4935_4939,SOLUSD,1h,LONG,4935,2024-12-23T15:00:00+00:00,4939,BOS,internal,185.62,180.669,4.951,2.7404,4935,185.62,180.669,4.951,2.7404,4935,True,True,True,True,NO_MISMATCH
SOLUSD_5078_BULLISH_5066_5070,SOLUSD,1h,LONG,5066,2024-12-29T02:00:00+00:00,5070,BOS,internal,194.201,192.348,1.853,0.9634,5066,194.201,192.348,1.853,0.9634,5066,True,True,True,True,NO_MISMATCH
XRPUSD_5081_BULLISH_5039_5056,XRPUSD,1h,LONG,5039,2024-12-27T23:00:00+00:00,5056,BOS,internal,2.1479,2.1329,0.015,0.7033,5039,2.1479,2.1329,0.015,0.7033,5039,True,True,True,True,NO_MISMATCH
SOLUSD_5089_BEARISH_5078_5084,SOLUSD,1h,SHORT,5078,2024-12-29T14:00:00+00:00,5084,CHOCH,internal,197.6,192.83,4.77,2.4737,5078,197.6,192.83,4.77,2.4737,5078,True,True,True,True,NO_MISMATCH
BTCUSD_5105_BEARISH_5100_5101,BTCUSD,1h,SHORT,5100,2024-12-30T12:00:00+00:00,5101,BOS,internal,94252.0,93674.5,577.5,0.6165,5100,94252.0,93674.5,577.5,0.6165,5100,True,True,True,True,NO_MISMATCH
XRPUSD_5105_BEARISH_5100_5101,XRPUSD,1h,SHORT,5100,2024-12-30T12:00:00+00:00,5101,BOS,internal,2.095,2.0711,0.0239,1.154,5100,2.095,2.0711,0.0239,1.154,5100,True,True,True,True,NO_MISMATCH
SOLUSD_5106_BEARISH_5100_5101,SOLUSD,1h,SHORT,5100,2024-12-30T12:00:00+00:00,5101,BOS,internal,194.76,192.79,1.97,1.0218,5100,194.76,192.79,1.97,1.0218,5100,True,True,True,True,NO_MISMATCH
XRPUSD_5107_BEARISH_5089_5093,XRPUSD,1h,SHORT,5089,2024-12-30T01:00:00+00:00,5093,BOS,internal,2.1514,2.097,0.0544,2.5942,5089,2.1514,2.097,0.0544,2.5942,5089,True,True,True,True,NO_MISMATCH
BTCUSD_5109_BULLISH_5103_5106,BTCUSD,1h,LONG,5103,2024-12-30T15:00:00+00:00,5106,CHOCH,internal,92444.5,91509.0,935.5,1.0223,5103,92444.5,91509.0,935.5,1.0223,5103,True,True,True,True,NO_MISMATCH
XRPUSD_5112_BULLISH_5103_5107,XRPUSD,1h,LONG,5103,2024-12-30T15:00:00+00:00,5107,CHOCH,internal,2.0354,1.9967,0.0387,1.9382,5103,2.0354,1.9967,0.0387,1.9382,5103,True,True,True,True,NO_MISMATCH
ETHUSD_5134_BULLISH_5113_5125,ETHUSD,1h,LONG,5113,2024-12-31T01:00:00+00:00,5125,CHOCH,internal,3343.55,3314.0,29.55,0.8917,5113,3343.55,3314.0,29.55,0.8917,5113,True,True,True,True,NO_MISMATCH
SOLUSD_5135_BULLISH_5117_5126,SOLUSD,1h,LONG,5117,2024-12-31T05:00:00+00:00,5126,BOS,internal,189.48,187.9436,1.5364,0.8175,5117,189.48,187.9436,1.5364,0.8175,5117,True,True,True,True,NO_MISMATCH
BTCUSD_5148_BEARISH_5136_5146,BTCUSD,1h,SHORT,5136,2025-01-01T00:00:00+00:00,5146,CHOCH,internal,94449.0,93460.0,989.0,1.0582,5136,94449.0,93460.0,989.0,1.0582,5136,True,True,True,True,NO_MISMATCH
ETHUSD_5148_BEARISH_5138_5146,ETHUSD,1h,SHORT,5138,2025-01-01T02:00:00+00:00,5146,CHOCH,internal,3368.05,3345.25,22.8,0.6816,5138,3368.05,3345.25,22.8,0.6816,5138,True,True,True,True,NO_MISMATCH
XRPUSD_5212_BULLISH_5208_5210,XRPUSD,1h,LONG,5208,2025-01-04T00:00:00+00:00,5210,BOS,internal,2.4659,2.4273,0.0386,1.5902,5208,2.4659,2.4273,0.0386,1.5902,5208,True,True,True,True,NO_MISMATCH
SOLUSD_5219_BEARISH_5210_5216,SOLUSD,1h,SHORT,5210,2025-01-04T02:00:00+00:00,5216,CHOCH,internal,218.03,216.12,1.91,0.8838,5210,218.03,216.12,1.91,0.8838,5210,True,True,True,True,NO_MISMATCH
BTCUSD_5233_BULLISH_5223_5228,BTCUSD,1h,LONG,5223,2025-01-04T15:00:00+00:00,5228,CHOCH,internal,98120.0,97477.5,642.5,0.6591,5223,98120.0,97477.5,642.5,0.6591,5223,True,True,True,True,NO_MISMATCH
XRPUSD_5257_BEARISH_5229_5232,XRPUSD,1h,SHORT,5229,2025-01-04T21:00:00+00:00,5232,BOS,internal,2.4419,2.4188,0.0231,0.955,5229,2.4419,2.4188,0.0231,0.955,5229,True,True,True,True,NO_MISMATCH
ETHUSD_5263_BULLISH_5257_5258,ETHUSD,1h,LONG,5257,2025-01-06T01:00:00+00:00,5258,BOS,internal,3654.95,3609.05,45.9,1.2718,5257,3654.95,3609.05,45.9,1.2718,5257,True,True,True,True,NO_MISMATCH
BTCUSD_5264_BEARISH_4992_5000,BTCUSD,1h,SHORT,4992,2024-12-26T00:00:00+00:00,5000,CHOCH,internal,99949.5,98900.0,1049.5,1.0612,4992,99949.5,98900.0,1049.5,1.0612,4992,True,True,True,True,NO_MISMATCH
BTCUSD_5276_BEARISH_4834_4843,BTCUSD,1h,SHORT,4834,2024-12-19T10:00:00+00:00,4843,BOS,internal,102587.5,101712.5,875.0,0.8603,4834,102587.5,101712.5,875.0,0.8603,4834,True,True,True,True,NO_MISMATCH
XRPUSD_5285_BEARISH_5275_5280,XRPUSD,1h,SHORT,5275,2025-01-06T19:00:00+00:00,5280,CHOCH,internal,2.4338,2.4201,0.0137,0.5661,5275,2.4338,2.4201,0.0137,0.5661,5275,True,True,True,True,NO_MISMATCH
ETHUSD_5291_BULLISH_5269_5271,ETHUSD,1h,LONG,5269,2025-01-06T13:00:00+00:00,5271,BOS,internal,3652.0,3622.9,29.1,0.8032,5269,3652.0,3622.9,29.1,0.8032,5269,True,True,True,True,NO_MISMATCH
XRPUSD_5292_BULLISH_5282_5286,XRPUSD,1h,LONG,5282,2025-01-07T02:00:00+00:00,5286,CHOCH,internal,2.4151,2.3921,0.023,0.9615,5282,2.4151,2.3921,0.023,0.9615,5282,True,True,True,True,NO_MISMATCH
BTCUSD_5295_BULLISH_5246_5254,BTCUSD,1h,LONG,5246,2025-01-05T14:00:00+00:00,5254,CHOCH,internal,97933.0,97029.0,904.0,0.9317,5246,97933.0,97029.0,904.0,0.9317,5246,True,True,True,True,NO_MISMATCH
BTCUSD_5326_BEARISH_5318_5321,BTCUSD,1h,SHORT,5318,2025-01-08T14:00:00+00:00,5321,BOS,internal,95845.0,94854.0,991.0,1.0448,5318,95845.0,94854.0,991.0,1.0448,5318,True,True,True,True,NO_MISMATCH
ETHUSD_5326_BEARISH_5319_5321,ETHUSD,1h,SHORT,5319,2025-01-08T15:00:00+00:00,5321,BOS,internal,3384.95,3331.25,53.7,1.612,5319,3384.95,3331.25,53.7,1.612,5319,True,True,True,True,NO_MISMATCH
SOLUSD_5326_BEARISH_5319_5321,SOLUSD,1h,SHORT,5319,2025-01-08T15:00:00+00:00,5321,BOS,internal,199.473,196.19,3.283,1.6734,5319,199.473,196.19,3.283,1.6734,5319,True,True,True,True,NO_MISMATCH
XRPUSD_5335_BULLISH_5320_5326,XRPUSD,1h,LONG,5320,2025-01-08T16:00:00+00:00,5326,CHOCH,internal,2.3148,2.2732,0.0416,1.83,5320,2.3148,2.2732,0.0416,1.83,5320,True,True,True,True,NO_MISMATCH
SOLUSD_5358_BEARISH_5344_5348,SOLUSD,1h,SHORT,5344,2025-01-09T16:00:00+00:00,5348,BOS,internal,192.68,190.539,2.141,1.1237,5344,192.68,190.539,2.141,1.1237,5344,True,True,True,True,NO_MISMATCH
BTCUSD_5362_BEARISH_5329_5341,BTCUSD,1h,SHORT,5329,2025-01-09T01:00:00+00:00,5341,BOS,internal,95359.0,94930.5,428.5,0.4514,5329,95359.0,94930.5,428.5,0.4514,5329,True,True,True,True,NO_MISMATCH
BTCUSD_5400_BULLISH_5393_5397,BTCUSD,1h,LONG,5393,2025-01-11T17:00:00+00:00,5397,BOS,internal,94415.0,93945.0,470.0,0.5003,5393,94415.0,93945.0,470.0,0.5003,5393,True,True,True,True,NO_MISMATCH
XRPUSD_5417_BEARISH_5405_5409,XRPUSD,1h,SHORT,5405,2025-01-12T05:00:00+00:00,5409,CHOCH,internal,2.5555,2.5372,0.0183,0.7213,5405,2.5555,2.5372,0.0183,0.7213,5405,True,True,True,True,NO_MISMATCH
BTCUSD_5422_BULLISH_5409_5414,BTCUSD,1h,LONG,5409,2025-01-12T09:00:00+00:00,5414,CHOCH,internal,94199.5,93661.0,538.5,0.5749,5409,94199.5,93661.0,538.5,0.5749,5409,True,True,True,True,NO_MISMATCH
ETHUSD_5425_BULLISH_5422_5424,ETHUSD,1h,LONG,5422,2025-01-12T22:00:00+00:00,5424,CHOCH,internal,3267.3,3232.85,34.45,1.0656,5422,3267.3,3232.85,34.45,1.0656,5422,True,True,True,True,NO_MISMATCH
ETHUSD_5430_BULLISH_4859_4867,ETHUSD,1h,LONG,4859,2024-12-20T11:00:00+00:00,4867,CHOCH,internal,3217.05,3101.55,115.5,3.7239,4859,3217.05,3101.55,115.5,3.7239,4859,True,True,True,True,NO_MISMATCH
BTCUSD_5445_BEARISH_5428_5430,BTCUSD,1h,SHORT,5428,2025-01-13T04:00:00+00:00,5430,CHOCH,internal,94878.0,94145.5,732.5,0.7781,5428,94878.0,94145.5,732.5,0.7781,5428,True,True,True,True,NO_MISMATCH
XRPUSD_5446_BEARISH_5424_5430,XRPUSD,1h,SHORT,5424,2025-01-13T00:00:00+00:00,5430,BOS,internal,2.5627,2.4975,0.0652,2.6106,5424,2.5627,2.4975,0.0652,2.6106,5424,True,True,True,True,NO_MISMATCH
