ob_id,asset,timeframe,direction,formation_bar_index,formation_timestamp,break_bar_index,break_type,structure_type,qe_top_price,qe_bottom_price,qe_width,qe_width_pct,qe_extreme_candle_idx,lux_top_price,lux_bottom_price,lux_width,lux_width_pct,lux_extreme_candle_idx,extreme_candle_matched,top_price_matched,bottom_price_matched,width_matched,mismatch_category
XRPUSD_11348_BULLISH_11336_11347,XRPUSD,1h,LONG,11336,2025-09-16T08:00:00+00:00,11347,CHOCH,internal,3.0484,3.0026,0.0458,1.5253,11336,3.0484,3.0026,0.0458,1.5253,11336,True,True,True,True,NO_MISMATCH
SOLUSD_11362_BULLISH_11342_11343,SOLUSD,1h,LONG,11342,2025-09-16T14:00:00+00:00,11343,CHOCH,internal,234.3076,231.226,3.0816,1.3327,11342,234.3076,231.226,3.0816,1.3327,11342,True,True,True,True,NO_MISMATCH
BTCUSD_11369_BULLISH_11341_11344,BTCUSD,1h,LONG,11341,2025-09-16T13:00:00+00:00,11344,BOS,internal,115523.0,114678.0,845.0,0.7368,11341,115523.0,114678.0,845.0,0.7368,11341,True,True,True,True,NO_MISMATCH
SOLUSD_11374_BEARISH_11297_11303,SOLUSD,1h,SHORT,11297,2025-09-14T17:00:00+00:00,11303,BOS,internal,248.4,244.468,3.932,1.6084,11297,248.4,244.468,3.932,1.6084,11297,True,True,True,True,NO_MISMATCH
ETHUSD_11395_BULLISH_11389_11392,ETHUSD,1h,LONG,11389,2025-09-18T13:00:00+00:00,11392,BOS,internal,4603.65,4557.05,46.6,1.0226,11389,4603.65,4557.05,46.6,1.0226,11389,True,True,True,True,NO_MISMATCH
XRPUSD_11398_BULLISH_11382_11385,XRPUSD,1h,LONG,11382,2025-09-18T06:00:00+00:00,11385,BOS,internal,3.0817,3.0551,0.0266,0.8707,11382,3.0817,3.0551,0.0266,0.8707,11382,True,True,True,True,NO_MISMATCH
SOLUSD_11403_BULLISH_11382_11391,SOLUSD,1h,LONG,11382,2025-09-18T06:00:00+00:00,11391,BOS,internal,245.029,242.558,2.471,1.0187,11382,245.029,242.558,2.471,1.0187,11382,True,True,True,True,NO_MISMATCH
BTCUSD_11416_BULLISH_11373_11379,BTCUSD,1h,LONG,11373,2025-09-17T21:00:00+00:00,11379,BOS,internal,116090.0,115268.5,821.5,0.7127,11373,116090.0,115268.5,821.5,0.7127,11373,True,True,True,True,NO_MISMATCH
ETHUSD_11432_BULLISH_11423_11431,ETHUSD,1h,LONG,11423,2025-09-19T23:00:00+00:00,11431,CHOCH,internal,4468.25,4444.8,23.45,0.5276,11423,4468.25,4444.8,23.45,0.5276,11423,True,True,True,True,NO_MISMATCH
BTCUSD_11442_BULLISH_11433_11440,BTCUSD,1h,LONG,11433,2025-09-20T09:00:00+00:00,11440,BOS,internal,115756.0,115616.5,139.5,0.1207,11433,115756.0,115616.5,139.5,0.1207,11433,True,True,True,True,NO_MISMATCH
BTCUSD_11449_BULLISH_11428_11431,BTCUSD,1h,LONG,11428,2025-09-20T04:00:00+00:00,11431,CHOCH,internal,115539.5,115354.5,185.0,0.1604,11428,115539.5,115354.5,185.0,0.1604,11428,True,True,True,True,NO_MISMATCH
XRPUSD_11452_BEARISH_11431_11442,XRPUSD,1h,SHORT,11431,2025-09-20T07:00:00+00:00,11442,BOS,internal,3.0079,2.9974,0.0105,0.3503,11431,3.0079,2.9974,0.0105,0.3503,11431,True,True,True,True,NO_MISMATCH
SOLUSD_11456_BULLISH_11443_11451,SOLUSD,1h,LONG,11443,2025-09-20T19:00:00+00:00,11451,BOS,internal,238.989,237.8856,1.1034,0.4638,11443,238.989,237.8856,1.1034,0.4638,11443,True,True,True,True,NO_MISMATCH
BTCUSD_11465_BEARISH_11460_11464,BTCUSD,1h,SHORT,11460,2025-09-21T12:00:00+00:00,11464,BOS,internal,115716.0,115573.0,143.0,0.1237,11460,115716.0,115573.0,143.0,0.1237,11460,True,True,True,True,NO_MISMATCH
ETHUSD_11469_BULLISH_11457_11466,ETHUSD,1h,LONG,11457,2025-09-21T09:00:00+00:00,11466,BOS,internal,4473.0,4441.0,32.0,0.7206,11457,4473.0,4441.0,32.0,0.7206,11457,True,True,True,True,NO_MISMATCH
ETHUSD_11474_BULLISH_11104_11232,ETHUSD,1h,LONG,11104,2025-09-06T16:00:00+00:00,11232,CHOCH,internal,4303.95,4235.1,68.85,1.6257,11104,4303.95,4235.1,68.85,1.6257,11104,True,True,True,True,NO_MISMATCH
BTCUSD_11492_BEARISH_11486_11491,BTCUSD,1h,SHORT,11486,2025-09-22T14:00:00+00:00,11491,BOS,internal,113412.0,112719.0,693.0,0.6148,11486,113412.0,112719.0,693.0,0.6148,11486,True,True,True,True,NO_MISMATCH
ETHUSD_11493_BEARISH_11486_11491,ETHUSD,1h,SHORT,11486,2025-09-22T14:00:00+00:00,11491,BOS,internal,4218.3,4181.5,36.8,0.8801,11486,4218.3,4181.5,36.8,0.8801,11486,True,True,True,True,NO_MISMATCH
BTCUSD_11501_BEARISH_11493_11498,BTCUSD,1h,SHORT,11493,2025-09-22T21:00:00+00:00,11498,BOS,internal,112934.5,112554.0,380.5,0.3381,11493,112934.5,112554.0,380.5,0.3381,11493,True,True,True,True,NO_MISMATCH
SOLUSD_11504_BEARISH_11496_11498,SOLUSD,1h,SHORT,11496,2025-09-23T00:00:00+00:00,11498,BOS,internal,221.325,219.363,1.962,0.8944,11496,221.325,219.363,1.962,0.8944,11496,True,True,True,True,NO_MISMATCH
BTCUSD_11513_BULLISH_11500_11503,BTCUSD,1h,LONG,11500,2025-09-23T04:00:00+00:00,11503,CHOCH,internal,112438.5,111815.5,623.0,0.5572,11500,112438.5,111815.5,623.0,0.5572,11500,True,True,True,True,NO_MISMATCH
ETHUSD_11558_BEARISH_11553_11557,ETHUSD,1h,SHORT,11553,2025-09-25T09:00:00+00:00,11557,BOS,internal,4052.5,4011.8,40.7,1.0145,11553,4052.5,4011.8,40.7,1.0145,11553,True,True,True,True,NO_MISMATCH
ETHUSD_11578_BULLISH_11567_11569,ETHUSD,1h,LONG,11567,2025-09-25T23:00:00+00:00,11569,CHOCH,internal,3905.0,3848.75,56.25,1.4615,11567,3905.0,3848.75,56.25,1.4615,11567,True,True,True,True,NO_MISMATCH
XRPUSD_11580_BEARISH_11570_11578,XRPUSD,1h,SHORT,11570,2025-09-26T02:00:00+00:00,11578,BOS,internal,2.7778,2.7483,0.0295,1.0734,11570,2.7778,2.7483,0.0295,1.0734,11570,True,True,True,True,NO_MISMATCH
SOLUSD_11584_BEARISH_11563_11567,SOLUSD,1h,SHORT,11563,2025-09-25T19:00:00+00:00,11567,BOS,internal,200.8519,197.33,3.5219,1.7848,11563,200.8519,197.33,3.5219,1.7848,11563,True,True,True,True,NO_MISMATCH
BTCUSD_11587_BULLISH_11579_11585,BTCUSD,1h,LONG,11579,2025-09-26T11:00:00+00:00,11585,CHOCH,internal,109169.0,108576.5,592.5,0.5457,11579,109169.0,108576.5,592.5,0.5457,11579,True,True,True,True,NO_MISMATCH
SOLUSD_11616_BULLISH_11609_11613,SOLUSD,1h,LONG,11609,2025-09-27T17:00:00+00:00,11613,BOS,internal,202.901,200.8,2.101,1.0463,11609,202.901,200.8,2.101,1.0463,11609,True,True,True,True,NO_MISMATCH
BTCUSD_11617_BULLISH_11607_11614,BTCUSD,1h,LONG,11607,2025-09-27T15:00:00+00:00,11614,BOS,internal,109396.0,109155.5,240.5,0.2203,11607,109396.0,109155.5,240.5,0.2203,11607,True,True,True,True,NO_MISMATCH
XRPUSD_11619_BULLISH_11609_11612,XRPUSD,1h,LONG,11609,2025-09-27T17:00:00+00:00,11612,BOS,internal,2.7838,2.7614,0.0224,0.8112,11609,2.7838,2.7614,0.0224,0.8112,11609,True,True,True,True,NO_MISMATCH
SOLUSD_11631_BEARISH_11614_11625,SOLUSD,1h,SHORT,11614,2025-09-27T22:00:00+00:00,11625,CHOCH,internal,204.871,203.35,1.521,0.748,11614,204.871,203.35,1.521,0.748,11614,True,True,True,True,NO_MISMATCH
XRPUSD_11656_BULLISH_11653_11654,XRPUSD,1h,LONG,11653,2025-09-29T13:00:00+00:00,11654,BOS,internal,2.8853,2.8445,0.0408,1.4343,11653,2.8853,2.8445,0.0408,1.4343,11653,True,True,True,True,NO_MISMATCH
ETHUSD_11658_BEARISH_11534_11547,ETHUSD,1h,SHORT,11534,2025-09-24T14:00:00+00:00,11547,BOS,internal,4205.85,4148.6,57.25,1.38,11534,4205.85,4148.6,57.25,1.38,11534,True,True,True,True,NO_MISMATCH
SOLUSD_11672_BULLISH_11652_11654,SOLUSD,1h,LONG,11652,2025-09-29T12:00:00+00:00,11654,BOS,internal,207.942,205.121,2.821,1.3753,11652,207.942,205.121,2.821,1.3753,11652,True,True,True,True,NO_MISMATCH
ETHUSD_11673_BULLISH_11657_11660,ETHUSD,1h,LONG,11657,2025-09-29T17:00:00+00:00,11660,BOS,internal,4157.75,4126.3,31.45,0.7622,11657,4157.75,4126.3,31.45,0.7622,11657,True,True,True,True,NO_MISMATCH
ETHUSD_11680_BULLISH_11647_11653,ETHUSD,1h,LONG,11647,2025-09-29T07:00:00+00:00,11653,BOS,internal,4112.15,4087.05,25.1,0.6141,11647,4112.15,4087.05,25.1,0.6141,11647,True,True,True,True,NO_MISMATCH
ETHUSD_11684_BEARISH_11664_11679,ETHUSD,1h,SHORT,11664,2025-09-30T00:00:00+00:00,11679,CHOCH,internal,4244.1,4192.95,51.15,1.2199,11664,4244.1,4192.95,51.15,1.2199,11664,True,True,True,True,NO_MISMATCH
SOLUSD_11706_BEARISH_11512_11523,SOLUSD,1h,SHORT,11512,2025-09-23T16:00:00+00:00,11523,BOS,internal,221.684,217.753,3.931,1.8053,11512,221.684,217.753,3.931,1.8053,11512,True,True,True,True,NO_MISMATCH
ETHUSD_11709_BULLISH_11698_11707,ETHUSD,1h,LONG,11698,2025-10-01T10:00:00+00:00,11707,BOS,internal,4311.8,4278.0,33.8,0.7901,11698,4311.8,4278.0,33.8,0.7901,11698,True,True,True,True,NO_MISMATCH
ETHUSD_11712_BULLISH_11709_11711,ETHUSD,1h,LONG,11709,2025-10-01T21:00:00+00:00,11711,BOS,internal,4334.25,4285.9,48.35,1.1281,11709,4334.25,4285.9,48.35,1.1281,11709,True,True,True,True,NO_MISMATCH
SOLUSD_11726_BULLISH_11719_11724,SOLUSD,1h,LONG,11719,2025-10-02T07:00:00+00:00,11724,BOS,internal,225.135,222.3561,2.7789,1.2498,11719,225.135,222.3561,2.7789,1.2498,11719,True,True,True,True,NO_MISMATCH
SOLUSD_11753_BULLISH_11750_11751,SOLUSD,1h,LONG,11750,2025-10-03T14:00:00+00:00,11751,BOS,internal,230.9734,227.106,3.8674,1.7029,11750,230.9734,227.106,3.8674,1.7029,11750,True,True,True,True,NO_MISMATCH
XRPUSD_11753_BULLISH_11750_11751,XRPUSD,1h,LONG,11750,2025-10-03T14:00:00+00:00,11751,BOS,internal,3.047,3.0066,0.0404,1.3437,11750,3.047,3.0066,0.0404,1.3437,11750,True,True,True,True,NO_MISMATCH
ETHUSD_11810_BEARISH_11795_11801,ETHUSD,1h,SHORT,11795,2025-10-05T11:00:00+00:00,11801,CHOCH,internal,4555.95,4534.65,21.3,0.4697,11795,4555.95,4534.65,21.3,0.4697,11795,True,True,True,True,NO_MISMATCH
ETHUSD_11815_BULLISH_11808_11814,ETHUSD,1h,LONG,11808,2025-10-06T00:00:00+00:00,11814,CHOCH,internal,4552.7,4487.0,65.7,1.4642,11808,4552.7,4487.0,65.7,1.4642,11808,True,True,True,True,NO_MISMATCH
SOLUSD_11828_BULLISH_11815_11823,SOLUSD,1h,LONG,11815,2025-10-06T07:00:00+00:00,11823,BOS,internal,234.197,230.551,3.646,1.5814,11815,234.197,230.551,3.646,1.5814,11815,True,True,True,True,NO_MISMATCH
BTCUSD_11845_BULLISH_11815_11820,BTCUSD,1h,LONG,11815,2025-10-06T07:00:00+00:00,11820,BOS,internal,123998.0,123229.5,768.5,0.6236,11815,123998.0,123229.5,768.5,0.6236,11815,True,True,True,True,NO_MISMATCH
ETHUSD_11850_BULLISH_11776_11786,ETHUSD,1h,LONG,11776,2025-10-04T16:00:00+00:00,11786,CHOCH,internal,4467.0,4439.05,27.95,0.6296,11776,4467.0,4439.05,27.95,0.6296,11776,True,True,True,True,NO_MISMATCH
XRPUSD_11860_BEARISH_11852_11859,XRPUSD,1h,SHORT,11852,2025-10-07T20:00:00+00:00,11859,BOS,internal,2.8802,2.8534,0.0268,0.9392,11852,2.8802,2.8534,0.0268,0.9392,11852,True,True,True,True,NO_MISMATCH
XRPUSD_11881_BULLISH_11860_11872,XRPUSD,1h,LONG,11860,2025-10-08T04:00:00+00:00,11872,CHOCH,internal,2.8635,2.8291,0.0344,1.2159,11860,2.8635,2.8291,0.0344,1.2159,11860,True,True,True,True,NO_MISMATCH
XRPUSD_11882_BULLISH_11691_11696,XRPUSD,1h,LONG,11691,2025-10-01T03:00:00+00:00,11696,CHOCH,internal,2.8413,2.8128,0.0285,1.0132,11691,2.8413,2.8128,0.0285,1.0132,11691,True,True,True,True,NO_MISMATCH
XRPUSD_11909_BEARISH_11892_11896,XRPUSD,1h,SHORT,11892,2025-10-09T12:00:00+00:00,11896,BOS,internal,2.8394,2.8217,0.0177,0.6273,11892,2.8394,2.8217,0.0177,0.6273,11892,True,True,True,True,NO_MISMATCH
SOLUSD_11918_BULLISH_11912_11917,SOLUSD,1h,LONG,11912,2025-10-10T08:00:00+00:00,11917,CHOCH,internal,219.9965,217.283,2.7135,1.2488,11912,219.9965,217.283,2.7135,1.2488,11912,True,True,True,True,NO_MISMATCH
SOLUSD_11922_BULLISH_11692_11696,SOLUSD,1h,LONG,11692,2025-10-01T04:00:00+00:00,11696,BOS,internal,209.471,206.31,3.161,1.5322,11692,209.471,206.31,3.161,1.5322,11692,True,True,True,True,NO_MISMATCH
BTCUSD_11938_BEARISH_11932_11935,BTCUSD,1h,SHORT,11932,2025-10-11T04:00:00+00:00,11935,BOS,internal,112943.5,111651.5,1292.0,1.1572,11932,112943.5,111651.5,1292.0,1.1572,11932,True,True,True,True,NO_MISMATCH
XRPUSD_11940_BULLISH_11933_11936,XRPUSD,1h,LONG,11933,2025-10-11T05:00:00+00:00,11936,CHOCH,internal,2.4468,2.3873,0.0595,2.4924,11933,2.4468,2.3873,0.0595,2.4924,11933,True,True,True,True,NO_MISMATCH
ETHUSD_11958_BEARISH_11943_11947,ETHUSD,1h,SHORT,11943,2025-10-11T15:00:00+00:00,11947,BOS,internal,3854.25,3812.6,41.65,1.0924,11943,3854.25,3812.6,41.65,1.0924,11943,True,True,True,True,NO_MISMATCH
SOLUSD_11958_BEARISH_11943_11947,SOLUSD,1h,SHORT,11943,2025-10-11T15:00:00+00:00,11947,BOS,internal,184.889,182.327,2.562,1.4052,11943,184.889,182.327,2.562,1.4052,11943,True,True,True,True,NO_MISMATCH
BTCUSD_11989_BEARISH_11983_11987,BTCUSD,1h,SHORT,11983,2025-10-13T07:00:00+00:00,11987,CHOCH,internal,115512.0,114981.5,530.5,0.4614,11983,115512.0,114981.5,530.5,0.4614,11983,True,True,True,True,NO_MISMATCH
ETHUSD_11989_BEARISH_11983_11987,ETHUSD,1h,SHORT,11983,2025-10-13T07:00:00+00:00,11987,CHOCH,internal,4197.45,4158.0,39.45,0.9488,11983,4197.45,4158.0,39.45,0.9488,11983,True,True,True,True,NO_MISMATCH
BTCUSD_12001_BULLISH_11991_11995,BTCUSD,1h,LONG,11991,2025-10-13T15:00:00+00:00,11995,CHOCH,internal,114695.0,113929.0,766.0,0.6723,11991,114695.0,113929.0,766.0,0.6723,11991,True,True,True,True,NO_MISMATCH
XRPUSD_12001_BULLISH_11987_11996,XRPUSD,1h,LONG,11987,2025-10-13T11:00:00+00:00,11996,BOS,internal,2.6024,2.5352,0.0672,2.6507,11987,2.6024,2.5352,0.0672,2.6507,11987,True,True,True,True,NO_MISMATCH
ETHUSD_12004_BULLISH_11988_11993,ETHUSD,1h,LONG,11988,2025-10-13T12:00:00+00:00,11993,CHOCH,internal,4133.1,4055.0,78.1,1.926,11988,4133.1,4055.0,78.1,1.926,11988,True,True,True,True,NO_MISMATCH
XRPUSD_12004_BULLISH_11975_11982,XRPUSD,1h,LONG,11975,2025-10-12T23:00:00+00:00,11982,BOS,internal,2.5343,2.5076,0.0267,1.0648,11975,2.5343,2.5076,0.0267,1.0648,11975,True,True,True,True,NO_MISMATCH
SOLUSD_12006_BULLISH_11987_11992,SOLUSD,1h,LONG,11987,2025-10-13T11:00:00+00:00,11992,BOS,internal,195.46,190.04,5.42,2.852,11987,195.46,190.04,5.42,2.852,11987,True,True,True,True,NO_MISMATCH
BTCUSD_12007_BULLISH_11961_11966,BTCUSD,1h,LONG,11961,2025-10-12T09:00:00+00:00,11966,CHOCH,internal,111865.5,111087.5,778.0,0.7003,11961,111865.5,111087.5,778.0,0.7003,11961,True,True,True,True,NO_MISMATCH
ETHUSD_12034_BULLISH_12027_12032,ETHUSD,1h,LONG,12027,2025-10-15T03:00:00+00:00,12032,CHOCH,internal,4122.0,4060.0,62.0,1.5271,12027,4122.0,4060.0,62.0,1.5271,12027,True,True,True,True,NO_MISMATCH
SOLUSD_12035_BULLISH_12028_12032,SOLUSD,1h,LONG,12028,2025-10-15T04:00:00+00:00,12032,BOS,internal,203.572,200.47,3.102,1.5474,12028,203.572,200.47,3.102,1.5474,12028,True,True,True,True,NO_MISMATCH
BTCUSD_12055_BULLISH_12048_12054,BTCUSD,1h,LONG,12048,2025-10-16T00:00:00+00:00,12054,CHOCH,internal,110811.0,110311.0,500.0,0.4533,12048,110811.0,110311.0,500.0,0.4533,12048,True,True,True,True,NO_MISMATCH
SOLUSD_12062_BULLISH_12053_12059,SOLUSD,1h,LONG,12053,2025-10-16T05:00:00+00:00,12059,CHOCH,internal,194.418,191.365,3.053,1.5954,12053,194.418,191.365,3.053,1.5954,12053,True,True,True,True,NO_MISMATCH
XRPUSD_12062_BULLISH_12056_12058,XRPUSD,1h,LONG,12056,2025-10-16T08:00:00+00:00,12058,CHOCH,internal,2.4128,2.3847,0.0281,1.1783,12056,2.4128,2.3847,0.0281,1.1783,12056,True,True,True,True,NO_MISMATCH
XRPUSD_12066_BULLISH_11954_11968,XRPUSD,1h,LONG,11954,2025-10-12T02:00:00+00:00,11968,CHOCH,internal,2.3503,2.3105,0.0398,1.7226,11954,2.3503,2.3105,0.0398,1.7226,11954,True,True,True,True,NO_MISMATCH
SOLUSD_12093_BEARISH_12073_12078,SOLUSD,1h,SHORT,12073,2025-10-17T01:00:00+00:00,12078,BOS,internal,187.515,184.752,2.763,1.4955,12073,187.515,184.752,2.763,1.4955,12073,True,True,True,True,NO_MISMATCH
XRPUSD_12099_BEARISH_12073_12079,XRPUSD,1h,SHORT,12073,2025-10-17T01:00:00+00:00,12079,BOS,internal,2.4003,2.3357,0.0646,2.7658,12073,2.4003,2.3357,0.0646,2.7658,12073,True,True,True,True,NO_MISMATCH
ETHUSD_12123_BEARISH_12073_12078,ETHUSD,1h,SHORT,12073,2025-10-17T01:00:00+00:00,12078,BOS,internal,3948.9,3904.75,44.15,1.1307,12073,3948.9,3904.75,44.15,1.1307,12073,True,True,True,True,NO_MISMATCH
XRPUSD_12131_BULLISH_12129_12130,XRPUSD,1h,LONG,12129,2025-10-19T09:00:00+00:00,12130,CHOCH,internal,2.3828,2.3166,0.0662,2.8576,12129,2.3828,2.3166,0.0662,2.8576,12129,True,True,True,True,NO_MISMATCH
SOLUSD_12143_BULLISH_12129_12130,SOLUSD,1h,LONG,12129,2025-10-19T09:00:00+00:00,12130,CHOCH,internal,188.745,183.162,5.583,3.0481,12129,188.745,183.162,5.583,3.0481,12129,True,True,True,True,NO_MISMATCH
ETHUSD_12153_BEARISH_12060_12063,ETHUSD,1h,SHORT,12060,2025-10-16T12:00:00+00:00,12063,BOS,internal,4084.15,4038.7,45.45,1.1254,12060,4084.15,4038.7,45.45,1.1254,12060,True,True,True,True,NO_MISMATCH
SOLUSD_12160_BULLISH_12144_12149,SOLUSD,1h,LONG,12144,2025-10-20T00:00:00+00:00,12149,BOS,internal,187.874,183.7822,4.0918,2.2264,12144,187.874,183.7822,4.0918,2.2264,12144,True,True,True,True,NO_MISMATCH
BTCUSD_12172_BULLISH_12144_12147,BTCUSD,1h,LONG,12144,2025-10-20T00:00:00+00:00,12147,BOS,internal,108597.0,107387.5,1209.5,1.1263,12144,108597.0,107387.5,1209.5,1.1263,12144,True,True,True,True,NO_MISMATCH
ETHUSD_12191_BULLISH_12173_12182,ETHUSD,1h,LONG,12173,2025-10-21T05:00:00+00:00,12182,CHOCH,internal,3873.0,3839.0,34.0,0.8856,12173,3873.0,3839.0,34.0,0.8856,12173,True,True,True,True,NO_MISMATCH
BTCUSD_12192_BULLISH_12173_12182,BTCUSD,1h,LONG,12173,2025-10-21T05:00:00+00:00,12182,CHOCH,internal,107948.5,107425.0,523.5,0.4873,12173,107948.5,107425.0,523.5,0.4873,12173,True,True,True,True,NO_MISMATCH
ETHUSD_12192_BULLISH_12096_12103,ETHUSD,1h,LONG,12096,2025-10-18T00:00:00+00:00,12103,CHOCH,internal,3843.0,3818.25,24.75,0.6482,12096,3843.0,3818.25,24.75,0.6482,12096,True,True,True,True,NO_MISMATCH
BTCUSD_12209_BULLISH_12203_12205,BTCUSD,1h,LONG,12203,2025-10-22T11:00:00+00:00,12205,CHOCH,internal,108187.5,106730.0,1457.5,1.3656,12203,108187.5,106730.0,1457.5,1.3656,12203,True,True,True,True,NO_MISMATCH
BTCUSD_12213_BULLISH_12128_12129,BTCUSD,1h,LONG,12128,2025-10-19T08:00:00+00:00,12129,CHOCH,internal,107184.0,106239.0,945.0,0.8895,12128,107184.0,106239.0,945.0,0.8895,12128,True,True,True,True,NO_MISMATCH
ETHUSD_12218_BEARISH_12205_12213,ETHUSD,1h,SHORT,12205,2025-10-22T13:00:00+00:00,12213,BOS,internal,3876.35,3823.15,53.2,1.3915,12205,3876.35,3823.15,53.2,1.3915,12205,True,True,True,True,NO_MISMATCH
XRPUSD_12220_BEARISH_12207_12212,XRPUSD,1h,SHORT,12207,2025-10-22T15:00:00+00:00,12212,BOS,internal,2.4161,2.3791,0.037,1.5552,12207,2.4161,2.3791,0.037,1.5552,12207,True,True,True,True,NO_MISMATCH
SOLUSD_12232_BEARISH_12183_12209,SOLUSD,1h,SHORT,12183,2025-10-21T15:00:00+00:00,12209,CHOCH,internal,197.181,191.912,5.269,2.7455,12183,197.181,191.912,5.269,2.7455,12183,True,True,True,True,NO_MISMATCH
ETHUSD_12236_BULLISH_12230_12232,ETHUSD,1h,LONG,12230,2025-10-23T14:00:00+00:00,12232,BOS,internal,3853.65,3807.8,45.85,1.2041,12230,3853.65,3807.8,45.85,1.2041,12230,True,True,True,True,NO_MISMATCH
XRPUSD_12236_BULLISH_12228_12233,XRPUSD,1h,LONG,12228,2025-10-23T12:00:00+00:00,12233,CHOCH,internal,2.3902,2.3737,0.0165,0.6951,12228,2.3902,2.3737,0.0165,0.6951,12228,True,True,True,True,NO_MISMATCH
SOLUSD_12254_BULLISH_12236_12244,SOLUSD,1h,LONG,12236,2025-10-23T20:00:00+00:00,12244,CHOCH,internal,191.306,188.364,2.942,1.5619,12236,191.306,188.364,2.942,1.5619,12236,True,True,True,True,NO_MISMATCH
BTCUSD_12255_BULLISH_12236_12246,BTCUSD,1h,LONG,12236,2025-10-23T20:00:00+00:00,12246,BOS,internal,110154.0,109311.0,843.0,0.7712,12236,110154.0,109311.0,843.0,0.7712,12236,True,True,True,True,NO_MISMATCH
XRPUSD_12258_BEARISH_12183_12200,XRPUSD,1h,SHORT,12183,2025-10-21T15:00:00+00:00,12200,CHOCH,internal,2.5318,2.4736,0.0582,2.3528,12183,2.5318,2.4736,0.0582,2.3528,12183,True,True,True,True,NO_MISMATCH
ETHUSD_12278_BULLISH_12265_12272,ETHUSD,1h,LONG,12265,2025-10-25T01:00:00+00:00,12272,BOS,internal,3938.65,3914.5,24.15,0.6169,12265,3938.65,3914.5,24.15,0.6169,12265,True,True,True,True,NO_MISMATCH
BTCUSD_12293_BEARISH_12288_12291,BTCUSD,1h,SHORT,12288,2025-10-26T00:00:00+00:00,12291,CHOCH,internal,111874.5,111492.0,382.5,0.3431,12288,111874.5,111492.0,382.5,0.3431,12288,True,True,True,True,NO_MISMATCH
ETHUSD_12305_BEARISH_12184_12201,ETHUSD,1h,SHORT,12184,2025-10-21T16:00:00+00:00,12201,CHOCH,internal,4109.25,4018.4,90.85,2.2609,12184,4109.25,4018.4,90.85,2.2609,12184,True,True,True,True,NO_MISMATCH
XRPUSD_12308_BULLISH_12291_12296,XRPUSD,1h,LONG,12291,2025-10-26T03:00:00+00:00,12296,BOS,internal,2.613,2.5935,0.0195,0.7519,12291,2.613,2.5935,0.0195,0.7519,12291,True,True,True,True,NO_MISMATCH
BTCUSD_12320_BULLISH_12312_12318,BTCUSD,1h,LONG,12312,2025-10-27T00:00:00+00:00,12318,BOS,internal,115140.5,114311.0,829.5,0.7257,12312,115140.5,114311.0,829.5,0.7257,12312,True,True,True,True,NO_MISMATCH
XRPUSD_12321_BULLISH_12308_12313,XRPUSD,1h,LONG,12308,2025-10-26T20:00:00+00:00,12313,CHOCH,internal,2.6157,2.597,0.0187,0.7201,12308,2.6157,2.597,0.0187,0.7201,12308,True,True,True,True,NO_MISMATCH
XRPUSD_12332_BULLISH_12326_12328,XRPUSD,1h,LONG,12326,2025-10-27T14:00:00+00:00,12328,BOS,internal,2.6272,2.6001,0.0271,1.0423,12326,2.6272,2.6001,0.0271,1.0423,12326,True,True,True,True,NO_MISMATCH
SOLUSD_12334_BULLISH_12309_12310,SOLUSD,1h,LONG,12309,2025-10-26T21:00:00+00:00,12310,BOS,internal,198.52,196.9,1.62,0.8228,12309,198.52,196.9,1.62,0.8228,12309,True,True,True,True,NO_MISMATCH
ETHUSD_12341_BULLISH_12304_12310,ETHUSD,1h,LONG,12304,2025-10-26T16:00:00+00:00,12310,BOS,internal,4075.05,4045.0,30.05,0.7429,12304,4075.05,4045.0,30.05,0.7429,12304,True,True,True,True,NO_MISMATCH
SOLUSD_12368_BULLISH_12361_12365,SOLUSD,1h,LONG,12361,2025-10-29T01:00:00+00:00,12365,CHOCH,internal,195.0,192.697,2.303,1.1951,12361,195.0,192.697,2.303,1.1951,12361,True,True,True,True,NO_MISMATCH
XRPUSD_12377_BEARISH_12354_12356,XRPUSD,1h,SHORT,12354,2025-10-28T18:00:00+00:00,12356,CHOCH,internal,2.6739,2.6549,0.019,0.7157,12354,2.6739,2.6549,0.019,0.7157,12354,True,True,True,True,NO_MISMATCH
ETHUSD_12420_BULLISH_12416_12419,ETHUSD,1h,LONG,12416,2025-10-31T08:00:00+00:00,12419,CHOCH,internal,3853.75,3817.2,36.55,0.9575,12416,3853.75,3817.2,36.55,0.9575,12416,True,True,True,True,NO_MISMATCH
SOLUSD_12420_BULLISH_12416_12419,SOLUSD,1h,LONG,12416,2025-10-31T08:00:00+00:00,12419,CHOCH,internal,186.562,184.541,2.021,1.0951,12416,186.562,184.541,2.021,1.0951,12416,True,True,True,True,NO_MISMATCH
BTCUSD_12422_BEARISH_12391_12397,BTCUSD,1h,SHORT,12391,2025-10-30T07:00:00+00:00,12397,BOS,internal,111570.5,110612.0,958.5,0.8665,12391,111570.5,110612.0,958.5,0.8665,12391,True,True,True,True,NO_MISMATCH
BTCUSD_12437_BULLISH_12427_12436,BTCUSD,1h,LONG,12427,2025-10-31T19:00:00+00:00,12436,CHOCH,internal,110240.5,109087.0,1153.5,1.0574,12427,110240.5,109087.0,1153.5,1.0574,12427,True,True,True,True,NO_MISMATCH
