trade_number,datetime,exit_datetime,asset,direction,ob_id,ob_high,ob_low,ob_width,ob_width_pct,entry,sl,tp,sl_distance,tp_distance,tp_price_move_pct,planned_rr,leverage,starting_capital_35pct,notional_size_35pct,margin_used_35pct,risk_amount_35pct,gross_pnl_35pct,fees_35pct,net_pnl_35pct,ending_capital_35pct,starting_capital_10pct,net_pnl_10pct,ending_capital_10pct,starting_capital_1pct,net_pnl_1pct,ending_capital_1pct,outcome,r_multiple,holding_time_hours,exit_reason,global_trade_lock_state,ambiguity_status
803,2026-04-03T12:00:00+00:00,2026-04-03T15:00:00+00:00,SOLUSD,LONG,SOLUSD_16116_BULLISH_16106_16111,79.6,78.8423,0.7577,0.9551,79.4106,78.8423,79.9664,0.5683,0.5559,0.7,0.9782,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2065,0.002,0.2085,TP_HIT,0.9782,3,TP_HIT,ACTIVE,UNAMBIGUOUS
804,2026-04-03T22:00:00+00:00,2026-04-04T19:00:00+00:00,ETHUSD,LONG,ETHUSD_16126_BULLISH_16121_16125,2054.95,2043.0,11.95,0.5825,2051.9625,2043.0,2066.3262,8.9625,14.3637,0.7,1.6026,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2085,0.0033,0.2118,TP_HIT,1.6026,21,TP_HIT,ACTIVE,UNAMBIGUOUS
805,2026-04-05T04:00:00+00:00,2026-04-05T06:00:00+00:00,SOLUSD,LONG,SOLUSD_16156_BULLISH_16142_16143,80.3843,79.5953,0.789,0.9823,80.187,79.5953,80.7484,0.5918,0.5613,0.7,0.9486,47,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.2118,-0.0021,0.2097,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
806,2026-04-06T12:00:00+00:00,2026-04-06T22:00:00+00:00,ETHUSD,LONG,ETHUSD_16188_BULLISH_16178_16185,2147.7,2114.0,33.7,1.5726,2139.275,2114.0,2154.2499,25.275,14.9749,0.7,0.5925,29,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.2097,-0.0021,0.2076,SL_HIT,-1.0,10,SL_HIT,ACTIVE,UNAMBIGUOUS
807,2026-04-07T06:00:00+00:00,2026-04-07T11:00:00+00:00,SOLUSD,LONG,SOLUSD_16206_BULLISH_16167_16174,80.33,78.969,1.361,1.7115,79.9898,78.969,80.5497,1.0208,0.5599,0.7,0.5485,27,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.2076,-0.0021,0.2055,SL_HIT,-1.0,5,SL_HIT,ACTIVE,UNAMBIGUOUS
808,2026-04-07T19:00:00+00:00,2026-04-07T20:00:00+00:00,BTCUSD,SHORT,BTCUSD_16219_BEARISH_16209_16210,69226.0,68906.5,319.5,0.4632,68986.375,69226.0,68503.4704,239.625,482.9046,0.7,2.0153,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.2055,-0.0021,0.2035,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
809,2026-04-07T20:00:00+00:00,2026-04-07T21:00:00+00:00,ETHUSD,SHORT,ETHUSD_16220_BEARISH_16209_16210,2133.5,2113.75,19.75,0.9338,2118.6875,2133.5,2103.8567,14.8125,14.8308,0.7,1.0012,50,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.2035,-0.002,0.2014,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
810,2026-04-08T16:00:00+00:00,2026-04-08T23:00:00+00:00,BTCUSD,SHORT,BTCUSD_16240_BEARISH_16236_16238,72171.5,71550.0,621.5,0.8684,71705.375,72171.5,71203.4374,466.125,501.9376,0.7,1.0768,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2014,0.0022,0.2036,TP_HIT,1.0768,7,TP_HIT,ACTIVE,UNAMBIGUOUS
811,2026-04-09T20:00:00+00:00,2026-04-09T22:00:00+00:00,ETHUSD,SHORT,ETHUSD_16268_BEARISH_16241_16246,2239.05,2212.2,26.85,1.2135,2218.9125,2239.05,2203.3801,20.1375,15.5324,0.7,0.7713,38,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.2036,-0.002,0.2016,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
812,2026-04-10T09:00:00+00:00,2026-04-10T12:00:00+00:00,BTCUSD,SHORT,BTCUSD_16281_BEARISH_16273_16279,72358.5,71629.0,729.5,1.0167,71811.375,72358.5,71308.6954,547.125,502.6796,0.7,0.9188,45,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.2016,-0.002,0.1996,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
813,2026-04-12T01:00:00+00:00,2026-04-12T14:00:00+00:00,SOLUSD,LONG,SOLUSD_16321_BULLISH_16262_16265,82.322,81.42,0.902,1.0961,82.0965,81.42,82.6712,0.6765,0.5747,0.7,0.8495,42,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1996,-0.002,0.1976,SL_HIT,-1.0,13,SL_HIT,ACTIVE,UNAMBIGUOUS
814,2026-04-12T18:00:00+00:00,2026-04-12T22:00:00+00:00,BTCUSD,LONG,BTCUSD_16338_BULLISH_16262_16263,71226.5,70495.0,731.5,1.0316,71043.625,70495.0,71540.9304,548.625,497.3054,0.7,0.9065,45,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1976,-0.002,0.1956,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
815,2026-04-14T16:00:00+00:00,2026-04-14T18:00:00+00:00,XRPUSD,LONG,XRPUSD_16384_BULLISH_16380_16381,1.3709,1.3644,0.0065,0.4752,1.3693,1.3644,1.3789,0.0049,0.0096,0.7,1.9661,98,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1956,-0.002,0.1936,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
816,2026-04-15T11:00:00+00:00,2026-04-15T12:00:00+00:00,XRPUSD,SHORT,XRPUSD_16403_BEARISH_16392_16399,1.366,1.3571,0.0089,0.653,1.3593,1.366,1.3498,0.0067,0.0095,0.7,1.4255,71,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1936,-0.0019,0.1917,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
817,2026-04-15T13:00:00+00:00,2026-04-15T15:00:00+00:00,XRPUSD,SHORT,XRPUSD_16405_BEARISH_16384_16386,1.3804,1.3657,0.0147,1.0756,1.3694,1.3804,1.3598,0.011,0.0096,0.7,0.8694,43,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1917,-0.0019,0.1898,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
818,2026-04-16T12:00:00+00:00,2026-04-16T13:00:00+00:00,BTCUSD,SHORT,BTCUSD_16428_BEARISH_16418_16426,75240.0,74563.5,676.5,0.907,74732.625,75240.0,74209.4966,507.375,523.1284,0.7,1.031,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1898,0.002,0.1917,TP_HIT,1.031,1,TP_HIT,ACTIVE,UNAMBIGUOUS
819,2026-04-18T11:00:00+00:00,2026-04-19T05:00:00+00:00,XRPUSD,LONG,XRPUSD_16475_BULLISH_16442_16453,1.431,1.422,0.009,0.629,1.4287,1.422,1.4388,0.0068,0.01,0.7,1.4817,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1917,0.0028,0.1946,TP_HIT,1.4817,18,TP_HIT,ACTIVE,UNAMBIGUOUS
820,2026-04-19T11:00:00+00:00,2026-04-19T13:00:00+00:00,XRPUSD,SHORT,XRPUSD_16499_BEARISH_16493_16495,1.4426,1.4288,0.0138,0.9658,1.4323,1.4426,1.4222,0.0104,0.01,0.7,0.9687,48,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1946,-0.0019,0.1926,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
821,2026-04-19T16:00:00+00:00,2026-04-19T17:00:00+00:00,BTCUSD,LONG,BTCUSD_16504_BULLISH_16495_16501,75363.5,74829.5,534.0,0.7087,75230.0,74829.5,75756.61,400.5,526.61,0.7,1.3149,65,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1926,-0.0019,0.1907,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
822,2026-04-19T17:00:00+00:00,2026-04-19T20:00:00+00:00,BTCUSD,LONG,BTCUSD_16505_BULLISH_16442_16448,74777.5,74491.5,286.0,0.3826,74706.0,74491.5,75228.942,214.5,522.942,0.7,2.438,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1907,-0.0019,0.1888,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
823,2026-04-19T22:00:00+00:00,2026-04-20T07:00:00+00:00,BTCUSD,LONG,BTCUSD_16510_BULLISH_16430_16435,74163.5,73394.5,769.0,1.0391,73971.25,73394.5,74489.0487,576.75,517.7987,0.7,0.8978,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1888,0.0017,0.1905,TP_HIT,0.8978,9,TP_HIT,ACTIVE,UNAMBIGUOUS
824,2026-04-20T15:00:00+00:00,2026-04-20T18:00:00+00:00,BTCUSD,SHORT,BTCUSD_16527_BEARISH_16501_16505,76199.0,75504.5,694.5,0.9178,75678.125,76199.0,75148.3781,520.875,529.7469,0.7,1.017,50,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1905,-0.0019,0.1886,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
825,2026-04-20T18:00:00+00:00,2026-04-20T23:00:00+00:00,ETHUSD,SHORT,ETHUSD_16530_BEARISH_16501_16506,2348.9,2328.7,20.2,0.8659,2333.75,2348.9,2317.4138,15.15,16.3362,0.7,1.0783,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1886,0.002,0.1906,TP_HIT,1.0783,5,TP_HIT,ACTIVE,UNAMBIGUOUS
826,2026-04-21T14:00:00+00:00,2026-04-21T15:00:00+00:00,BTCUSD,LONG,BTCUSD_16550_BULLISH_16539_16546,75680.0,75436.0,244.0,0.3226,75619.0,75436.0,76148.333,183.0,529.333,0.7,2.8925,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1906,-0.0019,0.1887,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
827,2026-04-21T19:00:00+00:00,2026-04-21T23:00:00+00:00,XRPUSD,LONG,XRPUSD_16555_BULLISH_16520_16527,1.417,1.407,0.01,0.7079,1.4145,1.407,1.4244,0.0075,0.0099,0.7,1.3202,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1887,0.0025,0.1912,TP_HIT,1.3202,4,TP_HIT,ACTIVE,UNAMBIGUOUS
828,2026-04-21T23:00:00+00:00,2026-04-22T02:00:00+00:00,BTCUSD,SHORT,BTCUSD_16559_BEARISH_16544_16555,76859.5,76025.0,834.5,1.0939,76233.625,76859.5,75699.9896,625.875,533.6354,0.7,0.8526,42,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1912,-0.0019,0.1893,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
829,2026-04-22T02:00:00+00:00,2026-04-22T03:00:00+00:00,XRPUSD,SHORT,XRPUSD_16562_BEARISH_16544_16555,1.4489,1.4369,0.012,0.8287,1.4399,1.4489,1.4298,0.009,0.0101,0.7,1.1199,55,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1893,-0.0019,0.1874,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
830,2026-04-22T16:00:00+00:00,2026-04-22T23:00:00+00:00,ETHUSD,LONG,ETHUSD_16576_BULLISH_16568_16573,2393.0,2381.9,11.1,0.4653,2390.225,2381.9,2406.9566,8.325,16.7316,0.7,2.0098,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1874,-0.0019,0.1855,SL_HIT,-1.0,7,SL_HIT,ACTIVE,UNAMBIGUOUS
831,2026-04-23T00:00:00+00:00,2026-04-23T03:00:00+00:00,XRPUSD,LONG,XRPUSD_16584_BULLISH_16555_16565,1.431,1.4107,0.0203,1.4218,1.4259,1.4107,1.4359,0.0152,0.01,0.7,0.6556,32,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1855,-0.0008,0.1847,TIMEOUT_EXIT,-0.4236,3,TIMEOUT_EXIT,ACTIVE,UNAMBIGUOUS
832,2026-04-23T08:00:00+00:00,2026-04-26T08:00:00+00:00,SOLUSD,LONG,SOLUSD_16592_BULLISH_16555_16560,85.722,84.31,1.412,1.6476,85.369,84.31,85.9666,1.059,0.5976,0.7,0.5643,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1847,0.001,0.1858,TP_HIT,0.5643,72,TP_HIT,ACTIVE,UNAMBIGUOUS
833,2026-04-26T11:00:00+00:00,2026-04-26T18:00:00+00:00,SOLUSD,SHORT,SOLUSD_16667_BEARISH_16640_16648,86.814,86.302,0.512,0.5919,86.43,86.814,85.825,0.384,0.605,0.7,1.5755,78,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1858,-0.0019,0.1839,SL_HIT,-1.0,7,SL_HIT,ACTIVE,UNAMBIGUOUS
834,2026-04-27T07:00:00+00:00,2026-04-27T13:00:00+00:00,XRPUSD,LONG,XRPUSD_16687_BULLISH_16594_16598,1.4156,1.4081,0.0075,0.5306,1.4137,1.4081,1.4236,0.0056,0.0099,0.7,1.7593,87,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1839,-0.0018,0.1821,SL_HIT,-1.0,6,SL_HIT,ACTIVE,UNAMBIGUOUS
835,2026-04-29T03:00:00+00:00,2026-04-29T04:00:00+00:00,SOLUSD,SHORT,SOLUSD_16731_BEARISH_16704_16713,84.933,84.582,0.351,0.4149,84.6697,84.933,84.0771,0.2633,0.5927,0.7,2.2514,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1821,-0.0018,0.1803,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
836,2026-04-29T04:00:00+00:00,2026-04-29T09:00:00+00:00,BTCUSD,SHORT,BTCUSD_16732_BEARISH_16704_16715,77450.0,77171.0,279.0,0.3613,77240.75,77450.0,76700.0648,209.25,540.6852,0.7,2.5839,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1803,-0.0018,0.1785,SL_HIT,-1.0,5,SL_HIT,ACTIVE,UNAMBIGUOUS
837,2026-04-29T12:00:00+00:00,2026-04-29T13:00:00+00:00,XRPUSD,LONG,XRPUSD_16740_BULLISH_16729_16731,1.3834,1.3763,0.0071,0.5136,1.3816,1.3763,1.3913,0.0053,0.0097,0.7,1.8162,90,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1785,-0.0018,0.1767,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
838,2026-04-29T15:00:00+00:00,2026-04-29T18:00:00+00:00,BTCUSD,LONG,BTCUSD_16743_BULLISH_16718_16737,76177.5,75637.5,540.0,0.7115,76042.5,75637.5,76574.7975,405.0,532.2975,0.7,1.3143,65,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1767,-0.0018,0.1749,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
839,2026-05-01T14:00:00+00:00,2026-05-01T20:00:00+00:00,SOLUSD,LONG,SOLUSD_16790_BULLISH_16779_16789,84.413,83.561,0.852,1.0116,84.2,83.561,84.7894,0.639,0.5894,0.7,0.9224,46,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1749,-0.0017,0.1732,SL_HIT,-1.0,6,SL_HIT,ACTIVE,UNAMBIGUOUS
840,2026-05-02T17:00:00+00:00,2026-05-02T21:00:00+00:00,ETHUSD,LONG,ETHUSD_16817_BULLISH_16802_16815,2307.2,2293.95,13.25,0.5749,2303.8875,2293.95,2320.0147,9.9375,16.1272,0.7,1.6229,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1732,0.0028,0.176,TP_HIT,1.6229,4,TP_HIT,ACTIVE,UNAMBIGUOUS
841,2026-05-03T01:00:00+00:00,2026-05-03T09:00:00+00:00,BTCUSD,LONG,BTCUSD_16825_BULLISH_16805_16821,78200.5,77991.0,209.5,0.2679,78148.125,77991.0,78695.1619,157.125,547.0369,0.7,3.4815,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.0034,0.1794,TIMEOUT_EXIT,1.9554,8,TIMEOUT_EXIT,ACTIVE,UNAMBIGUOUS
842,2026-05-03T17:00:00+00:00,2026-05-04T01:00:00+00:00,BTCUSD,SHORT,BTCUSD_16841_BEARISH_16681_16686,79453.5,78683.5,770.0,0.9785,78876.0,79453.5,78323.868,577.5,552.132,0.7,0.9561,47,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1794,-0.0018,0.1776,SL_HIT,-1.0,8,SL_HIT,ACTIVE,UNAMBIGUOUS
843,2026-05-05T10:00:00+00:00,2026-05-06T09:00:00+00:00,ETHUSD,SHORT,ETHUSD_16882_BEARISH_16681_16685,2403.4,2376.15,27.25,1.1463,2382.9625,2403.4,2366.2818,20.4375,16.6807,0.7,0.8162,40,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1776,-0.0018,0.1758,SL_HIT,-1.0,23,SL_HIT,ACTIVE,UNAMBIGUOUS
844,2026-05-06T13:00:00+00:00,2026-05-06T14:00:00+00:00,ETHUSD,LONG,ETHUSD_16909_BULLISH_16894_16905,2380.75,2352.45,28.3,1.1954,2373.675,2352.45,2390.2907,21.225,16.6157,0.7,0.7828,39,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1758,-0.0018,0.1741,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
845,2026-05-06T17:00:00+00:00,2026-05-06T18:00:00+00:00,ETHUSD,LONG,ETHUSD_16913_BULLISH_16871_16875,2352.85,2343.5,9.35,0.3982,2350.5125,2343.5,2366.9661,7.0125,16.4536,0.7,2.3463,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1741,-0.0017,0.1723,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
846,2026-05-07T00:00:00+00:00,2026-05-07T04:00:00+00:00,BTCUSD,LONG,BTCUSD_16920_BULLISH_16896_16904,81225.5,80686.0,539.5,0.6663,81090.625,80686.0,81658.2594,404.625,567.6344,0.7,1.4029,70,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1723,-0.0017,0.1706,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
847,2026-05-07T14:00:00+00:00,2026-05-07T16:00:00+00:00,SOLUSD,LONG,SOLUSD_16934_BULLISH_16923_16927,88.155,87.623,0.532,0.6035,88.022,87.623,88.6382,0.399,0.6162,0.7,1.5442,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1706,0.0026,0.1733,TP_HIT,1.5442,2,TP_HIT,ACTIVE,UNAMBIGUOUS
848,2026-05-08T08:00:00+00:00,2026-05-08T12:00:00+00:00,BTCUSD,SHORT,BTCUSD_16952_BEARISH_16940_16946,80335.0,79809.5,525.5,0.6581,79940.875,80335.0,79381.2889,394.125,559.5861,0.7,1.4198,70,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1733,-0.0017,0.1715,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
849,2026-05-09T00:00:00+00:00,2026-05-09T01:00:00+00:00,SOLUSD,SHORT,SOLUSD_16968_BEARISH_15899_15905,93.49,92.456,1.034,1.1182,92.7145,93.49,92.0655,0.7755,0.649,0.7,0.8369,41,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1715,-0.0017,0.1698,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
850,2026-05-09T14:00:00+00:00,2026-05-09T16:00:00+00:00,XRPUSD,LONG,XRPUSD_16982_BULLISH_16964_16969,1.4186,1.4107,0.0079,0.5583,1.4166,1.4107,1.4265,0.0059,0.0099,0.7,1.6736,83,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1698,-0.0017,0.1681,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
851,2026-05-09T17:00:00+00:00,2026-05-10T08:00:00+00:00,SOLUSD,SHORT,SOLUSD_16985_BEARISH_16974_16984,94.1,93.196,0.904,0.97,93.422,94.1,92.768,0.678,0.654,0.7,0.9645,48,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1681,-0.0017,0.1664,SL_HIT,-1.0,15,SL_HIT,ACTIVE,UNAMBIGUOUS
852,2026-05-10T13:00:00+00:00,2026-05-10T14:00:00+00:00,ETHUSD,SHORT,ETHUSD_17005_BEARISH_17001_17002,2332.9,2325.8,7.1,0.3049,2327.575,2332.9,2311.282,5.325,16.293,0.7,3.0597,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1664,-0.0017,0.1648,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
853,2026-05-10T15:00:00+00:00,2026-05-10T17:00:00+00:00,ETHUSD,SHORT,ETHUSD_17007_BEARISH_16916_16920,2356.05,2343.6,12.45,0.5305,2346.7125,2356.05,2330.2855,9.3375,16.427,0.7,1.7592,87,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1648,-0.0016,0.1631,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
854,2026-05-11T15:00:00+00:00,2026-05-11T17:00:00+00:00,ETHUSD,SHORT,ETHUSD_17031_BEARISH_17022_17029,2342.0,2328.9,13.1,0.5616,2332.175,2342.0,2315.8498,9.825,16.3252,0.7,1.6616,83,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1631,-0.0016,0.1615,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
855,2026-05-11T22:00:00+00:00,2026-05-12T12:00:00+00:00,SOLUSD,SHORT,SOLUSD_17038_BEARISH_14718_14723,98.73,96.687,2.043,2.0922,97.1977,98.73,96.5174,1.5323,0.6804,0.7,0.444,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1615,0.0007,0.1622,TP_HIT,0.444,14,TP_HIT,ACTIVE,UNAMBIGUOUS
856,2026-05-16T14:00:00+00:00,2026-05-17T23:00:00+00:00,ETHUSD,LONG,ETHUSD_17150_BULLISH_16262_16263,2182.2,2156.5,25.7,1.1794,2175.775,2156.5,2191.0054,19.275,15.2304,0.7,0.7902,39,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1622,-0.0016,0.1606,SL_HIT,-1.0,33,SL_HIT,ACTIVE,UNAMBIGUOUS
857,2026-05-18T11:00:00+00:00,2026-05-18T12:00:00+00:00,SOLUSD,SHORT,SOLUSD_17195_BEARISH_17185_17194,85.463,84.512,0.951,1.1192,84.7498,85.463,84.1565,0.7132,0.5932,0.7,0.8318,41,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1606,-0.0016,0.159,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
858,2026-05-18T13:00:00+00:00,2026-05-18T14:00:00+00:00,SOLUSD,LONG,SOLUSD_17197_BULLISH_17195_17196,85.3192,84.082,1.2372,1.461,85.0099,84.082,85.605,0.9279,0.5951,0.7,0.6413,32,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.159,-0.0016,0.1574,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
859,2026-05-18T21:00:00+00:00,2026-05-19T10:00:00+00:00,ETHUSD,SHORT,ETHUSD_17205_BEARISH_17196_17199,2156.5,2133.1,23.4,1.0953,2138.95,2156.5,2123.9773,17.55,14.9727,0.7,0.8531,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1574,0.0013,0.1587,TP_HIT,0.8531,13,TP_HIT,ACTIVE,UNAMBIGUOUS
860,2026-05-19T20:00:00+00:00,2026-05-20T05:00:00+00:00,BTCUSD,SHORT,BTCUSD_17228_BEARISH_17216_17222,77295.0,76932.0,363.0,0.4716,77022.75,77295.0,76483.5908,272.25,539.1592,0.7,1.9804,99,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1587,-0.0016,0.1571,SL_HIT,-1.0,9,SL_HIT,ACTIVE,UNAMBIGUOUS
861,2026-05-20T11:00:00+00:00,2026-05-20T15:00:00+00:00,BTCUSD,SHORT,BTCUSD_17243_BEARISH_17196_17198,77758.5,77243.5,515.0,0.6658,77372.25,77758.5,76830.6442,386.25,541.6058,0.7,1.4022,70,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1571,-0.0016,0.1556,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
862,2026-05-21T03:00:00+00:00,2026-05-21T06:00:00+00:00,XRPUSD,SHORT,XRPUSD_17259_BEARISH_17215_17217,1.3898,1.3834,0.0064,0.4623,1.385,1.3898,1.3753,0.0048,0.0097,0.7,2.0198,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1556,0.0031,0.1587,TP_HIT,2.0198,3,TP_HIT,ACTIVE,UNAMBIGUOUS
