ob_id,asset,direction,decision_timestamp,decision_bar_idx,ob_top,ob_bottom,ob_width,r_ctrl_a_quantedge_current,r_ctrl_b_proximal_edge,r_ctrl_c_midpoint_50,r_ctrl_d_deep_75,r_ctrl_e_swing_liquidity_tp,r_ctrl_f_atr_buffered_sl,r_ctrl_g_optimistic_exec,mfe_r,mae_r,holding_bars,is_ambiguous_same_bar_touch,first_touch_occurred
BTCUSD_4966_BEARISH_4879_4884,BTCUSD,SHORT,2024-12-24T22:00:00+00:00,4966,99485.0,98446.0,1039.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,1.433109,1.050048,23,False,True
ETHUSD_4979_BULLISH_4970_4978,ETHUSD,LONG,2024-12-25T11:00:00+00:00,4979,3490.65,3456.25,34.40000000000009,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.379845,1.013566,1,False,True
ETHUSD_4991_BEARISH_4978_4984,ETHUSD,SHORT,2024-12-25T23:00:00+00:00,4991,3546.6,3490.3,56.29999999999973,1.7143,1.7143,0.0,0.0,-0.2,1.4286,1.7143,1.847839,0.232682,5,False,True
BTCUSD_4996_BULLISH_4980_4991,BTCUSD,LONG,2024-12-26T04:00:00+00:00,4996,98624.5,97589.0,1035.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.101561,3.595847,4,False,True
SOLUSD_4996_BULLISH_4964_4969,SOLUSD,LONG,2024-12-26T04:00:00+00:00,4996,195.411,193.25,2.1610000000000014,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.412926,1.011229,3,False,True
XRPUSD_5029_BULLISH_5023_5025,XRPUSD,LONG,2024-12-27T13:00:00+00:00,5029,2.1862,2.1268,0.05940000000000012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.380471,1.296296,3,False,True
BTCUSD_5030_BULLISH_5024_5025,BTCUSD,LONG,2024-12-27T14:00:00+00:00,5030,96378.5,95076.0,1302.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.109149,1,False,True
BTCUSD_5032_BULLISH_4951_4957,BTCUSD,LONG,2024-12-27T16:00:00+00:00,5032,94280.5,93777.0,503.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.078451,1.624628,1,False,True
SOLUSD_5037_BULLISH_4935_4939,SOLUSD,LONG,2024-12-27T21:00:00+00:00,5037,185.62,180.669,4.950999999999993,1.7149,1.7143,0.0,0.0,-0.2,1.4286,1.7149,1.834175,0.328567,18,False,True
SOLUSD_5078_BULLISH_5066_5070,SOLUSD,LONG,2024-12-29T14:00:00+00:00,5078,194.201,192.348,1.8529999999999802,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.472387,1.215147,3,False,True
XRPUSD_5081_BULLISH_5039_5056,XRPUSD,LONG,2024-12-29T17:00:00+00:00,5081,2.1479,2.1329,0.015000000000000124,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.457778,2.564444,3,False,True
SOLUSD_5089_BEARISH_5078_5084,SOLUSD,SHORT,2024-12-30T01:00:00+00:00,5089,197.6,192.83,4.769999999999982,1.7142,1.7143,0.0,0.0,-0.2,1.4286,1.7142,1.912089,0.20615,13,False,True
BTCUSD_5105_BEARISH_5100_5101,BTCUSD,SHORT,2024-12-30T17:00:00+00:00,5105,94252.0,93674.5,577.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.664646,1.960462,1,False,True
XRPUSD_5105_BEARISH_5100_5101,XRPUSD,SHORT,2024-12-30T17:00:00+00:00,5105,2.095,2.0711,0.023900000000000254,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.67364,1.624826,1,False,True
SOLUSD_5106_BEARISH_5100_5101,SOLUSD,SHORT,2024-12-30T18:00:00+00:00,5106,194.76,192.79,1.9699999999999989,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.954992,1,False,True
XRPUSD_5107_BEARISH_5089_5093,XRPUSD,SHORT,2024-12-30T19:00:00+00:00,5107,2.1514,2.097,0.054400000000000226,1.7304,1.7143,4.428,0.0,-0.2,1.4286,1.7304,2.036765,0.693627,5,False,True
BTCUSD_5109_BULLISH_5103_5106,BTCUSD,LONG,2024-12-30T21:00:00+00:00,5109,92444.5,91509.0,935.5,1.7143,1.7143,0.0,0.0,2.5,1.4286,1.7143,3.602174,0.443435,11,False,True
XRPUSD_5112_BULLISH_5103_5107,XRPUSD,LONG,2024-12-31T00:00:00+00:00,5112,2.0354,1.9967,0.03870000000000018,1.8699,1.7143,0.0,0.0,2.5,1.4286,1.8699,2.559001,0.49354,8,False,True
ETHUSD_5134_BULLISH_5113_5125,ETHUSD,LONG,2024-12-31T22:00:00+00:00,5134,3343.55,3314.0,29.550000000000182,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,1.438804,1.045121,11,False,True
SOLUSD_5135_BULLISH_5117_5126,SOLUSD,LONG,2024-12-31T23:00:00+00:00,5135,189.48,187.9436,1.5363999999999862,1.7132,1.7143,0.0,0.0,2.5,1.4286,1.7132,3.014059,0.04938,1,False,True
BTCUSD_5148_BEARISH_5136_5146,BTCUSD,SHORT,2025-01-01T12:00:00+00:00,5148,94449.0,93460.0,989.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.186384,1.051904,3,False,True
ETHUSD_5148_BEARISH_5138_5146,ETHUSD,SHORT,2025-01-01T12:00:00+00:00,5148,3368.05,3345.25,22.800000000000182,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,1.69883,1.160819,9,False,True
XRPUSD_5212_BULLISH_5208_5210,XRPUSD,LONG,2025-01-04T04:00:00+00:00,5212,2.4659,2.4273,0.03860000000000019,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.229706,1.915371,11,False,True
SOLUSD_5219_BEARISH_5210_5216,SOLUSD,SHORT,2025-01-04T11:00:00+00:00,5219,218.03,216.12,1.9099999999999966,1.7155,1.7143,4.428,0.0,-0.2,1.4286,1.7155,2.197208,0.685096,4,False,True
BTCUSD_5233_BULLISH_5223_5228,BTCUSD,LONG,2025-01-05T01:00:00+00:00,5233,98120.0,97477.5,642.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.114656,1.930739,13,False,True
XRPUSD_5257_BEARISH_5229_5232,XRPUSD,SHORT,2025-01-06T01:00:00+00:00,5257,2.4419,2.4188,0.0230999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,1.18759,1.023088,1,False,True
ETHUSD_5263_BULLISH_5257_5258,ETHUSD,LONG,2025-01-06T07:00:00+00:00,5263,3654.95,3609.05,45.899999999999636,1.7143,1.7143,4.428,0.0,-0.2,1.4286,1.7143,1.716049,0.658678,7,False,True
BTCUSD_5264_BEARISH_4992_5000,BTCUSD,SHORT,2025-01-06T08:00:00+00:00,5264,99949.5,98900.0,1049.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.634429,2.655391,6,False,True
BTCUSD_5276_BEARISH_4834_4843,BTCUSD,SHORT,2025-01-06T20:00:00+00:00,5276,102587.5,101712.5,875.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.579429,1.119619,4,False,True
XRPUSD_5285_BEARISH_5275_5280,XRPUSD,SHORT,2025-01-07T05:00:00+00:00,5285,2.4338,2.4201,0.013700000000000045,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.021898,1,False,True
ETHUSD_5291_BULLISH_5269_5271,ETHUSD,LONG,2025-01-07T11:00:00+00:00,5291,3652.0,3622.9,29.09999999999991,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.010309,5.973654,3,False,True
XRPUSD_5292_BULLISH_5282_5286,XRPUSD,LONG,2025-01-07T12:00:00+00:00,5292,2.4151,2.3921,0.022999999999999687,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.927536,1.707246,2,False,True
BTCUSD_5295_BULLISH_5246_5254,BTCUSD,LONG,2025-01-07T15:00:00+00:00,5295,97933.0,97029.0,904.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.890855,1.710914,2,False,True
BTCUSD_5326_BEARISH_5318_5321,BTCUSD,SHORT,2025-01-08T22:00:00+00:00,5326,95845.0,94854.0,991.0,1.7143,1.7143,0.0,0.0,-0.2,1.4286,1.7143,2.276825,0.346115,4,False,True
ETHUSD_5326_BEARISH_5319_5321,ETHUSD,SHORT,2025-01-08T22:00:00+00:00,5326,3384.95,3331.25,53.69999999999982,1.7143,1.7143,0.0,0.0,-0.2,1.4286,1.7143,1.978274,0.274984,10,False,True
SOLUSD_5326_BEARISH_5319_5321,SOLUSD,SHORT,2025-01-08T22:00:00+00:00,5326,199.473,196.19,3.2830000000000155,1.7142,1.7143,4.428,9.856,2.5,1.4286,1.7142,2.95695,0.795715,9,False,True
XRPUSD_5335_BULLISH_5320_5326,XRPUSD,LONG,2025-01-09T07:00:00+00:00,5335,2.3148,2.2732,0.04159999999999986,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.852564,2.272436,6,False,True
SOLUSD_5358_BEARISH_5344_5348,SOLUSD,SHORT,2025-01-10T06:00:00+00:00,5358,192.68,190.539,2.1410000000000196,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.357621,1.130967,1,False,True
BTCUSD_5362_BEARISH_5329_5341,BTCUSD,SHORT,2025-01-10T10:00:00+00:00,5362,95359.0,94930.5,428.5,1.7143,1.7143,4.428,0.0,2.5,1.4286,1.7143,5.199533,0.638273,3,False,True
BTCUSD_5400_BULLISH_5393_5397,BTCUSD,LONG,2025-01-12T00:00:00+00:00,5400,94415.0,93945.0,470.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.531915,1.604255,9,False,True
XRPUSD_5417_BEARISH_5405_5409,XRPUSD,SHORT,2025-01-12T17:00:00+00:00,5417,2.5555,2.5372,0.018299999999999983,1.5865,1.7143,4.428,9.856,-0.2,1.4286,1.5865,2.089253,0.868852,4,False,True
BTCUSD_5422_BULLISH_5409_5414,BTCUSD,LONG,2025-01-12T22:00:00+00:00,5422,94199.5,93661.0,538.5,1.7143,1.7143,4.428,0.0,2.5,1.4286,1.7143,3.18663,0.544104,2,False,True
ETHUSD_5425_BULLISH_5422_5424,ETHUSD,LONG,2025-01-13T01:00:00+00:00,5425,3267.3,3232.85,34.45000000000027,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.437833,1.837929,4,False,True
ETHUSD_5430_BULLISH_4859_4867,ETHUSD,LONG,2025-01-13T06:00:00+00:00,5430,3217.05,3101.55,115.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23925,1.537374,5,False,True
BTCUSD_5445_BEARISH_5428_5430,BTCUSD,SHORT,2025-01-13T21:00:00+00:00,5445,94878.0,94145.5,732.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.413424,1.243003,4,False,True
XRPUSD_5446_BEARISH_5424_5430,XRPUSD,SHORT,2025-01-13T22:00:00+00:00,5446,2.5627,2.4975,0.06519999999999992,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.026585,1.476483,11,False,True
BTCUSD_5455_BEARISH_5370_5435,BTCUSD,SHORT,2025-01-14T07:00:00+00:00,5455,95749.0,94532.5,1216.5,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.014934,1.039457,1,False,True
ETHUSD_5457_BEARISH_5426_5429,ETHUSD,SHORT,2025-01-14T09:00:00+00:00,5457,3270.0,3235.95,34.05000000000018,1.7144,1.7143,0.0,0.0,2.5,1.4286,1.7144,2.547724,0.0,3,False,True
SOLUSD_5470_BEARISH_5424_5427,SOLUSD,SHORT,2025-01-14T22:00:00+00:00,5470,191.906,188.22,3.686000000000007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.223549,2.336951,15,False,True
XRPUSD_5471_BEARISH_4788_4820,XRPUSD,SHORT,2025-01-14T23:00:00+00:00,5471,2.7156,2.645,0.07059999999999977,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.255902,2.799811,2,False,True
SOLUSD_5547_BULLISH_5540_5546,SOLUSD,LONG,2025-01-18T03:00:00+00:00,5547,221.13,216.35,4.780000000000001,1.7141,1.7143,0.0,0.0,2.5,1.4286,1.7141,2.858856,0.065551,1,False,True
XRPUSD_5567_BEARISH_5543_5549,XRPUSD,SHORT,2025-01-18T23:00:00+00:00,5567,3.3171,3.2523,0.06479999999999997,1.6152,1.7143,0.0,0.0,-0.2,1.4286,1.6152,1.796296,0.495885,5,False,True
ETHUSD_5572_BULLISH_5562_5569,ETHUSD,LONG,2025-01-19T04:00:00+00:00,5572,3283.6,3248.35,35.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.953664,2.270922,4,False,True
XRPUSD_5572_BULLISH_5560_5567,XRPUSD,LONG,2025-01-19T04:00:00+00:00,5572,3.1853,3.1318,0.05349999999999966,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.247975,1.510903,4,False,True
BTCUSD_5589_BULLISH_5561_5572,BTCUSD,LONG,2025-01-19T21:00:00+00:00,5589,104188.0,103209.0,979.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.751447,3.996255,1,False,True
BTCUSD_5592_BULLISH_5504_5521,BTCUSD,LONG,2025-01-20T00:00:00+00:00,5592,99788.5,98573.0,1215.5,1.7143,1.7143,0.0,0.0,2.5,1.4286,1.7143,3.088304,0.0,2,False,True
ETHUSD_5592_BULLISH_5579_5582,ETHUSD,LONG,2025-01-20T00:00:00+00:00,5592,3188.8,3129.7,59.100000000000364,1.7143,1.7143,0.0,0.0,-0.2,1.4286,1.7143,2.248731,0.181049,2,False,True
ETHUSD_5651_BEARISH_5640_5647,ETHUSD,SHORT,2025-01-22T11:00:00+00:00,5651,3366.0,3322.5,43.5,1.7142,1.7143,0.0,0.0,-0.2,1.4286,1.7142,2.034483,0.0,3,False,True
XRPUSD_5655_BULLISH_5648_5651,XRPUSD,LONG,2025-01-22T15:00:00+00:00,5655,3.1735,3.1411,0.03240000000000043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.123457,1.432099,3,False,True
SOLUSD_5658_BULLISH_5650_5653,SOLUSD,LONG,2025-01-22T18:00:00+00:00,5658,254.865,252.11,2.7549999999999955,1.7151,1.7143,0.0,0.0,2.5,1.4286,1.7151,5.833636,0.219359,1,False,True
SOLUSD_5662_BULLISH_5658_5659,SOLUSD,LONG,2025-01-22T22:00:00+00:00,5662,260.09,253.219,6.870999999999981,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.379906,1.141464,3,False,True
BTCUSD_5672_BULLISH_5622_5627,BTCUSD,LONG,2025-01-23T08:00:00+00:00,5672,102181.5,101112.0,1069.5,1.7143,1.7143,4.428,9.856,2.5,1.4286,1.7143,5.093813,0.876578,6,False,True
SOLUSD_5683_BULLISH_5677_5678,SOLUSD,LONG,2025-01-23T19:00:00+00:00,5683,247.504,242.03,5.4739999999999895,1.7134,1.7143,0.0,0.0,2.5,1.4286,1.7134,2.945926,0.081963,1,False,True
SOLUSD_5705_BEARISH_5660_5665,SOLUSD,SHORT,2025-01-24T17:00:00+00:00,5705,272.0,264.278,7.72199999999998,1.7143,1.7143,0.0,0.0,-0.2,1.4286,1.7143,1.728136,0.0,4,False,True
XRPUSD_5708_BULLISH_5691_5698,XRPUSD,LONG,2025-01-24T20:00:00+00:00,5708,3.1314,3.0525,0.07889999999999997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.546261,1.741867,51,False,True
SOLUSD_5716_BULLISH_5685_5693,SOLUSD,LONG,2025-01-25T04:00:00+00:00,5716,251.42,243.488,7.931999999999988,1.7151,1.7143,4.428,0.0,-0.2,1.4286,1.7151,1.891578,0.549336,14,False,True
BTCUSD_5718_BULLISH_5691_5693,BTCUSD,LONG,2025-01-25T06:00:00+00:00,5718,104274.0,102682.5,1591.5,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,1.345795,1.189339,41,False,True
ETHUSD_5753_BEARISH_5740_5745,ETHUSD,SHORT,2025-01-26T17:00:00+00:00,5753,3361.2,3335.0,26.199999999999818,1.7145,1.7143,0.0,0.0,2.5,1.4286,1.7145,2.590331,0.022901,4,False,True
SOLUSD_5796_BULLISH_5781_5788,SOLUSD,LONG,2025-01-28T12:00:00+00:00,5796,237.72,232.619,5.100999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.924067,1.16964,4,False,True
XRPUSD_5804_BULLISH_5793_5796,XRPUSD,LONG,2025-01-28T20:00:00+00:00,5804,3.1101,3.0708,0.03929999999999989,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.082273,2.89313,1,False,True
BTCUSD_5814_BEARISH_5799_5804,BTCUSD,SHORT,2025-01-29T06:00:00+00:00,5814,103797.0,102450.5,1346.5,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,1.408219,1.197549,13,False,True
SOLUSD_5840_BEARISH_5789_5802,SOLUSD,SHORT,2025-01-30T08:00:00+00:00,5840,243.76,239.494,4.265999999999991,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.477106,1.246914,7,False,True
BTCUSD_5849_BULLISH_5839_5846,BTCUSD,LONG,2025-01-30T17:00:00+00:00,5849,105308.0,104760.5,547.5,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.420091,1.103196,1,False,True
SOLUSD_5852_BULLISH_5839_5846,SOLUSD,LONG,2025-01-30T20:00:00+00:00,5852,239.621,237.088,2.5330000000000155,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.594289,1.293723,4,False,True
BTCUSD_5860_BULLISH_5832_5835,BTCUSD,LONG,2025-01-31T04:00:00+00:00,5860,104083.0,103229.0,854.0,1.7143,1.7143,0.0,0.0,-0.2,1.4286,1.7143,1.749415,0.0,9,False,True
ETHUSD_5862_BEARISH_5858_5860,ETHUSD,SHORT,2025-01-31T06:00:00+00:00,5862,3278.65,3245.65,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.882828,3.375758,5,False,True
ETHUSD_5867_BEARISH_5753_5758,ETHUSD,SHORT,2025-01-31T11:00:00+00:00,5867,3343.6,3313.8,29.799999999999727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.66443,1,False,True
SOLUSD_5868_BEARISH_5847_5859,SOLUSD,SHORT,2025-01-31T12:00:00+00:00,5868,244.55,240.51,4.0400000000000205,1.7129,1.7143,0.0,0.0,-0.2,1.4286,1.7129,1.835314,0.085281,2,False,True
SOLUSD_5874_BULLISH_5832_5835,SOLUSD,LONG,2025-01-31T18:00:00+00:00,5874,231.34,226.74,4.599999999999994,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,1.110145,1.128319,16,False,True
ETHUSD_5890_BULLISH_5860_5867,ETHUSD,LONG,2025-02-01T10:00:00+00:00,5890,3234.6,3212.4,22.199999999999818,1.7141,1.7143,0.0,0.0,2.5,1.4286,1.7141,2.525526,0.018018,2,False,True
BTCUSD_5913_BULLISH_5778_5786,BTCUSD,LONG,2025-02-02T09:00:00+00:00,5913,99731.5,98818.0,913.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.201241,1.367086,2,False,True
SOLUSD_5940_BULLISH_5933_5938,SOLUSD,LONG,2025-02-03T12:00:00+00:00,5940,197.31,189.6,7.710000000000008,1.7151,1.7143,4.428,9.856,2.5,1.4286,1.7151,2.503848,0.978383,3,False,True
SOLUSD_5946_BEARISH_5912_5920,SOLUSD,SHORT,2025-02-03T18:00:00+00:00,5946,215.635,210.736,4.899000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.586991,1.540246,3,False,True
ETHUSD_5981_BEARISH_5966_5973,ETHUSD,SHORT,2025-02-05T05:00:00+00:00,5981,2844.65,2774.0,70.65000000000009,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,1.465676,1.071715,24,False,True
BTCUSD_5993_BULLISH_5985_5989,BTCUSD,LONG,2025-02-05T17:00:00+00:00,5993,97913.5,97205.5,708.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.407721,1,False,True
XRPUSD_5999_BULLISH_5941_5943,XRPUSD,LONG,2025-02-05T23:00:00+00:00,5999,2.3823,2.3211,0.06119999999999992,1.8083,1.7143,0.0,0.0,-0.2,1.4286,1.8083,2.172113,0.0,7,False,True
BTCUSD_6006_BEARISH_5990_5994,BTCUSD,SHORT,2025-02-06T06:00:00+00:00,6006,99123.0,98074.5,1048.5,1.7143,1.7143,4.428,9.856,-0.2,1.4286,1.7143,1.865045,0.96185,9,False,True
SOLUSD_6006_BEARISH_5990_5991,SOLUSD,SHORT,2025-02-06T06:00:00+00:00,6006,207.51,203.12,4.389999999999986,1.7153,1.7143,0.0,0.0,-0.2,1.4286,1.7153,1.731967,0.0,5,False,True
XRPUSD_6012_BULLISH_5998_6006,XRPUSD,LONG,2025-02-06T12:00:00+00:00,6012,2.4127,2.36,0.05270000000000019,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.958254,2.895003,3,False,True
ETHUSD_6014_BULLISH_5994_6005,ETHUSD,LONG,2025-02-06T14:00:00+00:00,6014,2754.0,2714.0,40.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.526667,2.071667,1,False,True
SOLUSD_6038_BEARISH_6006_6015,SOLUSD,SHORT,2025-02-07T14:00:00+00:00,6038,203.83,201.3,2.530000000000001,1.7141,1.7143,4.428,0.0,2.5,1.4286,1.7141,3.213439,0.578393,1,False,True
ETHUSD_6040_BULLISH_6030_6034,ETHUSD,LONG,2025-02-07T16:00:00+00:00,6040,2714.6,2666.7,47.90000000000009,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.0,1.179541,1,False,True
BTCUSD_6043_BULLISH_6030_6036,BTCUSD,LONG,2025-02-07T19:00:00+00:00,6043,97328.0,96534.5,793.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.622348,1,False,True
BTCUSD_6083_BULLISH_6069_6073,BTCUSD,LONG,2025-02-09T11:00:00+00:00,6083,96573.5,96310.5,263.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.344106,3.068441,2,False,True
BTCUSD_6095_BEARISH_6092_6093,BTCUSD,SHORT,2025-02-09T23:00:00+00:00,6095,96736.0,95992.5,743.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.638422,1,False,True
SOLUSD_6095_BEARISH_6088_6093,SOLUSD,SHORT,2025-02-09T23:00:00+00:00,6095,201.99,200.0,1.990000000000009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125628,3.01206,1,False,True
SOLUSD_6097_BULLISH_6093_6096,SOLUSD,LONG,2025-02-10T01:00:00+00:00,6097,199.73,193.36,6.369999999999976,1.7148,1.7143,4.428,0.0,-0.2,1.4286,1.7148,2.252747,0.500994,12,False,True
XRPUSD_6098_BULLISH_6030_6033,XRPUSD,LONG,2025-02-10T02:00:00+00:00,6098,2.3525,2.2649,0.08760000000000012,1.6651,1.7108,0.0,0.0,-0.2,-0.5,1.6651,1.710807,0.0,6,False,True
SOLUSD_6135_BULLISH_6098_6104,SOLUSD,LONG,2025-02-11T15:00:00+00:00,6135,199.45,195.744,3.705999999999989,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.509624,1.285663,4,False,True
XRPUSD_6137_BULLISH_6111_6124,XRPUSD,LONG,2025-02-11T17:00:00+00:00,6137,2.4374,2.4042,0.033199999999999896,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.626506,1,False,True
SOLUSD_6153_BEARISH_6142_6147,SOLUSD,SHORT,2025-02-12T09:00:00+00:00,6153,199.29,196.1,3.1899999999999977,1.7126,1.7143,4.428,0.0,2.5,1.4286,1.7126,3.165517,0.661442,4,False,True
ETHUSD_6209_BEARISH_6038_6043,ETHUSD,SHORT,2025-02-14T17:00:00+00:00,6209,2796.0,2762.5,33.5,1.7144,1.7143,4.428,9.856,-0.2,1.4286,1.7144,1.760199,0.783085,2,False,True
ETHUSD_6234_BEARISH_6227_6230,ETHUSD,SHORT,2025-02-15T18:00:00+00:00,6234,2713.85,2698.35,15.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.335484,1.758065,11,False,True
SOLUSD_6237_BEARISH_6234_6236,SOLUSD,SHORT,2025-02-15T21:00:00+00:00,6237,194.995,193.5,1.4950000000000045,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.360981,1.328205,3,False,True
ETHUSD_6247_BULLISH_6236_6245,ETHUSD,LONG,2025-02-16T07:00:00+00:00,6247,2695.85,2677.65,18.199999999999818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.505495,1.216117,7,False,True
SOLUSD_6253_BULLISH_6182_6201,SOLUSD,LONG,2025-02-16T13:00:00+00:00,6253,191.48,188.802,2.6779999999999973,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.214588,1.704506,5,False,True
BTCUSD_6285_BEARISH_6278_6279,BTCUSD,SHORT,2025-02-17T21:00:00+00:00,6285,97000.0,96350.0,650.0,1.7143,1.7143,0.0,0.0,-0.2,1.4286,1.7143,1.758974,0.0,2,False,True
XRPUSD_6285_BEARISH_6278_6280,XRPUSD,SHORT,2025-02-17T21:00:00+00:00,6285,2.7309,2.6755,0.055400000000000116,1.6691,1.7143,0.0,0.0,-0.2,1.4286,1.6691,2.102286,0.0,8,False,True
SOLUSD_6287_BULLISH_5437_5485,SOLUSD,LONG,2025-02-17T23:00:00+00:00,6287,178.185,174.183,4.0020000000000095,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.598201,1.905547,6,False,True
BTCUSD_6288_BULLISH_6158_6160,BTCUSD,LONG,2025-02-18T00:00:00+00:00,6288,95636.5,94422.5,1214.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.528281,1.392641,17,False,True
BTCUSD_6300_BEARISH_6290_6294,BTCUSD,SHORT,2025-02-18T12:00:00+00:00,6300,96296.5,95972.0,324.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.477658,1,False,True
ETHUSD_6311_BEARISH_6302_6304,ETHUSD,SHORT,2025-02-18T23:00:00+00:00,6311,2731.55,2670.4,61.15000000000009,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.66912,1.086127,11,False,True
SOLUSD_6311_BEARISH_6300_6304,SOLUSD,SHORT,2025-02-18T23:00:00+00:00,6311,171.44,168.329,3.11099999999999,1.713,1.7143,4.428,0.0,-0.2,1.4286,1.713,2.265831,0.699989,5,False,True
XRPUSD_6314_BEARISH_6302_6303,XRPUSD,SHORT,2025-02-19T02:00:00+00:00,6314,2.6292,2.5616,0.0676000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,1.329389,1.021696,9,False,True
SOLUSD_6332_BULLISH_6317_6322,SOLUSD,LONG,2025-02-19T20:00:00+00:00,6332,167.102,163.648,3.4540000000000077,1.7145,1.7143,0.0,0.0,-0.2,1.4286,1.7145,2.378498,0.0,6,False,True
