ob_id,asset,direction,decision_timestamp,decision_bar_idx,ob_top,ob_bottom,ob_width,r_ctrl_a_quantedge_current,r_ctrl_b_proximal_edge,r_ctrl_c_midpoint_50,r_ctrl_d_deep_75,r_ctrl_e_swing_liquidity_tp,r_ctrl_f_atr_buffered_sl,r_ctrl_g_optimistic_exec,mfe_r,mae_r,holding_bars,is_ambiguous_same_bar_touch,first_touch_occurred
XRPUSD_9351_BULLISH_9341_9349,XRPUSD,LONG,2025-06-25T15:00:00+00:00,9351,2.1822,2.1691,0.013100000000000112,2.145,1.7143,4.428,9.856,2.5,1.4286,2.145,2.888041,0.826972,4,False,True
ETHUSD_9386_BEARISH_9380_9384,ETHUSD,SHORT,2025-06-27T02:00:00+00:00,9386,2456.95,2429.45,27.5,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.214545,1.106667,5,False,True
ETHUSD_9396_BULLISH_9385_9393,ETHUSD,LONG,2025-06-27T12:00:00+00:00,9396,2431.4,2379.75,51.65000000000009,1.7142,1.7143,4.428,9.856,-0.2,1.4286,1.7142,2.372701,0.802517,58,False,True
XRPUSD_9414_BEARISH_9363_9371,XRPUSD,SHORT,2025-06-28T06:00:00+00:00,9414,2.2125,2.1913,0.021199999999999886,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.408805,1.389937,40,False,True
SOLUSD_9420_BEARISH_9363_9373,SOLUSD,SHORT,2025-06-28T12:00:00+00:00,9420,148.0,145.637,2.3629999999999995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.217097,1.366765,3,False,True
BTCUSD_9421_BULLISH_9409_9411,BTCUSD,LONG,2025-06-28T13:00:00+00:00,9421,107097.0,106777.0,320.0,1.7143,1.7143,0.0,0.0,-0.2,1.4286,1.7143,1.898438,0.085938,19,False,True
XRPUSD_9426_BULLISH_9416_9423,XRPUSD,LONG,2025-06-28T18:00:00+00:00,9426,2.1917,2.1797,0.01200000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.0,1.133333,2,False,True
ETHUSD_9428_BULLISH_9416_9423,ETHUSD,LONG,2025-06-28T20:00:00+00:00,9428,2431.7,2418.8,12.899999999999636,1.714,1.7143,4.428,0.0,-0.2,1.4286,1.714,1.996124,0.635659,13,False,True
SOLUSD_9440_BEARISH_9430_9434,SOLUSD,SHORT,2025-06-29T08:00:00+00:00,9440,151.341,150.688,0.65300000000002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.333844,2.3951,1,False,True
BTCUSD_9452_BULLISH_9434_9440,BTCUSD,LONG,2025-06-29T20:00:00+00:00,9452,107317.0,107129.0,188.0,1.7143,1.7143,4.428,0.0,-0.2,1.4286,1.7143,2.037234,0.547872,1,False,True
ETHUSD_9452_BULLISH_9434_9440,ETHUSD,LONG,2025-06-29T20:00:00+00:00,9452,2433.0,2423.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.531579,2.405263,1,False,True
BTCUSD_9460_BEARISH_9139_9159,BTCUSD,SHORT,2025-06-30T04:00:00+00:00,9460,108865.0,108217.5,647.5,1.7143,1.7143,0.0,0.0,-0.2,1.4286,1.7143,2.328185,0.209266,10,False,True
XRPUSD_9460_BULLISH_9453_9454,XRPUSD,LONG,2025-06-30T04:00:00+00:00,9460,2.1916,2.1779,0.013700000000000045,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.450122,1.467153,2,False,True
BTCUSD_9462_BULLISH_9453_9456,BTCUSD,LONG,2025-06-30T06:00:00+00:00,9462,107700.0,107214.0,486.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.469136,2.037037,8,False,True
SOLUSD_9462_BULLISH_9448_9454,SOLUSD,LONG,2025-06-30T06:00:00+00:00,9462,150.921,149.67,1.2510000000000048,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.206501,1.288836,2,False,True
SOLUSD_9464_BULLISH_9436_9442,SOLUSD,LONG,2025-06-30T08:00:00+00:00,9464,149.95,149.319,0.6310000000000002,1.7116,1.7143,4.428,0.0,2.5,1.4286,1.7116,2.852615,0.573693,5,False,True
SOLUSD_9540_BULLISH_9530_9533,SOLUSD,LONG,2025-07-03T12:00:00+00:00,9540,153.13,151.694,1.436000000000007,1.7168,1.7143,0.0,0.0,-0.2,1.4286,1.7168,2.053853,0.26091,1,False,True
ETHUSD_9543_BULLISH_9530_9541,ETHUSD,LONG,2025-07-03T15:00:00+00:00,9543,2580.45,2555.75,24.699999999999818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.558704,1.423752,15,False,True
XRPUSD_9543_BULLISH_9528_9537,XRPUSD,LONG,2025-07-03T15:00:00+00:00,9543,2.2461,2.2242,0.02190000000000003,1.7884,1.7143,0.0,0.0,-0.2,1.4286,1.7884,2.439878,0.0,3,False,True
BTCUSD_9559_BULLISH_9530_9537,BTCUSD,LONG,2025-07-04T07:00:00+00:00,9559,108946.5,108488.5,458.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.0,1.004367,1,False,True
SOLUSD_9565_BULLISH_9516_9518,SOLUSD,LONG,2025-07-04T13:00:00+00:00,9565,148.583,147.068,1.5149999999999864,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.532233,1.744554,2,False,True
BTCUSD_9583_BULLISH_9578_9582,BTCUSD,LONG,2025-07-05T07:00:00+00:00,9583,108056.5,107698.5,358.0,1.7143,1.7143,4.428,9.856,2.5,1.4286,1.7143,2.888268,0.846369,30,False,True
XRPUSD_9584_BULLISH_9578_9582,XRPUSD,LONG,2025-07-05T08:00:00+00:00,9584,2.2228,2.209,0.013799999999999812,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.990338,1.463768,9,False,True
ETHUSD_9598_BEARISH_9587_9591,ETHUSD,SHORT,2025-07-05T22:00:00+00:00,9598,2525.3,2516.85,8.450000000000273,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.976331,1.153846,8,False,True
SOLUSD_9598_BEARISH_9589_9592,SOLUSD,SHORT,2025-07-05T22:00:00+00:00,9598,148.638,147.755,0.8830000000000098,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.207248,1.375991,14,False,True
XRPUSD_9600_BEARISH_9590_9594,XRPUSD,SHORT,2025-07-06T00:00:00+00:00,9600,2.2296,2.2182,0.011400000000000077,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.95614,1.447368,6,False,True
BTCUSD_9611_BEARISH_9602_9609,BTCUSD,SHORT,2025-07-06T11:00:00+00:00,9611,108222.0,108009.0,213.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.065728,5.077465,2,False,True
SOLUSD_9611_BEARISH_9607_9609,SOLUSD,SHORT,2025-07-06T11:00:00+00:00,9611,148.46,147.829,0.6310000000000002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.083994,1.808241,1,False,True
SOLUSD_9614_BEARISH_9557_9565,SOLUSD,SHORT,2025-07-06T14:00:00+00:00,9614,153.871,151.49,2.3810000000000002,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.803724,1.01624,7,False,True
BTCUSD_9624_BULLISH_9618_9621,BTCUSD,LONG,2025-07-07T00:00:00+00:00,9624,108890.0,108222.5,667.5,1.7143,1.7143,0.0,0.0,-0.2,1.4286,1.7143,1.907366,0.180025,3,False,True
ETHUSD_9638_BULLISH_9618_9621,ETHUSD,LONG,2025-07-07T14:00:00+00:00,9638,2547.25,2523.45,23.800000000000182,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.109244,1.669468,2,False,True
XRPUSD_9644_BULLISH_9631_9633,XRPUSD,LONG,2025-07-07T20:00:00+00:00,9644,2.2721,2.2543,0.017799999999999816,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,1.074906,1.0,5,False,True
SOLUSD_9666_BEARISH_9635_9641,SOLUSD,SHORT,2025-07-08T18:00:00+00:00,9666,153.571,152.109,1.461999999999989,1.7187,1.7143,0.0,0.0,-0.2,1.4286,1.7187,2.332421,0.270406,2,False,True
XRPUSD_9670_BEARISH_9641_9650,XRPUSD,SHORT,2025-07-08T22:00:00+00:00,9670,2.3315,2.3045,0.027000000000000135,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.71358,1.133333,7,False,True
ETHUSD_9676_BEARISH_9673_9675,ETHUSD,SHORT,2025-07-09T04:00:00+00:00,9676,2626.8,2599.1,27.700000000000273,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.239471,1.962696,1,False,True
BTCUSD_9686_BULLISH_9677_9683,BTCUSD,LONG,2025-07-09T14:00:00+00:00,9686,108911.0,108439.0,472.0,1.7143,1.7143,0.0,0.0,2.5,1.4286,1.7143,6.616525,0.322034,5,False,True
SOLUSD_9712_BEARISH_9704_9711,SOLUSD,SHORT,2025-07-10T16:00:00+00:00,9712,159.142,157.751,1.3909999999999911,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.202971,2.972682,1,False,True
ETHUSD_9735_BULLISH_9720_9729,ETHUSD,LONG,2025-07-11T15:00:00+00:00,9735,2958.05,2914.4,43.65000000000009,1.7143,1.7143,0.0,0.0,-0.2,1.4286,1.7143,1.920199,0.331042,4,False,True
ETHUSD_9775_BEARISH_9755_9758,ETHUSD,SHORT,2025-07-13T07:00:00+00:00,9775,2979.35,2960.55,18.799999999999727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.542553,1.989362,5,False,True
SOLUSD_9781_BEARISH_9751_9755,SOLUSD,SHORT,2025-07-13T13:00:00+00:00,9781,163.7845,162.7,1.0845000000000198,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.804211,1.414938,1,False,True
XRPUSD_9793_BEARISH_9786_9789,XRPUSD,SHORT,2025-07-14T01:00:00+00:00,9793,2.8826,2.8494,0.033199999999999896,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.313253,1.594378,1,False,True
BTCUSD_9830_BULLISH_9720_9725,BTCUSD,LONG,2025-07-15T14:00:00+00:00,9830,116063.0,115207.5,855.5,1.7143,1.7143,0.0,0.0,2.5,1.4286,1.7143,2.937658,0.136567,2,False,True
SOLUSD_9831_BEARISH_9829_9830,SOLUSD,SHORT,2025-07-15T15:00:00+00:00,9831,162.0,159.681,2.3189999999999884,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02228,1.496191,2,False,True
SOLUSD_9851_BEARISH_9805_9807,SOLUSD,SHORT,2025-07-16T11:00:00+00:00,9851,168.535,166.173,2.3619999999999948,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.769687,1.174428,4,False,True
BTCUSD_9924_BULLISH_9920_9922,BTCUSD,LONG,2025-07-19T12:00:00+00:00,9924,118251.5,117917.5,334.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.178144,1.871257,2,False,True
SOLUSD_9927_BEARISH_9925_9926,SOLUSD,SHORT,2025-07-19T15:00:00+00:00,9927,177.886,176.951,0.9350000000000023,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.51123,1.010695,1,False,True
SOLUSD_9938_BULLISH_9926_9937,SOLUSD,LONG,2025-07-20T02:00:00+00:00,9938,177.906,174.815,3.091000000000008,1.7154,1.7143,0.0,0.0,-0.2,1.4286,1.7154,1.916424,0.079047,7,False,True
BTCUSD_9944_BEARISH_9923_9926,BTCUSD,SHORT,2025-07-20T08:00:00+00:00,9944,118469.0,118131.5,337.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.248889,1.997037,6,False,True
XRPUSD_9944_BEARISH_9901_9903,XRPUSD,SHORT,2025-07-20T08:00:00+00:00,9944,3.5453,3.4674,0.07790000000000008,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.158751,1.054771,6,False,True
BTCUSD_9966_BEARISH_9900_9902,BTCUSD,SHORT,2025-07-21T06:00:00+00:00,9966,119532.0,119138.5,393.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.376112,1,False,True
ETHUSD_9978_BULLISH_9961_9974,ETHUSD,LONG,2025-07-21T18:00:00+00:00,9978,3754.0,3701.0,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,1.465409,1.14717,7,False,True
XRPUSD_9979_BULLISH_9972_9974,XRPUSD,LONG,2025-07-21T19:00:00+00:00,9979,3.55,3.5005,0.049499999999999655,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.001347,2.028956,6,False,True
BTCUSD_9983_BULLISH_9960_9966,BTCUSD,LONG,2025-07-21T23:00:00+00:00,9983,117345.0,116472.0,873.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.214586,1.711722,2,False,True
SOLUSD_9988_BULLISH_9979_9985,SOLUSD,LONG,2025-07-22T04:00:00+00:00,9988,195.62,193.082,2.538000000000011,1.715,1.7143,0.0,0.0,-0.2,1.4286,1.715,2.193065,0.307591,1,False,True
XRPUSD_9988_BULLISH_9938_9944,XRPUSD,LONG,2025-07-22T04:00:00+00:00,9988,3.425,3.3855,0.03949999999999987,1.8523,1.7143,0.0,0.0,-0.2,1.4286,1.8523,2.38903,0.0,1,False,True
SOLUSD_10001_BEARISH_6210_6260,SOLUSD,SHORT,2025-07-22T17:00:00+00:00,10001,205.282,202.51,2.77200000000002,1.7138,1.7143,0.0,0.0,-0.2,1.4286,1.7138,2.291486,0.401732,2,False,True
SOLUSD_10014_BULLISH_10004_10007,SOLUSD,LONG,2025-07-23T06:00:00+00:00,10014,201.44,198.447,2.992999999999995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.230872,1.392026,3,False,True
BTCUSD_10036_BULLISH_10025_10031,BTCUSD,LONG,2025-07-24T04:00:00+00:00,10036,118097.0,117286.5,810.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.933786,1.370142,3,False,True
XRPUSD_10056_BULLISH_10040_10046,XRPUSD,LONG,2025-07-25T00:00:00+00:00,10056,3.1099,3.0558,0.05410000000000004,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.577942,1.28589,3,False,True
ETHUSD_10065_BEARISH_10051_10056,ETHUSD,SHORT,2025-07-25T09:00:00+00:00,10065,3754.45,3719.55,34.899999999999636,1.7144,1.7143,4.428,0.0,-0.2,1.4286,1.7144,1.964661,0.719198,4,False,True
XRPUSD_10077_BEARISH_10067_10070,XRPUSD,SHORT,2025-07-25T21:00:00+00:00,10077,3.1526,3.1257,0.026899999999999924,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.19083,1.525403,5,False,True
ETHUSD_10101_BEARISH_10090_10094,ETHUSD,SHORT,2025-07-26T21:00:00+00:00,10101,3783.2,3751.9,31.299999999999727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.789137,1.502662,1,False,True
BTCUSD_10112_BULLISH_10104_10106,BTCUSD,LONG,2025-07-27T08:00:00+00:00,10112,117955.0,117812.5,142.5,1.7143,1.7143,4.428,9.856,-0.2,1.4286,1.7143,2.322807,0.831579,2,False,True
XRPUSD_10113_BULLISH_10104_10109,XRPUSD,LONG,2025-07-27T09:00:00+00:00,10113,3.181,3.1553,0.025700000000000056,1.8379,1.7143,0.0,0.0,-0.2,1.4286,1.8379,1.993515,0.294423,2,False,True
ETHUSD_10124_BULLISH_10118_10122,ETHUSD,LONG,2025-07-27T20:00:00+00:00,10124,3823.05,3791.8,31.25,1.7145,1.7143,0.0,0.0,2.5,1.4286,1.7145,2.720533,0.0016,2,False,True
XRPUSD_10141_BULLISH_10116_10126,XRPUSD,LONG,2025-07-28T13:00:00+00:00,10141,3.1967,3.1608,0.03589999999999982,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.463324,1.761374,1,False,True
BTCUSD_10142_BULLISH_10113_10119,BTCUSD,LONG,2025-07-28T14:00:00+00:00,10142,117991.0,117836.5,154.5,1.7143,1.7143,4.428,0.0,2.5,1.4286,1.7143,3.291262,0.517799,1,False,True
SOLUSD_10144_BULLISH_10121_10130,SOLUSD,LONG,2025-07-28T16:00:00+00:00,10144,188.317,185.904,2.413000000000011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.292471,1,False,True
ETHUSD_10167_BULLISH_10154_10158,ETHUSD,LONG,2025-07-29T15:00:00+00:00,10167,3772.75,3728.85,43.90000000000009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.199696,1.422172,1,False,True
ETHUSD_10168_BULLISH_10098_10106,ETHUSD,LONG,2025-07-29T16:00:00+00:00,10168,3755.8,3706.55,49.25,1.7143,1.7143,0.0,0.0,-0.2,1.4286,1.7143,1.838579,0.075465,9,False,True
BTCUSD_10187_BULLISH_10172_10179,BTCUSD,LONG,2025-07-30T11:00:00+00:00,10187,117853.0,117055.5,797.5,1.7143,1.7143,4.428,0.0,-0.2,1.4286,1.7143,1.756949,0.57116,3,False,True
XRPUSD_10190_BEARISH_10179_10186,XRPUSD,SHORT,2025-07-30T14:00:00+00:00,10190,3.149,3.1286,0.020399999999999974,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.601307,1.267974,1,False,True
BTCUSD_10191_BULLISH_10187_10190,BTCUSD,LONG,2025-07-30T15:00:00+00:00,10191,118163.5,117305.0,858.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09105,2.319355,3,False,True
ETHUSD_10196_BEARISH_10190_10194,ETHUSD,SHORT,2025-07-30T20:00:00+00:00,10196,3832.0,3762.85,69.15000000000009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.748855,1.344179,4,False,True
SOLUSD_10199_BEARISH_10190_10194,SOLUSD,SHORT,2025-07-30T23:00:00+00:00,10199,180.539,177.655,2.883999999999986,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.382339,1.128525,5,False,True
BTCUSD_10200_BEARISH_10191_10194,BTCUSD,SHORT,2025-07-31T00:00:00+00:00,10200,118778.0,117793.0,985.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.121489,1.183418,7,False,True
SOLUSD_10204_BEARISH_10183_10186,SOLUSD,SHORT,2025-07-31T04:00:00+00:00,10204,182.518,180.316,2.201999999999998,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.328792,1.078716,5,False,True
SOLUSD_10214_BULLISH_10197_10204,SOLUSD,LONG,2025-07-31T14:00:00+00:00,10214,176.599,174.713,1.8859999999999957,1.7126,1.7143,4.428,0.0,2.5,1.4286,1.7126,2.553199,0.663485,2,False,True
XRPUSD_10214_BULLISH_10197_10209,XRPUSD,LONG,2025-07-31T14:00:00+00:00,10214,3.0986,3.0616,0.03699999999999992,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.648649,1.381982,5,False,True
ETHUSD_10218_BULLISH_10197_10200,ETHUSD,LONG,2025-07-31T18:00:00+00:00,10218,3774.4,3741.3,33.09999999999991,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.58711,1.312185,1,False,True
BTCUSD_10282_BEARISH_10252_10263,BTCUSD,SHORT,2025-08-03T10:00:00+00:00,10282,114011.5,113777.0,234.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.857143,1,False,True
ETHUSD_10284_BEARISH_10256_10265,ETHUSD,SHORT,2025-08-03T12:00:00+00:00,10284,3523.8,3486.65,37.15000000000009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.50157,1.969044,12,False,True
SOLUSD_10298_BEARISH_10259_10263,SOLUSD,SHORT,2025-08-04T02:00:00+00:00,10298,165.064,162.173,2.890999999999991,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.78116,1.290557,11,False,True
BTCUSD_10323_BULLISH_10307_10309,BTCUSD,LONG,2025-08-05T03:00:00+00:00,10323,114489.0,114177.0,312.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.0,1.166667,1,False,True
BTCUSD_10327_BULLISH_10286_10290,BTCUSD,LONG,2025-08-05T07:00:00+00:00,10327,114029.5,113543.5,486.0,1.7143,1.7143,0.0,0.0,-0.2,1.4286,1.7143,2.138889,0.306584,3,False,True
XRPUSD_10329_BEARISH_10321_10324,XRPUSD,SHORT,2025-08-05T09:00:00+00:00,10329,3.1064,3.0533,0.0530999999999997,1.6717,1.7143,0.0,0.0,2.5,1.4286,1.6717,2.728814,0.329567,5,False,True
SOLUSD_10332_BULLISH_10328_10330,SOLUSD,LONG,2025-08-05T12:00:00+00:00,10332,167.194,165.593,1.600999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.060379,2.701437,2,False,True
SOLUSD_10341_BULLISH_10302_10309,SOLUSD,LONG,2025-08-05T21:00:00+00:00,10341,162.4,161.202,1.1980000000000075,1.7134,1.7143,4.428,9.856,-0.2,1.4286,1.7134,1.909293,0.989983,1,False,True
ETHUSD_10356_BULLISH_10345_10349,ETHUSD,LONG,2025-08-06T12:00:00+00:00,10356,3593.8,3563.05,30.75,1.7144,1.7143,4.428,0.0,-0.2,1.4286,1.7144,2.154472,0.544715,2,False,True
BTCUSD_10397_BULLISH_10380_10387,BTCUSD,LONG,2025-08-08T05:00:00+00:00,10397,116559.0,115980.5,578.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.182368,1.201383,10,False,True
XRPUSD_10444_BEARISH_10433_10438,XRPUSD,SHORT,2025-08-10T04:00:00+00:00,10444,3.2972,3.2661,0.03110000000000035,1.881,1.7143,0.0,0.0,2.5,1.4286,1.881,4.817792,0.0,3,False,True
SOLUSD_10446_BULLISH_10430_10441,SOLUSD,LONG,2025-08-10T06:00:00+00:00,10446,181.16,178.835,2.3249999999999886,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.526022,1.599857,1,False,True
ETHUSD_10447_BULLISH_10430_10435,ETHUSD,LONG,2025-08-10T07:00:00+00:00,10447,4198.05,4153.65,44.400000000000546,1.7144,1.7143,4.428,9.856,-0.2,1.4286,1.7144,1.839339,0.783784,10,False,True
XRPUSD_10466_BEARISH_10444_10447,XRPUSD,SHORT,2025-08-11T02:00:00+00:00,10466,3.2779,3.2494,0.028499999999999748,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.39883,1.182456,3,False,True
BTCUSD_10485_BULLISH_10460_10463,BTCUSD,LONG,2025-08-11T21:00:00+00:00,10485,118748.5,118040.0,708.5,1.7143,1.7143,4.428,9.856,-0.2,1.4286,1.7143,2.059986,0.764761,16,False,True
XRPUSD_10522_BEARISH_10473_10483,XRPUSD,SHORT,2025-08-13T10:00:00+00:00,10522,3.3204,3.2703,0.05009999999999959,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.753826,1.407186,3,False,True
XRPUSD_10542_BULLISH_10527_10538,XRPUSD,LONG,2025-08-14T06:00:00+00:00,10542,3.2688,3.226,0.04280000000000017,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.445483,1.093458,2,False,True
ETHUSD_10605_BULLISH_10597_10604,ETHUSD,LONG,2025-08-16T21:00:00+00:00,10605,4427.6,4382.95,44.650000000000546,1.7141,1.7143,4.428,0.0,-0.2,1.4286,1.7141,2.134005,0.689436,7,False,True
BTCUSD_10631_BULLISH_10609_10612,BTCUSD,LONG,2025-08-17T23:00:00+00:00,10631,117462.0,117133.0,329.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.150456,1.525836,1,False,True
XRPUSD_10645_BULLISH_10349_10358,XRPUSD,LONG,2025-08-18T13:00:00+00:00,10645,2.9672,2.905,0.062200000000000255,1.6795,1.7143,0.0,0.0,2.5,1.4286,1.6795,3.087889,0.0,4,False,True
SOLUSD_10667_BEARISH_10657_10659,SOLUSD,SHORT,2025-08-19T11:00:00+00:00,10667,185.82,182.566,3.2539999999999907,1.7126,1.7143,0.0,0.0,-0.2,1.4286,1.7126,2.181725,0.012907,3,False,True
BTCUSD_10680_BULLISH_10335_10378,BTCUSD,LONG,2025-08-20T00:00:00+00:00,10680,113203.5,112640.0,563.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.286602,1.232476,1,False,True
SOLUSD_10682_BEARISH_10669_10672,SOLUSD,SHORT,2025-08-20T02:00:00+00:00,10682,183.411,180.606,2.805000000000007,1.7147,1.7143,4.428,0.0,-0.2,1.4286,1.7147,1.821628,0.560784,12,False,True
XRPUSD_10694_BEARISH_10688_10693,XRPUSD,SHORT,2025-08-20T14:00:00+00:00,10694,2.913,2.8623,0.05069999999999997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.541749,1,False,True
ETHUSD_10696_BEARISH_10669_10670,ETHUSD,SHORT,2025-08-20T16:00:00+00:00,10696,4340.0,4263.5,76.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.416558,1,False,True
ETHUSD_10697_BEARISH_10654_10659,ETHUSD,SHORT,2025-08-20T17:00:00+00:00,10697,4386.95,4338.45,48.5,1.7142,1.7143,0.0,0.0,-0.2,1.4286,1.7142,2.435052,0.0,1,False,True
BTCUSD_10698_BULLISH_10693_10697,BTCUSD,LONG,2025-08-20T18:00:00+00:00,10698,113623.0,112547.0,1076.0,1.7143,1.7143,0.0,0.0,-0.2,1.4286,1.7143,1.777571,0.0,8,False,True
XRPUSD_10699_BEARISH_10669_10670,XRPUSD,SHORT,2025-08-20T19:00:00+00:00,10699,3.037,2.9839,0.0530999999999997,1.6868,1.7143,0.0,0.0,-0.2,1.4286,1.6868,1.769617,0.0,6,False,True
XRPUSD_10725_BULLISH_10693_10697,XRPUSD,LONG,2025-08-21T21:00:00+00:00,10725,2.8916,2.8358,0.05580000000000007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.178017,1.360812,6,False,True
BTCUSD_10742_BEARISH_10669_10670,BTCUSD,SHORT,2025-08-22T14:00:00+00:00,10742,115852.5,114833.0,1019.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.852542,1,False,True
SOLUSD_10743_BEARISH_10624_10633,SOLUSD,SHORT,2025-08-22T15:00:00+00:00,10743,195.791,192.842,2.948999999999984,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.041257,1.958969,1,False,True
XRPUSD_10746_BEARISH_10653_10658,XRPUSD,SHORT,2025-08-22T18:00:00+00:00,10746,3.0951,3.0682,0.026899999999999924,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.29368,1.242875,1,False,True
ETHUSD_10782_BULLISH_10767_10774,ETHUSD,LONG,2025-08-24T06:00:00+00:00,10782,4768.7,4720.4,48.30000000000018,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.820566,1.038647,5,False,True
XRPUSD_10793_BEARISH_10777_10787,XRPUSD,SHORT,2025-08-24T17:00:00+00:00,10793,3.0889,3.0467,0.04220000000000024,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.380727,1.881517,1,False,True
XRPUSD_10802_BEARISH_10793_10800,XRPUSD,SHORT,2025-08-25T02:00:00+00:00,10802,3.0649,3.0285,0.03639999999999999,1.7436,1.7143,4.428,0.0,2.5,1.4286,1.7436,3.062271,0.571429,4,False,True
