trade_number,timestamp,exit_timestamp,asset,direction,ob_id,ob_high,ob_low,ob_width,ob_width_percent,tp_regime,entry_price,sl_price,tp_price,risk_distance,reward_distance,planned_rr,outcome,realized_R,starting_capital_10pct,risk_amount_10pct,pnl_dollar_10pct,ending_capital_10pct,starting_capital_1pct,risk_amount_1pct,pnl_dollar_1pct,ending_capital_1pct,holding_time_hours,exit_reason,ambiguity_status
36,2024-07-06T23:00:00+00:00,2024-07-07T04:00:00+00:00,BTCUSD,SHORT,BTCUSD_863_BEARISH_811_818,58666.5,58149.0,517.5,0.8885,REGIME_B_GT_06,58278.375,58666.5,57890.25,388.125,388.125,1.0,TP_HIT,1.0,3.2429,0.3243,0.3243,3.5672,9.0835,0.0908,0.0908,9.1743,5,TP_HIT,UNAMBIGUOUS
37,2024-07-07T07:00:00+00:00,2024-07-07T10:00:00+00:00,ETHUSD,LONG,ETHUSD_871_BULLISH_849_855,3005.95,2984.95,21.0,0.6992,REGIME_B_GT_06,3000.7,2984.95,3016.45,15.75,15.75,1.0,TP_HIT,1.0,3.5672,0.3567,0.3567,3.9239,9.1743,0.0917,0.0917,9.2661,3,TP_HIT,UNAMBIGUOUS
38,2024-07-07T13:00:00+00:00,2024-07-07T14:00:00+00:00,XRPUSD,LONG,XRPUSD_877_BULLISH_842_846,0.4284,0.4238,0.0046,1.0763,REGIME_B_GT_06,0.4273,0.4238,0.4307,0.0035,0.0035,1.0,SL_HIT,-1.0,3.9239,0.3924,-0.3924,3.5315,9.2661,0.0927,-0.0927,9.1734,1,SL_HIT,UNAMBIGUOUS
39,2024-07-07T22:00:00+00:00,2024-07-07T23:00:00+00:00,BTCUSD,LONG,BTCUSD_886_BULLISH_845_854,56486.5,56017.5,469.0,0.8318,REGIME_B_GT_06,56369.25,56017.5,56721.0,351.75,351.75,1.0,SL_HIT,-1.0,3.5315,0.3532,-0.3532,3.1784,9.1734,0.0917,-0.0917,9.0817,1,SL_HIT,UNAMBIGUOUS
40,2024-07-08T08:00:00+00:00,2024-07-08T09:00:00+00:00,BTCUSD,SHORT,BTCUSD_896_BEARISH_874_877,57914.0,57491.5,422.5,0.7313,REGIME_B_GT_06,57597.125,57914.0,57280.25,316.875,316.875,1.0,SL_HIT,-1.0,3.1784,0.3178,-0.3178,2.8605,9.0817,0.0908,-0.0908,8.9908,1,SL_HIT,UNAMBIGUOUS
41,2024-07-10T00:00:00+00:00,2024-07-10T03:00:00+00:00,BTCUSD,LONG,BTCUSD_936_BULLISH_927_934,57500.5,56901.0,599.5,1.0429,REGIME_B_GT_06,57350.625,56901.0,57800.25,449.625,449.625,1.0,TP_HIT,1.0,2.8605,0.2861,0.2861,3.1466,8.9908,0.0899,0.0899,9.0808,3,TP_HIT,UNAMBIGUOUS
42,2024-07-10T13:00:00+00:00,2024-07-10T20:00:00+00:00,BTCUSD,LONG,BTCUSD_949_BULLISH_937_940,58008.5,57347.5,661.0,1.1444,REGIME_B_GT_06,57843.25,57347.5,58339.0,495.75,495.75,1.0,SL_HIT,-1.0,3.1466,0.3147,-0.3147,2.8319,9.0808,0.0908,-0.0908,8.9899,7,SL_HIT,UNAMBIGUOUS
43,2024-07-11T03:00:00+00:00,2024-07-11T08:00:00+00:00,SOLUSD,LONG,SOLUSD_963_BULLISH_937_940,140.646,138.596,2.05,1.461,REGIME_B_GT_06,140.1335,138.596,141.671,1.5375,1.5375,1.0,TP_HIT,1.0,2.8319,0.2832,0.2832,3.1151,8.9899,0.0899,0.0899,9.0798,5,TP_HIT,UNAMBIGUOUS
44,2024-07-11T09:00:00+00:00,2024-07-11T12:00:00+00:00,ETHUSD,SHORT,ETHUSD_969_BEARISH_813_815,3168.3,3140.6,27.7,0.8811,REGIME_B_GT_06,3147.525,3168.3,3126.75,20.775,20.775,1.0,SL_HIT,-1.0,3.1151,0.3115,-0.3115,2.8036,9.0798,0.0908,-0.0908,8.989,3,SL_HIT,UNAMBIGUOUS
45,2024-07-11T14:00:00+00:00,2024-07-12T01:00:00+00:00,BTCUSD,LONG,BTCUSD_974_BULLISH_963_970,57960.0,57055.0,905.0,1.5663,REGIME_B_GT_06,57733.75,57055.0,58412.5,678.75,678.75,1.0,SL_HIT,-1.0,2.8036,0.2804,-0.2804,2.5233,8.989,0.0899,-0.0899,8.8992,11,SL_HIT,UNAMBIGUOUS
46,2024-07-14T13:00:00+00:00,2024-07-14T21:00:00+00:00,ETHUSD,LONG,ETHUSD_1045_BULLISH_1034_1040,3188.0,3163.7,24.3,0.7632,REGIME_B_GT_06,3181.925,3163.7,3200.15,18.225,18.225,1.0,TP_HIT,1.0,2.5233,0.2523,0.2523,2.7756,8.8992,0.089,0.089,8.9881,8,TP_HIT,UNAMBIGUOUS
47,2024-07-15T04:00:00+00:00,2024-07-15T10:00:00+00:00,XRPUSD,SHORT,XRPUSD_1060_BEARISH_1050_1055,0.5345,0.5292,0.0053,1.0013,REGIME_B_GT_06,0.5305,0.5345,0.5266,0.004,0.004,1.0,SL_HIT,-1.0,2.7756,0.2776,-0.2776,2.498,8.9881,0.0899,-0.0899,8.8983,6,SL_HIT,UNAMBIGUOUS
48,2024-07-15T15:00:00+00:00,2024-07-15T16:00:00+00:00,XRPUSD,LONG,XRPUSD_1071_BULLISH_1055_1066,0.526,0.5198,0.0062,1.1837,REGIME_B_GT_06,0.5245,0.5198,0.5291,0.0047,0.0047,1.0,TP_HIT,1.0,2.498,0.2498,0.2498,2.7478,8.8983,0.089,0.089,8.9872,1,TP_HIT,UNAMBIGUOUS
49,2024-07-17T09:00:00+00:00,2024-07-17T11:00:00+00:00,ETHUSD,SHORT,ETHUSD_1113_BEARISH_722_776,3522.3,3490.0,32.3,0.9248,REGIME_B_GT_06,3498.075,3522.3,3473.85,24.225,24.225,1.0,TP_HIT,1.0,2.7478,0.2748,0.2748,3.0226,8.9872,0.0899,0.0899,9.0771,2,TP_HIT,UNAMBIGUOUS
50,2024-07-17T15:00:00+00:00,2024-07-17T16:00:00+00:00,ETHUSD,LONG,ETHUSD_1119_BULLISH_1102_1108,3439.7,3414.85,24.85,0.7227,REGIME_B_GT_06,3433.4875,3414.85,3452.125,18.6375,18.6375,1.0,SL_HIT,-1.0,3.0226,0.3023,-0.3023,2.7204,9.0771,0.0908,-0.0908,8.9864,1,SL_HIT,UNAMBIGUOUS
51,2024-07-18T01:00:00+00:00,2024-07-18T02:00:00+00:00,ETHUSD,SHORT,ETHUSD_1129_BEARISH_1124_1127,3428.9,3413.15,15.75,0.4601,REGIME_A_LE_06,3413.15,3428.9,3386.15,15.75,27.0,1.7143,SL_HIT,-1.0,2.7204,0.272,-0.272,2.4483,8.9864,0.0899,-0.0899,8.8965,1,SL_HIT,UNAMBIGUOUS
52,2024-07-18T07:00:00+00:00,2024-07-18T08:00:00+00:00,XRPUSD,LONG,XRPUSD_1135_BULLISH_1103_1108,0.5793,0.5737,0.0056,0.9669,REGIME_B_GT_06,0.5779,0.5737,0.5821,0.0042,0.0042,1.0,SL_HIT,-1.0,2.4483,0.2448,-0.2448,2.2035,8.8965,0.089,-0.089,8.8075,1,SL_HIT,UNAMBIGUOUS
53,2024-07-19T03:00:00+00:00,2024-07-19T06:00:00+00:00,SOLUSD,SHORT,SOLUSD_1155_BEARISH_1113_1119,163.603,161.626,1.977,1.2229,REGIME_B_GT_06,162.1202,163.603,160.6375,1.4828,1.4828,1.0,SL_HIT,-1.0,2.2035,0.2203,-0.2203,1.9831,8.8075,0.0881,-0.0881,8.7194,3,SL_HIT,UNAMBIGUOUS
54,2024-07-19T07:00:00+00:00,2024-07-19T08:00:00+00:00,ETHUSD,LONG,ETHUSD_1159_BULLISH_1153_1158,3415.4,3384.25,31.15,0.9183,REGIME_B_GT_06,3407.6125,3384.25,3430.975,23.3625,23.3625,1.0,SL_HIT,-1.0,1.9831,0.1983,-0.1983,1.7848,8.7194,0.0872,-0.0872,8.6323,1,SL_HIT,UNAMBIGUOUS
55,2024-07-19T16:00:00+00:00,2024-07-19T17:00:00+00:00,XRPUSD,SHORT,XRPUSD_1168_BEARISH_1139_1143,0.5838,0.575,0.0088,1.5209,REGIME_B_GT_06,0.5772,0.5838,0.5706,0.0066,0.0066,1.0,SL_HIT,-1.0,1.7848,0.1785,-0.1785,1.6063,8.6323,0.0863,-0.0863,8.5459,1,SL_HIT,UNAMBIGUOUS
56,2024-07-20T00:00:00+00:00,2024-07-20T17:00:00+00:00,SOLUSD,SHORT,SOLUSD_1176_BEARISH_156_160,172.754,169.3945,3.3595,1.9832,REGIME_B_GT_06,170.2344,172.754,167.7148,2.5196,2.5196,1.0,SL_HIT,-1.0,1.6063,0.1606,-0.1606,1.4457,8.5459,0.0855,-0.0855,8.4605,17,SL_HIT,UNAMBIGUOUS
57,2024-07-20T17:00:00+00:00,2024-07-20T19:00:00+00:00,SOLUSD,SHORT,SOLUSD_1193_BEARISH_112_162,175.634,173.962,1.672,0.9605,REGIME_B_GT_06,174.38,175.634,173.126,1.254,1.254,1.0,TP_HIT,1.0,1.4457,0.1446,0.1446,1.5903,8.4605,0.0846,0.0846,8.5451,2,TP_HIT,UNAMBIGUOUS
58,2024-07-20T23:00:00+00:00,2024-07-21T06:00:00+00:00,ETHUSD,SHORT,ETHUSD_1199_BEARISH_500_548,3548.0,3518.15,29.85,0.8484,REGIME_B_GT_06,3525.6125,3548.0,3503.225,22.3875,22.3875,1.0,TP_HIT,1.0,1.5903,0.159,0.159,1.7493,8.5451,0.0855,0.0855,8.6305,7,TP_HIT,UNAMBIGUOUS
59,2024-07-21T06:00:00+00:00,2024-07-21T07:00:00+00:00,ETHUSD,LONG,ETHUSD_1206_BULLISH_1186_1193,3490.3,3480.55,9.75,0.2796,REGIME_A_LE_06,3490.3,3480.55,3507.0143,9.75,16.7143,1.7143,SL_HIT,-1.0,1.7493,0.1749,-0.1749,1.5744,8.6305,0.0863,-0.0863,8.5442,1,SL_HIT,UNAMBIGUOUS
60,2024-07-21T14:00:00+00:00,2024-07-21T15:00:00+00:00,BTCUSD,SHORT,BTCUSD_1214_BEARISH_1201_1206,67425.5,67026.5,399.0,0.5931,REGIME_A_LE_06,67026.5,67425.5,66342.5,399.0,684.0,1.7143,SL_HIT,-1.0,1.5744,0.1574,-0.1574,1.4169,8.5442,0.0854,-0.0854,8.4588,1,SL_HIT,UNAMBIGUOUS
61,2024-07-21T17:00:00+00:00,2024-07-21T18:00:00+00:00,BTCUSD,LONG,BTCUSD_1217_BULLISH_1189_1191,66649.5,66268.0,381.5,0.5724,REGIME_A_LE_06,66649.5,66268.0,67303.5,381.5,654.0,1.7143,SL_HIT,-1.0,1.4169,0.1417,-0.1417,1.2752,8.4588,0.0846,-0.0846,8.3742,1,SL_HIT,AMBIGUOUS_RESOLVED_CONSERVATIVE
62,2024-07-21T19:00:00+00:00,2024-07-21T20:00:00+00:00,ETHUSD,SHORT,ETHUSD_1219_BEARISH_1216_1217,3520.7,3487.0,33.7,0.9654,REGIME_B_GT_06,3495.425,3520.7,3470.15,25.275,25.275,1.0,SL_HIT,-1.0,1.2752,0.1275,-0.1275,1.1477,8.3742,0.0837,-0.0837,8.2904,1,SL_HIT,UNAMBIGUOUS
63,2024-07-22T02:00:00+00:00,2024-07-22T11:00:00+00:00,XRPUSD,SHORT,XRPUSD_1226_BEARISH_1205_1208,0.6082,0.5958,0.0124,2.0743,REGIME_B_GT_06,0.5989,0.6082,0.5896,0.0093,0.0093,1.0,SL_HIT,-1.0,1.1477,0.1148,-0.1148,1.0329,8.2904,0.0829,-0.0829,8.2075,9,SL_HIT,UNAMBIGUOUS
64,2024-07-22T19:00:00+00:00,2024-07-22T21:00:00+00:00,ETHUSD,SHORT,ETHUSD_1243_BEARISH_1236_1238,3507.65,3492.0,15.65,0.4475,REGIME_A_LE_06,3492.0,3507.65,3465.1714,15.65,26.8286,1.7143,TP_HIT,1.7143,1.0329,0.1033,0.1771,1.21,8.2075,0.0821,0.1407,8.3482,2,TP_HIT,UNAMBIGUOUS
65,2024-07-23T13:00:00+00:00,2024-07-23T14:00:00+00:00,ETHUSD,LONG,ETHUSD_1261_BULLISH_1253_1256,3460.0,3425.15,34.85,1.0131,REGIME_B_GT_06,3451.2875,3425.15,3477.425,26.1375,26.1375,1.0,TP_HIT,1.0,1.21,0.121,0.121,1.331,8.3482,0.0835,0.0835,8.4317,1,TP_HIT,UNAMBIGUOUS
66,2024-07-23T16:00:00+00:00,2024-07-23T19:00:00+00:00,ETHUSD,LONG,ETHUSD_1264_BULLISH_1144_1171,3420.75,3367.25,53.5,1.5719,REGIME_B_GT_06,3407.375,3367.25,3447.5,40.125,40.125,1.0,TP_HIT,1.0,1.331,0.1331,0.1331,1.4641,8.4317,0.0843,0.0843,8.516,3,TP_HIT,UNAMBIGUOUS
67,2024-07-24T11:00:00+00:00,2024-07-24T13:00:00+00:00,SOLUSD,SHORT,SOLUSD_1283_BEARISH_1258_1264,178.706,177.265,1.441,0.8098,REGIME_B_GT_06,177.6252,178.706,176.5445,1.0807,1.0807,1.0,SL_HIT,-1.0,1.4641,0.1464,-0.1464,1.3177,8.516,0.0852,-0.0852,8.4309,2,SL_HIT,UNAMBIGUOUS
68,2024-07-24T18:00:00+00:00,2024-07-24T21:00:00+00:00,BTCUSD,LONG,BTCUSD_1290_BULLISH_1274_1280,65939.0,65486.0,453.0,0.6888,REGIME_B_GT_06,65825.75,65486.0,66165.5,339.75,339.75,1.0,SL_HIT,-1.0,1.3177,0.1318,-0.1318,1.1859,8.4309,0.0843,-0.0843,8.3466,3,SL_HIT,UNAMBIGUOUS
69,2024-07-26T18:00:00+00:00,2024-07-27T07:00:00+00:00,BTCUSD,SHORT,BTCUSD_1338_BEARISH_1243_1253,68250.0,67368.5,881.5,1.3046,REGIME_B_GT_06,67588.875,68250.0,66927.75,661.125,661.125,1.0,SL_HIT,-1.0,1.1859,0.1186,-0.1186,1.0674,8.3466,0.0835,-0.0835,8.2631,13,SL_HIT,UNAMBIGUOUS
70,2024-07-27T10:00:00+00:00,2024-07-27T13:00:00+00:00,BTCUSD,LONG,BTCUSD_1354_BULLISH_1341_1353,68223.5,67427.0,796.5,1.1687,REGIME_B_GT_06,68024.375,67427.0,68621.75,597.375,597.375,1.0,TP_HIT,1.0,1.0674,0.1067,0.1067,1.1741,8.2631,0.0826,0.0826,8.3457,3,TP_HIT,UNAMBIGUOUS
71,2024-07-27T15:00:00+00:00,2024-07-27T20:00:00+00:00,SOLUSD,LONG,SOLUSD_1359_BULLISH_1334_1350,183.09,179.166,3.924,2.1501,REGIME_B_GT_06,182.109,179.166,185.052,2.943,2.943,1.0,SL_HIT,-1.0,1.1741,0.1174,-0.1174,1.0567,8.3457,0.0835,-0.0835,8.2623,5,SL_HIT,UNAMBIGUOUS
72,2024-07-28T05:00:00+00:00,2024-07-28T08:00:00+00:00,XRPUSD,SHORT,XRPUSD_1373_BEARISH_1357_1362,0.6094,0.6017,0.0077,1.2757,REGIME_B_GT_06,0.6036,0.6094,0.5979,0.0058,0.0058,1.0,SL_HIT,-1.0,1.0567,0.1057,-0.1057,0.951,8.2623,0.0826,-0.0826,8.1797,3,SL_HIT,UNAMBIGUOUS
73,2024-07-29T10:00:00+00:00,2024-07-29T13:00:00+00:00,BTCUSD,SHORT,BTCUSD_1402_BEARISH_279_328,70024.0,69573.0,451.0,0.6478,REGIME_B_GT_06,69685.75,70024.0,69347.5,338.25,338.25,1.0,SL_HIT,-1.0,0.951,0.0951,-0.0951,0.8559,8.1797,0.0818,-0.0818,8.0979,3,SL_HIT,UNAMBIGUOUS
74,2024-07-29T21:00:00+00:00,2024-07-29T23:00:00+00:00,SOLUSD,LONG,SOLUSD_1413_BULLISH_1390_1392,184.245,182.603,1.642,0.8934,REGIME_B_GT_06,183.8345,182.603,185.066,1.2315,1.2315,1.0,SL_HIT,-1.0,0.8559,0.0856,-0.0856,0.7703,8.0979,0.081,-0.081,8.0169,2,SL_HIT,UNAMBIGUOUS
75,2024-07-30T13:00:00+00:00,2024-07-30T14:00:00+00:00,BTCUSD,LONG,BTCUSD_1429_BULLISH_1418_1423,66469.0,65940.5,528.5,0.7961,REGIME_B_GT_06,66336.875,65940.5,66733.25,396.375,396.375,1.0,SL_HIT,-1.0,0.7703,0.077,-0.077,0.6933,8.0169,0.0802,-0.0802,7.9367,1,SL_HIT,UNAMBIGUOUS
76,2024-07-30T14:00:00+00:00,2024-07-30T18:00:00+00:00,ETHUSD,LONG,ETHUSD_1430_BULLISH_1418_1423,3315.15,3284.7,30.45,0.9223,REGIME_B_GT_06,3307.5375,3284.7,3330.375,22.8375,22.8375,1.0,SL_HIT,-1.0,0.6933,0.0693,-0.0693,0.624,7.9367,0.0794,-0.0794,7.8573,4,SL_HIT,UNAMBIGUOUS
77,2024-07-31T01:00:00+00:00,2024-07-31T19:00:00+00:00,SOLUSD,SHORT,SOLUSD_1441_BEARISH_1421_1433,184.844,181.454,3.39,1.8679,REGIME_B_GT_06,182.3015,184.844,179.759,2.5425,2.5425,1.0,TP_HIT,1.0,0.624,0.0624,0.0624,0.6864,7.8573,0.0786,0.0786,7.9359,18,TP_HIT,UNAMBIGUOUS
78,2024-07-31T20:00:00+00:00,2024-08-01T02:00:00+00:00,XRPUSD,LONG,XRPUSD_1460_BULLISH_1436_1441,0.6291,0.6193,0.0098,1.57,REGIME_B_GT_06,0.6266,0.6193,0.634,0.0073,0.0073,1.0,SL_HIT,-1.0,0.6864,0.0686,-0.0686,0.6177,7.9359,0.0794,-0.0794,7.8566,6,SL_HIT,UNAMBIGUOUS
79,2024-08-01T13:00:00+00:00,2024-08-01T14:00:00+00:00,XRPUSD,LONG,XRPUSD_1477_BULLISH_1474_1476,0.61,0.6017,0.0083,1.3667,REGIME_B_GT_06,0.6079,0.6017,0.6142,0.0062,0.0062,1.0,SL_HIT,-1.0,0.6177,0.0618,-0.0618,0.5559,7.8566,0.0786,-0.0786,7.778,1,SL_HIT,UNAMBIGUOUS
80,2024-08-01T14:00:00+00:00,2024-08-01T15:00:00+00:00,XRPUSD,LONG,XRPUSD_1478_BULLISH_1368_1373,0.596,0.5913,0.0047,0.7911,REGIME_B_GT_06,0.5948,0.5913,0.5983,0.0035,0.0035,1.0,SL_HIT,-1.0,0.5559,0.0556,-0.0556,0.5004,7.778,0.0778,-0.0778,7.7002,1,SL_HIT,UNAMBIGUOUS
81,2024-08-01T15:00:00+00:00,2024-08-01T16:00:00+00:00,XRPUSD,LONG,XRPUSD_1479_BULLISH_1265_1281,0.5902,0.5805,0.0097,1.6547,REGIME_B_GT_06,0.5878,0.5805,0.595,0.0073,0.0073,1.0,SL_HIT,-1.0,0.5004,0.05,-0.05,0.4503,7.7002,0.077,-0.077,7.6232,1,SL_HIT,UNAMBIGUOUS
82,2024-08-01T20:00:00+00:00,2024-08-01T21:00:00+00:00,BTCUSD,SHORT,BTCUSD_1484_BEARISH_1477_1479,64953.5,64462.5,491.0,0.7581,REGIME_B_GT_06,64585.25,64953.5,64217.0,368.25,368.25,1.0,SL_HIT,-1.0,0.4503,0.045,-0.045,0.4053,7.6232,0.0762,-0.0762,7.547,1,SL_HIT,UNAMBIGUOUS
83,2024-08-03T15:00:00+00:00,2024-08-03T19:00:00+00:00,XRPUSD,LONG,XRPUSD_1527_BULLISH_1513_1517,0.5583,0.5435,0.0148,2.6566,REGIME_B_GT_06,0.5546,0.5435,0.5657,0.0111,0.0111,1.0,SL_HIT,-1.0,0.4053,0.0405,-0.0405,0.3648,7.547,0.0755,-0.0755,7.4715,4,SL_HIT,UNAMBIGUOUS
84,2024-08-06T05:00:00+00:00,2024-08-06T06:00:00+00:00,SOLUSD,SHORT,SOLUSD_1589_BEARISH_1556_1561,143.809,141.273,2.536,1.7728,REGIME_B_GT_06,141.907,143.809,140.005,1.902,1.902,1.0,SL_HIT,-1.0,0.3648,0.0365,-0.0365,0.3283,7.4715,0.0747,-0.0747,7.3968,1,SL_HIT,UNAMBIGUOUS
85,2024-08-07T11:00:00+00:00,2024-08-07T14:00:00+00:00,BTCUSD,LONG,BTCUSD_1619_BULLISH_1610_1616,57273.5,56480.5,793.0,1.3922,REGIME_B_GT_06,57075.25,56480.5,57670.0,594.75,594.75,1.0,SL_HIT,-1.0,0.3283,0.0328,-0.0328,0.2955,7.3968,0.074,-0.074,7.3228,3,SL_HIT,UNAMBIGUOUS
86,2024-08-07T14:00:00+00:00,2024-08-07T17:00:00+00:00,BTCUSD,LONG,BTCUSD_1622_BULLISH_1608_1612,56365.0,55553.0,812.0,1.4478,REGIME_B_GT_06,56162.0,55553.0,56771.0,609.0,609.0,1.0,SL_HIT,-1.0,0.2955,0.0295,-0.0295,0.2659,7.3228,0.0732,-0.0732,7.2496,3,SL_HIT,UNAMBIGUOUS
87,2024-08-07T18:00:00+00:00,2024-08-08T01:00:00+00:00,BTCUSD,LONG,BTCUSD_1626_BULLISH_1597_1599,55409.5,54399.5,1010.0,1.8429,REGIME_B_GT_06,55157.0,54399.5,55914.5,757.5,757.5,1.0,TP_HIT,1.0,0.2659,0.0266,0.0266,0.2925,7.2496,0.0725,0.0725,7.3221,7,TP_HIT,UNAMBIGUOUS
88,2024-08-08T20:00:00+00:00,2024-08-09T05:00:00+00:00,XRPUSD,LONG,XRPUSD_1652_BULLISH_1645_1650,0.6168,0.6001,0.0167,2.727,REGIME_B_GT_06,0.6126,0.6001,0.6251,0.0125,0.0125,1.0,SL_HIT,-1.0,0.2925,0.0292,-0.0292,0.2632,7.3221,0.0732,-0.0732,7.2489,9,SL_HIT,UNAMBIGUOUS
89,2024-08-09T14:00:00+00:00,2024-08-09T15:00:00+00:00,SOLUSD,LONG,SOLUSD_1670_BULLISH_1636_1646,154.347,151.597,2.75,1.7895,REGIME_B_GT_06,153.6595,151.597,155.722,2.0625,2.0625,1.0,SL_HIT,-1.0,0.2632,0.0263,-0.0263,0.2369,7.2489,0.0725,-0.0725,7.1764,1,SL_HIT,UNAMBIGUOUS
90,2024-08-10T18:00:00+00:00,2024-08-10T23:00:00+00:00,XRPUSD,LONG,XRPUSD_1698_BULLISH_1683_1692,0.5941,0.5824,0.0117,1.9707,REGIME_B_GT_06,0.5912,0.5824,0.5999,0.0088,0.0088,1.0,SL_HIT,-1.0,0.2369,0.0237,-0.0237,0.2132,7.1764,0.0718,-0.0718,7.1046,5,SL_HIT,UNAMBIGUOUS
91,2024-08-11T04:00:00+00:00,2024-08-11T08:00:00+00:00,SOLUSD,LONG,SOLUSD_1708_BULLISH_1699_1707,155.265,153.577,1.688,1.0897,REGIME_B_GT_06,154.843,153.577,156.109,1.266,1.266,1.0,TP_HIT,1.0,0.2132,0.0213,0.0213,0.2346,7.1046,0.071,0.071,7.1757,4,TP_HIT,UNAMBIGUOUS
92,2024-08-11T08:00:00+00:00,2024-08-11T09:00:00+00:00,ETHUSD,SHORT,ETHUSD_1712_BEARISH_1660_1666,2707.45,2659.25,48.2,1.7948,REGIME_B_GT_06,2671.3,2707.45,2635.15,36.15,36.15,1.0,SL_HIT,-1.0,0.2346,0.0235,-0.0235,0.2111,7.1757,0.0718,-0.0718,7.1039,1,SL_HIT,UNAMBIGUOUS
93,2024-08-11T09:00:00+00:00,2024-08-11T11:00:00+00:00,BTCUSD,LONG,BTCUSD_1713_BULLISH_1698_1712,61199.0,60722.0,477.0,0.7806,REGIME_B_GT_06,61079.75,60722.0,61437.5,357.75,357.75,1.0,SL_HIT,-1.0,0.2111,0.0211,-0.0211,0.19,7.1039,0.071,-0.071,7.0329,2,SL_HIT,UNAMBIGUOUS
94,2024-08-13T03:00:00+00:00,2024-08-13T09:00:00+00:00,ETHUSD,LONG,ETHUSD_1755_BULLISH_1746_1753,2675.9,2628.1,47.8,1.7995,REGIME_B_GT_06,2663.95,2628.1,2699.8,35.85,35.85,1.0,SL_HIT,-1.0,0.19,0.019,-0.019,0.171,7.0329,0.0703,-0.0703,6.9625,6,SL_HIT,UNAMBIGUOUS
95,2024-08-13T19:00:00+00:00,2024-08-14T14:00:00+00:00,XRPUSD,LONG,XRPUSD_1771_BULLISH_1762_1768,0.5792,0.5654,0.0138,2.3863,REGIME_B_GT_06,0.5757,0.5654,0.5861,0.0103,0.0103,1.0,SL_HIT,-1.0,0.171,0.0171,-0.0171,0.1539,6.9625,0.0696,-0.0696,6.8929,19,SL_HIT,UNAMBIGUOUS
96,2024-08-15T05:00:00+00:00,2024-08-15T06:00:00+00:00,XRPUSD,LONG,XRPUSD_1805_BULLISH_1756_1759,0.5669,0.5625,0.0044,0.7775,REGIME_B_GT_06,0.5658,0.5625,0.5691,0.0033,0.0033,1.0,SL_HIT,-1.0,0.1539,0.0154,-0.0154,0.1385,6.8929,0.0689,-0.0689,6.824,1,SL_HIT,UNAMBIGUOUS
97,2024-08-15T11:00:00+00:00,2024-08-15T18:00:00+00:00,XRPUSD,SHORT,XRPUSD_1811_BEARISH_1802_1806,0.5745,0.5675,0.007,1.2283,REGIME_B_GT_06,0.5693,0.5745,0.564,0.0052,0.0052,1.0,TP_HIT,1.0,0.1385,0.0139,0.0139,0.1524,6.824,0.0682,0.0682,6.8922,7,TP_HIT,UNAMBIGUOUS
98,2024-08-15T18:00:00+00:00,2024-08-18T10:00:00+00:00,SOLUSD,LONG,SOLUSD_1818_BULLISH_1597_1598,140.6,136.212,4.388,3.1617,REGIME_B_GT_06,139.503,136.212,142.794,3.291,3.291,1.0,TP_HIT,1.0,0.1524,0.0152,0.0152,0.1676,6.8922,0.0689,0.0689,6.9612,64,TP_HIT,UNAMBIGUOUS
99,2024-08-18T21:00:00+00:00,2024-08-18T23:00:00+00:00,SOLUSD,LONG,SOLUSD_1893_BULLISH_1890_1892,145.637,144.38,1.257,0.8667,REGIME_B_GT_06,145.3227,144.38,146.2655,0.9427,0.9427,1.0,SL_HIT,-1.0,0.1676,0.0168,-0.0168,0.1508,6.9612,0.0696,-0.0696,6.8915,2,SL_HIT,UNAMBIGUOUS
100,2024-08-19T09:00:00+00:00,2024-08-19T10:00:00+00:00,SOLUSD,LONG,SOLUSD_1905_BULLISH_1876_1882,141.658,140.647,1.011,0.7162,REGIME_B_GT_06,141.4052,140.647,142.1635,0.7583,0.7583,1.0,SL_HIT,-1.0,0.1508,0.0151,-0.0151,0.1357,6.8915,0.0689,-0.0689,6.8226,1,SL_HIT,UNAMBIGUOUS
101,2024-08-19T11:00:00+00:00,2024-08-19T13:00:00+00:00,SOLUSD,SHORT,SOLUSD_1907_BEARISH_1902_1905,143.589,142.138,1.451,1.0193,REGIME_B_GT_06,142.5008,143.589,141.4125,1.0882,1.0882,1.0,SL_HIT,-1.0,0.1357,0.0136,-0.0136,0.1222,6.8226,0.0682,-0.0682,6.7544,2,SL_HIT,UNAMBIGUOUS
102,2024-08-20T09:00:00+00:00,2024-08-20T14:00:00+00:00,BTCUSD,SHORT,BTCUSD_1929_BEARISH_1788_1789,61724.0,60830.5,893.5,1.4684,REGIME_B_GT_06,61053.875,61724.0,60383.75,670.125,670.125,1.0,TP_HIT,1.0,0.1222,0.0122,0.0122,0.1344,6.7544,0.0675,0.0675,6.8219,5,TP_HIT,UNAMBIGUOUS
103,2024-08-21T11:00:00+00:00,2024-08-21T13:00:00+00:00,SOLUSD,LONG,SOLUSD_1955_BULLISH_1906_1910,141.667,140.425,1.242,0.8781,REGIME_B_GT_06,141.3565,140.425,142.288,0.9315,0.9315,1.0,SL_HIT,-1.0,0.1344,0.0134,-0.0134,0.1209,6.8219,0.0682,-0.0682,6.7537,2,SL_HIT,UNAMBIGUOUS
