ob_id,asset,symbol,direction,timeframe,creation_timestamp,creation_bar_index,confirmation_timestamp,confirmation_bar_index,decision_timestamp,decision_bar_index,top_price,bottom_price,zone_size,zone_size_percent,zone_midpoint,entry_price,sl_price,tp_price,risk_distance,stop_distance_percent,atr_at_decision,atr_normalized_stop_distance,leverage,source_candle_index,source_candle_timestamp,source_candle_open,source_candle_high,source_candle_low,source_candle_close,source_candle_volume,break_type,structure_origin,trend_before_break,internal_trend_at_decision,swing_trend_at_decision,structural_event_id,qualification_status,invalidation_status,invalidation_bar_index,invalidation_timestamp,first_touch_occurred,first_touch_bar_index,first_touch_timestamp,first_touch_price,first_touch_result,realized_r,holding_bars,mfe_r,mae_r,feature_cutoff_timestamp,feat_ob_width_pct,feat_ob_width_atr,feat_stop_distance_pct,feat_stop_distance_atr,feat_entry_depth_in_zone,feat_mitigation_depth_pct,feat_formation_body_ratio,feat_formation_range_atr,feat_displacement_atr,feat_bars_since_formation,feat_bars_since_break,feat_pre_decision_retests,feat_price_to_entry_atr,feat_is_bos,feat_is_choch,feat_origin_swing,feat_trend_align_internal,feat_trend_align_swing,feat_premium_discount,feat_dist_nearest_pivot_atr,feat_atr_pct,feat_atr_percentile,feat_realized_vol_20,feat_vol_expansion,feat_ret_5,feat_ret_15,feat_ret_50,feat_volume_ratio,feat_direction_long
XRPUSD_13912_BEARISH_13886_13887,XRPUSD,XRPUSD,SHORT,1h,2025-12-31T14:00:00+00:00,13886,2025-12-31T15:00:00+00:00,13887,2026-01-01T16:00:00+00:00,13912,1.8824,1.863,0.0194,1.0413,1.8727,1.86785,1.8824,1.84,0.01455,0.779,0.012554,1.159,44,13886,2025-12-31T14:00:00+00:00,1.8752,1.8824,1.863,1.8662,1543675.0,choch,internal,BEARISH,BULLISH,BEARISH,internal|choch|brk13887|form13886,QUALIFIED_SHORT,INVALIDATED,13923,2026-01-02T03:00:00+00:00,True,13913,2026-01-01T17:00:00+00:00,1.863,TOUCH_HIT_SL,-1.0,11,0.299,1.6735,2026-01-01T16:00:00+00:00,1.040828,1.54533,0.77897,1.158997,0.953608,0.185567,0.463918,1.54533,0.557593,26.0,25.0,1.0,0.314642,0.0,1.0,0.0,0.0,1.0,0.498586,0.063725,0.673532,0.5,0.277658,0.677077,0.506875,1.2824,-0.459279,0.884819,0.0
BTCUSD_13956_BEARISH_13948_13951,BTCUSD,BTCUSD,SHORT,1h,2026-01-03T04:00:00+00:00,13948,2026-01-03T07:00:00+00:00,13951,2026-01-03T12:00:00+00:00,13956,90459.0,90001.0,458.0,0.5089,90230.0,90001.0,90459.0,89215.86,458.0,0.5089,437.151698,1.0477,68,13948,2026-01-03T04:00:00+00:00,90288.5,90459.0,90001.0,90130.5,294373.0,choch,internal,BEARISH,BULLISH,BULLISH,internal|choch|brk13951|form13948,QUALIFIED_SHORT,INVALIDATED,13965,2026-01-03T21:00:00+00:00,True,13957,2026-01-03T13:00:00+00:00,90001.0,TOUCH_HIT_SL,-1.0,9,0.2795,1.583,2026-01-03T12:00:00+00:00,0.508824,1.047691,0.508883,1.047691,0.977074,0.052402,0.344978,1.047691,0.66796,8.0,5.0,0.0,0.024019,0.0,1.0,0.0,0.0,0.0,0.749128,0.033169,0.485662,13.5,0.224682,0.909295,0.52209,-0.013885,2.468609,0.570067,0.0
SOLUSD_14005_BULLISH_13987_13993,SOLUSD,SOLUSD,LONG,1h,2026-01-04T19:00:00+00:00,13987,2026-01-05T01:00:00+00:00,13993,2026-01-05T13:00:00+00:00,14005,134.2063,133.106,1.1003,0.8266,133.65615,133.931225,133.106,135.35,0.825225,0.6162,1.011578,0.8158,56,13987,2026-01-04T19:00:00+00:00,134.2063,134.2063,133.106,133.576,65145.0,bos,internal,BULLISH,BEARISH,BULLISH,internal|bos|brk13993|form13987,QUALIFIED_LONG,INVALIDATED,14078,2026-01-08T14:00:00+00:00,True,14006,2026-01-05T14:00:00+00:00,134.2063,TOUCH_HIT_TP,1.7193,1,2.0683,0.9321,2026-01-05T13:00:00+00:00,0.822427,1.087706,0.616156,0.81578,0.618922,0.892757,0.572844,1.087706,1.197139,18.0,12.0,0.0,0.142574,1.0,0.0,0.0,0.0,1.0,0.70566,0.000989,0.756111,29.0,0.48745,2.129346,-1.042923,-0.298091,2.365814,1.119345,1.0
SOLUSD_14013_BEARISH_13428_13431,SOLUSD,SOLUSD,SHORT,1h,2025-12-12T12:00:00+00:00,13428,2025-12-12T15:00:00+00:00,13431,2026-01-05T21:00:00+00:00,14013,139.9,138.379,1.521,1.0992,139.1395,138.75925,139.9,136.8,1.14075,0.8221,1.046946,1.0896,42,13428,2025-12-12T12:00:00+00:00,138.729,139.9,138.379,139.669,66262.0,choch,internal,BEARISH,BULLISH,BULLISH,internal|choch|brk13431|form13428,QUALIFIED_SHORT,INVALIDATED,14021,2026-01-06T05:00:00+00:00,True,14014,2026-01-05T22:00:00+00:00,138.379,TOUCH_HIT_SL,-1.0,8,1.6298,1.1753,2026-01-05T21:00:00+00:00,1.09883,1.452797,0.822107,1.089598,0.973044,0.988297,0.618014,1.452797,4.816866,585.0,582.0,2.0,0.324038,0.0,1.0,0.0,0.0,0.0,0.901537,0.0,0.756355,57.0,0.537998,0.832899,2.210047,2.073624,5.034716,1.374193,0.0
SOLUSD_14014_BEARISH_13422_13503,SOLUSD,SOLUSD,SHORT,1h,2025-12-12T06:00:00+00:00,13422,2025-12-15T15:00:00+00:00,13503,2026-01-05T22:00:00+00:00,14014,140.162,138.75,1.412,1.0177,139.456,139.103,140.162,137.29,1.059,0.7613,1.046111,1.0123,45,13422,2025-12-12T06:00:00+00:00,138.929,140.162,138.75,139.18,92266.0,choch,internal,BEARISH,BULLISH,BULLISH,internal|choch|brk13503|form13422,QUALIFIED_SHORT,INVALIDATED,14030,2026-01-06T14:00:00+00:00,True,14015,2026-01-05T23:00:00+00:00,138.75,TOUCH_HIT_TP,1.712,2,2.0803,0.0,2026-01-05T22:00:00+00:00,1.017235,1.349761,0.761306,1.01232,0.959207,0.801841,0.177762,1.349761,3.470949,592.0,511.0,3.0,0.282379,0.0,1.0,0.0,0.0,0.0,0.926749,0.007265,0.753641,57.0,0.540096,0.841211,1.654803,2.511392,5.161256,1.061255,0.0
SOLUSD_14032_BULLISH_14023_14030,SOLUSD,SOLUSD,LONG,1h,2026-01-06T07:00:00+00:00,14023,2026-01-06T14:00:00+00:00,14030,2026-01-06T16:00:00+00:00,14032,139.1,137.338,1.762,1.283,138.219,138.6595,137.338,140.92,1.3215,0.9531,1.087276,1.2154,36,14023,2026-01-06T07:00:00+00:00,139.019,139.1,137.338,137.578,80339.0,bos,internal,BULLISH,BEARISH,BULLISH,internal|bos|brk14030|form14023,QUALIFIED_LONG,INVALIDATED,14033,2026-01-06T17:00:00+00:00,True,14033,2026-01-06T17:00:00+00:00,139.1,TOUCH_HIT_SL,-1.0,1,0.409,1.7098,2026-01-06T16:00:00+00:00,1.268365,1.620564,0.953054,1.215423,0.897276,0.534052,0.817821,1.620564,2.677334,9.0,2.0,0.0,0.23867,1.0,0.0,0.0,0.0,1.0,0.724355,0.038629,0.782669,83.5,0.79804,3.532683,-0.422912,0.989401,2.93575,1.907345,1.0
ETHUSD_14037_BEARISH_14031_14033,ETHUSD,ETHUSD,SHORT,1h,2026-01-06T15:00:00+00:00,14031,2026-01-06T17:00:00+00:00,14033,2026-01-06T21:00:00+00:00,14037,3301.35,3260.25,41.1,1.2606,3280.8,3270.525,3301.35,3217.68,30.825,0.9425,21.338608,1.4446,37,14031,2026-01-06T15:00:00+00:00,3277.3,3301.35,3260.25,3271.45,3241797.0,choch,internal,BEARISH,BULLISH,BULLISH,internal|choch|brk14033|form14031,QUALIFIED_SHORT,INVALIDATED,14206,2026-01-13T22:00:00+00:00,True,14038,2026-01-06T22:00:00+00:00,3260.25,TOUCH_HIT_TP,1.7144,12,2.3577,0.9968,2026-01-06T21:00:00+00:00,1.254713,1.926086,0.942509,1.444565,0.625304,0.96837,0.142336,1.926086,2.612635,6.0,4.0,0.0,0.240175,0.0,1.0,0.0,0.0,0.0,0.85754,0.04452,0.651431,70.0,0.629387,2.945366,0.758228,1.092508,4.589866,1.12539,0.0
SOLUSD_14055_BULLISH_13998_14011,SOLUSD,SOLUSD,LONG,1h,2026-01-05T06:00:00+00:00,13998,2026-01-05T19:00:00+00:00,14011,2026-01-07T15:00:00+00:00,14055,135.7,134.627,1.073,0.797,135.1635,135.43175,134.627,136.81,0.80475,0.5942,1.129963,0.7122,58,13998,2026-01-05T06:00:00+00:00,135.048,135.7,134.627,135.608,43722.0,choch,internal,BULLISH,BEARISH,BULLISH,internal|choch|brk14011|form13998,QUALIFIED_LONG,INVALIDATED,14059,2026-01-07T19:00:00+00:00,True,14056,2026-01-07T16:00:00+00:00,135.7,TOUCH_HIT_SL,-1.0,4,1.525,1.2821,2026-01-07T15:00:00+00:00,0.790849,0.949589,0.594211,0.712192,0.978565,0.432432,0.521901,0.949589,0.770822,57.0,44.0,0.0,0.217043,0.0,1.0,0.0,0.0,1.0,0.397327,0.00885,0.832833,100.0,0.757779,2.534596,-1.353081,-3.004718,1.412693,1.152088,1.0
SOLUSD_14080_BEARISH_14068_14076,SOLUSD,SOLUSD,SHORT,1h,2026-01-08T04:00:00+00:00,14068,2026-01-08T12:00:00+00:00,14076,2026-01-08T16:00:00+00:00,14080,138.36,136.425,1.935,1.4184,137.3925,136.90875,138.36,134.42,1.45125,1.06,1.165688,1.245,33,14068,2026-01-08T04:00:00+00:00,136.749,138.36,136.425,137.658,64655.0,bos,internal,BEARISH,BULLISH,BEARISH,internal|bos|brk14076|form14068,QUALIFIED_SHORT,INVALIDATED,14081,2026-01-08T17:00:00+00:00,True,14081,2026-01-08T17:00:00+00:00,136.425,TOUCH_HIT_SL,-1.0,1,0.0,1.3542,2026-01-08T16:00:00+00:00,1.400145,1.659963,1.060013,1.244973,0.082687,0.922481,0.469767,1.659963,0.583346,12.0,4.0,1.0,1.107715,1.0,0.0,0.0,0.0,1.0,0.507951,0.005147,0.843479,100.0,0.738472,1.708862,2.54736,0.995338,-2.689762,1.599095,0.0
BTCUSD_14081_BEARISH_14065_14070,BTCUSD,BTCUSD,SHORT,1h,2026-01-08T01:00:00+00:00,14065,2026-01-08T06:00:00+00:00,14070,2026-01-08T17:00:00+00:00,14081,91660.0,91268.0,392.0,0.4295,91464.0,91268.0,91660.0,90596.0,392.0,0.4295,474.978981,0.8253,81,14065,2026-01-08T01:00:00+00:00,91369.0,91660.0,91268.0,91395.0,151460.0,bos,internal,BEARISH,BULLISH,BEARISH,internal|bos|brk14070|form14065,QUALIFIED_SHORT,INVALIDATED,14103,2026-01-09T15:00:00+00:00,True,14082,2026-01-08T18:00:00+00:00,91268.0,TOUCH_HIT_TP,1.7143,3,1.8827,0.426,2026-01-08T17:00:00+00:00,0.429213,0.8253,0.429504,0.8253,0.841837,0.360969,0.066327,0.8253,1.990614,16.0,11.0,0.0,0.130532,1.0,0.0,0.0,0.0,1.0,0.374375,0.033686,0.520069,100.0,0.417613,1.286373,1.520642,0.433824,-2.442932,1.864174,0.0
XRPUSD_14125_BULLISH_14117_14122,XRPUSD,XRPUSD,LONG,1h,2026-01-10T05:00:00+00:00,14117,2026-01-10T10:00:00+00:00,14122,2026-01-10T13:00:00+00:00,14125,2.0919,2.0795,0.0124,0.5963,2.0857,2.0919,2.0795,2.11,0.0124,0.5928,0.019816,0.6258,59,14117,2026-01-10T05:00:00+00:00,2.0831,2.0919,2.0795,2.0889,732755.0,choch,internal,BULLISH,BEARISH,BEARISH,internal|choch|brk14122|form14117,QUALIFIED_LONG,INVALIDATED,14156,2026-01-11T20:00:00+00:00,True,14126,2026-01-10T14:00:00+00:00,2.0919,TOUCH_HIT_SL,-1.0,31,1.4032,3.879,2026-01-10T13:00:00+00:00,0.593018,0.625754,0.592763,0.625754,0.927419,0.153226,0.467742,0.625754,0.388573,8.0,3.0,0.0,0.045418,0.0,1.0,0.0,0.0,0.0,0.077247,0.040371,0.947685,77.5,0.299565,0.514733,-0.10033,-0.281368,-0.028686,0.58043,1.0
BTCUSD_14126_BULLISH_14116_14122,BTCUSD,BTCUSD,LONG,1h,2026-01-10T04:00:00+00:00,14116,2026-01-10T10:00:00+00:00,14122,2026-01-10T14:00:00+00:00,14126,90619.5,90369.0,250.5,0.2772,90494.25,90619.5,90369.0,91048.93,250.5,0.2764,460.552966,0.5439,100,14116,2026-01-10T04:00:00+00:00,90601.0,90619.5,90369.0,90430.5,143913.0,bos,internal,BULLISH,BEARISH,BULLISH,internal|bos|brk14122|form14116,QUALIFIED_LONG,INVALIDATED,14134,2026-01-10T22:00:00+00:00,True,14127,2026-01-10T15:00:00+00:00,90619.5,TOUCH_HIT_SL,-1.0,8,0.3952,1.006,2026-01-10T14:00:00+00:00,0.276608,0.543911,0.276431,0.543911,0.768463,0.463074,0.680639,0.543911,0.144392,10.0,4.0,1.0,0.125936,1.0,0.0,0.0,0.0,1.0,0.250315,0.051026,0.508553,66.0,0.157814,0.294212,-0.195066,-0.057387,0.666392,0.484951,1.0
SOLUSD_14126_BULLISH_14116_14122,SOLUSD,SOLUSD,LONG,1h,2026-01-10T04:00:00+00:00,14116,2026-01-10T10:00:00+00:00,14122,2026-01-10T14:00:00+00:00,14126,136.169,135.727,0.442,0.3257,135.948,136.169,135.727,136.93,0.442,0.3246,1.172669,0.3769,100,14116,2026-01-10T04:00:00+00:00,136.118,136.169,135.727,135.837,19726.0,bos,internal,BULLISH,BEARISH,BULLISH,internal|bos|brk14122|form14116,QUALIFIED_LONG,INVALIDATED,14133,2026-01-10T21:00:00+00:00,True,14127,2026-01-10T15:00:00+00:00,136.169,TOUCH_HIT_SL,-1.0,7,1.2443,1.0045,2026-01-10T14:00:00+00:00,0.32462,0.376918,0.324597,0.376918,0.977376,0.382353,0.635747,0.376918,0.317225,10.0,4.0,1.0,0.008528,1.0,0.0,0.0,0.0,1.0,0.319249,0.001706,0.861249,79.5,0.251334,0.400795,-0.335973,0.14784,1.514225,0.65709,1.0
XRPUSD_14135_BEARISH_14130_14134,XRPUSD,XRPUSD,SHORT,1h,2026-01-10T18:00:00+00:00,14130,2026-01-10T22:00:00+00:00,14134,2026-01-10T23:00:00+00:00,14135,2.1004,2.087,0.0134,0.6421,2.0937,2.09035,2.1004,2.07,0.01005,0.4808,0.019221,0.5229,72,14130,2026-01-10T18:00:00+00:00,2.0901,2.1004,2.087,2.0963,679164.0,choch,internal,BEARISH,BEARISH,BEARISH,internal|choch|brk14134|form14130,QUALIFIED_SHORT,INVALIDATED,14148,2026-01-11T12:00:00+00:00,True,14136,2026-01-11T00:00:00+00:00,2.087,TOUCH_HIT_SL,-1.0,13,0.5124,1.5274,2026-01-10T23:00:00+00:00,0.641148,0.697137,0.480781,0.522852,0.776119,0.365672,0.462687,0.697137,0.286138,5.0,1.0,0.0,0.018209,0.0,1.0,0.0,1.0,1.0,0.097168,0.0,0.919688,66.0,0.237764,0.338163,-0.30053,-0.148106,-2.258804,0.361576,0.0
ETHUSD_14136_BEARISH_14129_14133,ETHUSD,ETHUSD,SHORT,1h,2026-01-10T17:00:00+00:00,14129,2026-01-10T21:00:00+00:00,14133,2026-01-11T00:00:00+00:00,14136,3098.25,3091.0,7.25,0.2346,3094.625,3091.0,3098.25,3078.57,7.25,0.2346,21.190885,0.3421,100,14129,2026-01-10T17:00:00+00:00,3094.9,3098.25,3091.0,3091.9,280988.0,choch,internal,BEARISH,BEARISH,BEARISH,internal|choch|brk14133|form14129,QUALIFIED_SHORT,INVALIDATED,14141,2026-01-11T05:00:00+00:00,True,14137,2026-01-11T01:00:00+00:00,3091.0,TOUCH_HIT_SL,-1.0,5,0.2828,1.469,2026-01-11T00:00:00+00:00,0.234518,0.342128,0.234552,0.342128,0.937931,0.186207,0.413793,0.342128,0.174603,7.0,3.0,0.0,0.021236,0.0,1.0,0.0,1.0,1.0,0.154203,0.030674,0.685468,50.5,0.140414,0.403475,0.0,-0.125995,-0.870583,0.517115,0.0
SOLUSD_14144_BEARISH_14124_14134,SOLUSD,SOLUSD,SHORT,1h,2026-01-10T12:00:00+00:00,14124,2026-01-10T22:00:00+00:00,14134,2026-01-11T08:00:00+00:00,14144,137.059,136.538,0.521,0.3816,136.7985,136.538,137.059,135.64,0.521,0.3816,1.112513,0.4683,91,14124,2026-01-10T12:00:00+00:00,136.5693,137.059,136.538,136.579,29044.0,choch,internal,BEARISH,BULLISH,BEARISH,internal|choch|brk14134|form14124,QUALIFIED_SHORT,INVALIDATED,14148,2026-01-11T12:00:00+00:00,True,14145,2026-01-11T09:00:00+00:00,136.538,TOUCH_HIT_SL,-1.0,4,0.5182,1.4434,2026-01-11T08:00:00+00:00,0.380906,0.468309,0.381579,0.468309,0.537428,0.75048,0.018618,0.468309,0.19775,20.0,10.0,0.0,0.216627,0.0,1.0,0.0,0.0,1.0,0.479515,0.088988,0.813366,47.0,0.190162,0.738867,0.374996,0.456088,-2.787471,0.817809,0.0
XRPUSD_14152_BULLISH_14134_14148,XRPUSD,XRPUSD,LONG,1h,2026-01-10T22:00:00+00:00,14134,2026-01-11T12:00:00+00:00,14148,2026-01-11T16:00:00+00:00,14152,2.0952,2.0824,0.0128,0.6147,2.0888,2.092,2.0824,2.11,0.0096,0.4589,0.018446,0.5204,76,14134,2026-01-10T22:00:00+00:00,2.0904,2.0952,2.0824,2.0849,344406.0,choch,internal,BULLISH,BEARISH,BULLISH,internal|choch|brk14148|form14134,QUALIFIED_LONG,INVALIDATED,14156,2026-01-11T20:00:00+00:00,True,14153,2026-01-11T17:00:00+00:00,2.0952,TOUCH_HIT_SL,-1.0,4,0.5625,5.0208,2026-01-11T16:00:00+00:00,0.611358,0.69393,0.458891,0.520447,0.882812,0.953125,0.429687,0.69393,0.439127,18.0,4.0,2.0,0.092163,0.0,1.0,0.0,0.0,1.0,0.150026,0.005421,0.881008,45.5,0.287238,0.921626,-0.071592,0.081262,0.186621,2.138298,1.0
BTCUSD_14155_BULLISH_14142_14148,BTCUSD,BTCUSD,LONG,1h,2026-01-11T06:00:00+00:00,14142,2026-01-11T12:00:00+00:00,14148,2026-01-11T19:00:00+00:00,14155,90767.0,90541.5,225.5,0.2491,90654.25,90767.0,90541.5,91153.57,225.5,0.2484,422.295417,0.534,100,14142,2026-01-11T06:00:00+00:00,90740.0,90767.0,90541.5,90706.5,156925.0,bos,internal,BULLISH,BEARISH,BEARISH,internal|bos|brk14148|form14142,QUALIFIED_LONG,INVALIDATED,14156,2026-01-11T20:00:00+00:00,True,14156,2026-01-11T20:00:00+00:00,90767.0,TOUCH_HIT_SL,-1.0,1,0.0,1.8115,2026-01-11T19:00:00+00:00,0.248747,0.533986,0.248438,0.533986,0.501109,0.585366,0.148559,0.533986,0.42861,13.0,7.0,2.0,0.266401,1.0,0.0,0.0,0.0,0.0,0.50539,0.022496,0.46583,12.0,0.130203,0.632259,-0.472089,-0.11569,-0.795566,1.95864,1.0
BTCUSD_14159_BEARISH_14152_14158,BTCUSD,BTCUSD,SHORT,1h,2026-01-11T16:00:00+00:00,14152,2026-01-11T22:00:00+00:00,14158,2026-01-11T23:00:00+00:00,14159,91257.5,90844.0,413.5,0.4552,91050.75,90844.0,91257.5,90135.14,413.5,0.4552,422.490857,0.9787,76,14152,2026-01-11T16:00:00+00:00,90844.0,91257.5,90844.0,91005.5,463973.0,choch,internal,BEARISH,BULLISH,BULLISH,internal|choch|brk14158|form14152,QUALIFIED_SHORT,INVALIDATED,14161,2026-01-12T01:00:00+00:00,True,14160,2026-01-12T00:00:00+00:00,90844.0,TOUCH_HIT_SL,-1.0,2,0.4667,2.2624,2026-01-11T23:00:00+00:00,0.454463,0.978719,0.455176,0.978719,0.655381,0.400242,0.390568,0.978719,0.539657,7.0,1.0,0.0,0.337285,0.0,1.0,0.0,0.0,0.0,0.626713,0.026036,0.464345,14.5,0.183732,1.927852,0.149696,0.246246,0.523685,1.063735,0.0
XRPUSD_14162_BEARISH_14150_14156,XRPUSD,XRPUSD,SHORT,1h,2026-01-11T14:00:00+00:00,14150,2026-01-11T20:00:00+00:00,14156,2026-01-12T02:00:00+00:00,14162,2.1093,2.0962,0.0131,0.6249,2.10275,2.099475,2.1093,2.08,0.009825,0.468,0.018777,0.5232,74,14150,2026-01-11T14:00:00+00:00,2.0969,2.1093,2.0962,2.107,913248.0,choch,internal,BEARISH,BULLISH,BULLISH,internal|choch|brk14156|form14150,QUALIFIED_SHORT,INVALIDATED,14200,2026-01-13T16:00:00+00:00,True,14163,2026-01-12T03:00:00+00:00,2.0962,TOUCH_HIT_TP,1.9822,1,2.084,0.5929,2026-01-12T02:00:00+00:00,0.623988,0.697665,0.467974,0.523249,0.755725,0.770992,0.770992,0.697665,1.155675,12.0,6.0,0.0,0.003994,0.0,1.0,0.0,0.0,0.0,0.40836,0.047931,0.894394,56.0,0.609576,2.385909,1.268632,0.200458,0.39692,1.443853,0.0
BTCUSD_14168_BULLISH_14159_14161,BTCUSD,BTCUSD,LONG,1h,2026-01-11T23:00:00+00:00,14159,2026-01-12T01:00:00+00:00,14161,2026-01-12T08:00:00+00:00,14168,91009.5,90195.0,814.5,0.903,90602.25,90805.875,90195.0,91853.09,610.875,0.6727,433.741356,1.4084,52,14159,2026-01-11T23:00:00+00:00,90492.0,91009.5,90195.0,90986.5,202264.0,choch,internal,BULLISH,BEARISH,BULLISH,internal|choch|brk14161|form14159,QUALIFIED_LONG,INVALIDATED,14174,2026-01-12T14:00:00+00:00,True,14169,2026-01-12T09:00:00+00:00,91009.5,TOUCH_HIT_SL,-1.0,6,0.4798,1.176,2026-01-12T08:00:00+00:00,0.897788,1.877847,0.672726,1.408385,0.64825,0.809699,0.607121,1.877847,0.323926,9.0,7.0,0.0,0.19107,0.0,1.0,0.0,0.0,1.0,0.449938,0.061096,0.478094,43.0,0.364054,2.87268,-1.147359,-0.254523,0.264135,1.577006,1.0
ETHUSD_14168_BULLISH_14159_14162,ETHUSD,ETHUSD,LONG,1h,2026-01-11T23:00:00+00:00,14159,2026-01-12T02:00:00+00:00,14162,2026-01-12T08:00:00+00:00,14168,3125.25,3091.4,33.85,1.095,3108.325,3116.7875,3091.4,3160.31,25.3875,0.8145,20.640111,1.23,42,14159,2026-01-11T23:00:00+00:00,3108.6,3125.25,3091.4,3122.95,501883.0,bos,internal,BULLISH,BEARISH,BULLISH,internal|bos|brk14162|form14159,QUALIFIED_LONG,INVALIDATED,14174,2026-01-12T14:00:00+00:00,True,14169,2026-01-12T09:00:00+00:00,3125.25,TOUCH_HIT_SL,-1.0,6,0.2841,2.0576,2026-01-12T08:00:00+00:00,1.086677,1.640011,0.814541,1.230008,0.697194,0.72969,0.423929,1.640011,1.569759,9.0,6.0,0.0,0.086603,1.0,0.0,0.0,0.0,1.0,0.521299,0.060562,0.662604,43.5,0.387634,2.24805,-1.166019,-0.372603,0.910298,1.492081,1.0
SOLUSD_14169_BULLISH_14159_14162,SOLUSD,SOLUSD,LONG,1h,2026-01-11T23:00:00+00:00,14159,2026-01-12T02:00:00+00:00,14162,2026-01-12T09:00:00+00:00,14169,139.789,137.558,2.231,1.6219,138.6735,139.23125,137.558,142.1,1.67325,1.2018,1.146059,1.46,29,14159,2026-01-11T23:00:00+00:00,138.259,139.789,137.558,139.71,26332.0,bos,internal,BULLISH,BEARISH,BULLISH,internal|bos|brk14162|form14159,QUALIFIED_LONG,INVALIDATED,14328,2026-01-19T00:00:00+00:00,True,14170,2026-01-12T10:00:00+00:00,139.789,TOUCH_HIT_TP,1.7145,6,2.1101,0.3175,2026-01-12T09:00:00+00:00,1.598367,1.946672,1.201778,1.460004,0.90632,0.334827,0.650381,1.946672,1.134322,10.0,7.0,1.0,0.304304,1.0,0.0,0.0,0.0,1.0,0.585779,0.013088,0.821077,68.0,0.69054,0.970282,-2.22135,-0.327766,2.581062,1.377296,1.0
BTCUSD_14170_BULLISH_14109_14162,BTCUSD,BTCUSD,LONG,1h,2026-01-09T21:00:00+00:00,14109,2026-01-12T02:00:00+00:00,14162,2026-01-12T10:00:00+00:00,14170,90614.0,90095.0,519.0,0.5761,90354.5,90614.0,90095.0,91503.71,519.0,0.5728,433.027636,1.1985,61,14109,2026-01-09T21:00:00+00:00,90284.0,90614.0,90095.0,90512.5,107088.0,bos,internal,BULLISH,BEARISH,BEARISH,internal|bos|brk14162|form14109,QUALIFIED_LONG,INVALIDATED,14174,2026-01-12T14:00:00+00:00,True,14171,2026-01-12T11:00:00+00:00,90614.0,TOUCH_HIT_SL,-1.0,4,0.9345,1.0145,2026-01-12T10:00:00+00:00,0.574058,1.198538,0.572759,1.198538,0.60501,0.55106,0.44027,1.198538,1.843993,61.0,8.0,1.0,0.473411,1.0,0.0,0.0,0.0,0.0,0.352604,0.024248,0.478965,40.0,0.361533,1.011483,-1.809928,-0.270808,-0.252653,1.638561,1.0
XRPUSD_14175_BEARISH_14163_14170,XRPUSD,XRPUSD,SHORT,1h,2026-01-12T03:00:00+00:00,14163,2026-01-12T10:00:00+00:00,14170,2026-01-12T15:00:00+00:00,14175,2.1053,2.079,0.0263,1.265,2.09215,2.085575,2.1053,2.05,0.019725,0.9458,0.018786,1.05,37,14163,2026-01-12T03:00:00+00:00,2.0994,2.1053,2.079,2.0821,1767699.0,bos,internal,BEARISH,BULLISH,BULLISH,internal|bos|brk14170|form14163,QUALIFIED_SHORT,INVALIDATED,14176,2026-01-12T16:00:00+00:00,True,14176,2026-01-12T16:00:00+00:00,2.079,TOUCH_HIT_SL,-1.0,1,0.0038,1.147,2026-01-12T15:00:00+00:00,1.256509,1.399977,0.945782,1.049983,0.463878,0.558935,0.657795,1.399977,0.415202,12.0,5.0,0.0,0.400564,1.0,0.0,0.0,0.0,0.0,0.442051,0.010646,0.897522,54.5,0.727049,1.378684,2.819669,1.858971,0.10043,1.408006,0.0
ETHUSD_14182_BULLISH_14102_14162,ETHUSD,ETHUSD,LONG,1h,2026-01-09T14:00:00+00:00,14102,2026-01-12T02:00:00+00:00,14162,2026-01-12T22:00:00+00:00,14182,3098.35,3060.7,37.65,1.2301,3079.525,3088.9375,3060.7,3137.34,28.2375,0.9141,20.98318,1.3457,38,14102,2026-01-09T14:00:00+00:00,3097.9,3098.35,3060.7,3078.15,2442109.0,bos,internal,BULLISH,BEARISH,BULLISH,internal|bos|brk14162|form14102,QUALIFIED_LONG,INVALIDATED,14366,2026-01-20T14:00:00+00:00,True,14183,2026-01-12T23:00:00+00:00,3098.35,TOUCH_HIT_TP,1.7141,7,2.035,0.0438,2026-01-12T22:00:00+00:00,1.216596,1.794294,0.914149,1.345721,0.903054,0.897742,0.524568,1.794294,1.544094,80.0,20.0,6.0,0.274625,1.0,0.0,0.0,0.0,1.0,0.324419,0.002383,0.678036,46.5,0.386291,0.731538,-0.301219,-1.274464,0.174797,0.68047,1.0
