timestamp,open,high,low,close,volume
2024-06-01 00:00:00+00:00,3763.0,3767.85,3754.05,3764.5,2710.0
2024-06-01 01:00:00+00:00,3765.0,3777.0,3759.6,3765.95,4037.0
2024-06-01 02:00:00+00:00,3766.7,3779.25,3766.05,3777.7,7640.0
2024-06-01 03:00:00+00:00,3777.7,3782.7,3774.55,3779.15,5408.0
2024-06-01 04:00:00+00:00,3778.95,3785.55,3770.9,3784.4,14878.0
2024-06-01 05:00:00+00:00,3784.3,3794.15,3778.5,3789.45,10582.0
2024-06-01 06:00:00+00:00,3789.3,3791.0,3782.9,3788.85,9396.0
2024-06-01 07:00:00+00:00,3789.3,3791.35,3769.75,3773.0,15833.0
2024-06-01 08:00:00+00:00,3772.8,3802.0,3772.05,3800.7,20628.0
2024-06-01 09:00:00+00:00,3800.6,3810.7,3788.25,3793.3,22177.0
2024-06-01 10:00:00+00:00,3793.4,3797.1,3783.9,3785.75,15368.0
2024-06-01 11:00:00+00:00,3787.1,3794.6,3782.55,3788.5,12915.0
2024-06-01 12:00:00+00:00,3788.5,3807.0,3787.05,3795.3,26550.0
2024-06-01 13:00:00+00:00,3795.0,3810.0,3794.75,3801.7,14889.0
2024-06-01 14:00:00+00:00,3802.25,3814.55,3796.9,3809.8,28268.0
2024-06-01 15:00:00+00:00,3809.8,3812.85,3798.4,3798.75,12741.0
2024-06-01 16:00:00+00:00,3799.2,3807.25,3793.8,3799.6,10871.0
2024-06-01 17:00:00+00:00,3799.65,3810.25,3790.9,3807.75,13477.0
2024-06-01 18:00:00+00:00,3808.15,3811.05,3798.45,3802.5,8429.0
2024-06-01 19:00:00+00:00,3804.0,3807.6,3797.65,3804.2,4022.0
2024-06-01 20:00:00+00:00,3804.05,3806.95,3800.05,3806.9,1358.0
2024-06-01 21:00:00+00:00,3807.55,3823.05,3805.3,3817.9,10632.0
2024-06-01 22:00:00+00:00,3815.7,3834.0,3815.7,3821.4,4680.0
2024-06-01 23:00:00+00:00,3821.7,3823.2,3813.4,3816.0,4188.0
2024-06-02 00:00:00+00:00,3816.0,3836.65,3813.9,3835.0,7338.0
2024-06-02 01:00:00+00:00,3836.0,3838.2,3822.45,3823.7,8032.0
2024-06-02 02:00:00+00:00,3823.9,3826.65,3797.9,3805.65,15278.0
2024-06-02 03:00:00+00:00,3806.5,3810.6,3803.65,3807.4,11459.0
2024-06-02 04:00:00+00:00,3807.7,3820.6,3805.0,3819.6,10316.0
2024-06-02 05:00:00+00:00,3820.9,3823.65,3805.85,3806.15,19201.0
2024-06-02 06:00:00+00:00,3806.0,3815.1,3805.2,3814.95,14179.0
2024-06-02 07:00:00+00:00,3814.95,3814.95,3792.2,3794.0,26100.0
2024-06-02 08:00:00+00:00,3793.95,3802.15,3781.85,3793.65,24472.0
2024-06-02 09:00:00+00:00,3794.2,3796.8,3774.25,3781.2,26392.0
2024-06-02 10:00:00+00:00,3781.25,3783.9,3772.0,3782.6,9891.0
2024-06-02 11:00:00+00:00,3782.55,3810.7,3777.45,3805.05,21160.0
2024-06-02 12:00:00+00:00,3806.55,3810.85,3786.05,3788.55,15893.0
2024-06-02 13:00:00+00:00,3788.85,3801.6,3777.55,3796.5,16778.0
2024-06-02 14:00:00+00:00,3796.45,3810.6,3790.55,3807.15,8973.0
2024-06-02 15:00:00+00:00,3807.25,3808.8,3792.95,3800.05,11657.0
2024-06-02 16:00:00+00:00,3800.65,3804.8,3788.4,3792.55,12630.0
2024-06-02 17:00:00+00:00,3792.5,3792.6,3772.95,3773.1,22274.0
2024-06-02 18:00:00+00:00,3773.0,3774.7,3753.45,3771.4,30013.0
2024-06-02 19:00:00+00:00,3771.85,3783.55,3760.8,3782.55,11580.0
2024-06-02 20:00:00+00:00,3782.55,3788.45,3768.4,3788.45,8361.0
2024-06-02 21:00:00+00:00,3788.4,3794.75,3782.95,3784.05,2526.0
2024-06-02 22:00:00+00:00,3785.55,3797.35,3777.4,3782.95,1218.0
2024-06-02 23:00:00+00:00,3783.4,3789.2,3781.65,3786.95,797.0
2024-06-03 00:00:00+00:00,3781.0,3783.65,3763.0,3775.0,5954.0
2024-06-03 01:00:00+00:00,3775.0,3807.05,3775.0,3802.95,17074.0
2024-06-03 02:00:00+00:00,3807.0,3823.55,3805.85,3808.7,18500.0
2024-06-03 03:00:00+00:00,3810.65,3810.65,3793.5,3800.6,5456.0
2024-06-03 04:00:00+00:00,3801.35,3823.0,3796.1,3818.05,11493.0
2024-06-03 05:00:00+00:00,3820.0,3832.15,3812.5,3815.0,16837.0
2024-06-03 06:00:00+00:00,3816.5,3843.15,3811.35,3825.8,27466.0
2024-06-03 07:00:00+00:00,3827.0,3831.65,3812.45,3818.2,12133.0
2024-06-03 08:00:00+00:00,3819.95,3839.85,3815.05,3825.0,13544.0
